seq_id	source	type	start	end	score	strand	phase	attributes	genename
chromosome_01	JGI_gene	mRNA	423605	425693	.	+	.	ID=PAC4GC:75136693	ChCC-v11000148m.g
chromosome_01	JGI_gene	mRNA	426173	434989	.	+	.	ID=PAC4GC:75136382	ChCC-v11000149m.g
chromosome_01	JGI_gene	mRNA	426173	434989	.	+	.	ID=PAC4GC:75136383	ChCC-v11000149m.g
chromosome_01	JGI_gene	mRNA	435331	440086	.	+	.	ID=PAC4GC:75138245	ChCC-v11000151m.g
chromosome_01	JGI_gene	mRNA	440513	484459	.	+	.	ID=PAC4GC:75136226	ChCC-v11000152m.g
chromosome_01	JGI_gene	mRNA	490485	493984	.	+	.	ID=PAC4GC:75136800	ChCC-v11000153m.g
chromosome_01	JGI_gene	mRNA	487836	493826	.	+	.	ID=PAC4GC:75136797	ChCC-v11000153m.g
chromosome_01	JGI_gene	mRNA	494931	495625	.	-	.	ID=PAC4GC:75138149	ChCC-v11000159m.g
chromosome_01	JGI_gene	mRNA	495679	500096	.	-	.	ID=PAC4GC:75136626	ChCC-v11000161m.g
chromosome_01	JGI_gene	mRNA	495677	499280	.	-	.	ID=PAC4GC:75136627	ChCC-v11000161m.g
chromosome_01	JGI_gene	mRNA	499789	504956	.	+	.	ID=PAC4GC:75137502	ChCC-v11000163m.g
chromosome_01	JGI_gene	mRNA	504933	515254	.	-	.	ID=PAC4GC:75136677	ChCC-v11000165m.g
chromosome_01	JGI_gene	mRNA	504933	515254	.	-	.	ID=PAC4GC:75136676	ChCC-v11000165m.g
chromosome_01	JGI_gene	mRNA	515397	520594	.	+	.	ID=PAC4GC:75136858	ChCC-v11000166m.g
chromosome_01	JGI_gene	mRNA	520558	526367	.	-	.	ID=PAC4GC:75136548	ChCC-v11000167m.g
chromosome_01	JGI_gene	mRNA	526449	530312	.	+	.	ID=PAC4GC:75136220	ChCC-v11000168m.g
chromosome_01	JGI_gene	mRNA	533383	538512	.	+	.	ID=PAC4GC:75138223	ChCC-v11000170m.g
chromosome_01	JGI_gene	mRNA	538582	544849	.	-	.	ID=PAC4GC:75137587	ChCC-v11000171m.g
chromosome_01	JGI_gene	mRNA	545203	549381	.	+	.	ID=PAC4GC:75135648	ChCC-v11000173m.g
chromosome_01	JGI_gene	mRNA	546684	550091	.	+	.	ID=PAC4GC:75135649	ChCC-v11000173m.g
chromosome_01	JGI_gene	mRNA	550549	563692	.	+	.	ID=PAC4GC:75137423	ChCC-v11000176m.g
chromosome_01	JGI_gene	mRNA	562469	568652	.	-	.	ID=PAC4GC:75137084	ChCC-v11000177m.g
chromosome_01	JGI_gene	mRNA	569139	573478	.	-	.	ID=PAC4GC:75137138	ChCC-v11000178m.g
chromosome_01	JGI_gene	mRNA	579672	592780	.	+	.	ID=PAC4GC:75137661	ChCC-v11000179m.g
chromosome_01	JGI_gene	mRNA	573546	592780	.	+	.	ID=PAC4GC:75137660	ChCC-v11000179m.g
chromosome_01	JGI_gene	mRNA	593601	602864	.	+	.	ID=PAC4GC:75135796	ChCC-v11000182m.g
chromosome_01	JGI_gene	mRNA	604839	613844	.	-	.	ID=PAC4GC:75136375	ChCC-v11000185m.g
chromosome_01	JGI_gene	mRNA	613409	628964	.	+	.	ID=PAC4GC:75137908	ChCC-v11000186m.g
chromosome_01	JGI_gene	mRNA	613409	628964	.	+	.	ID=PAC4GC:75137907	ChCC-v11000186m.g
chromosome_01	JGI_gene	mRNA	631619	638762	.	-	.	ID=PAC4GC:75135752	ChCC-v11000189m.g
chromosome_01	JGI_gene	mRNA	631619	638762	.	-	.	ID=PAC4GC:75135753	ChCC-v11000189m.g
chromosome_01	JGI_gene	mRNA	631619	638762	.	-	.	ID=PAC4GC:75135754	ChCC-v11000189m.g
chromosome_01	JGI_gene	mRNA	645776	652094	.	-	.	ID=PAC4GC:75136663	ChCC-v11000197m.g
chromosome_01	JGI_gene	mRNA	652662	660302	.	+	.	ID=PAC4GC:75138139	ChCC-v11000205m.g
chromosome_01	JGI_gene	mRNA	652662	660302	.	+	.	ID=PAC4GC:75138137	ChCC-v11000205m.g
chromosome_01	JGI_gene	mRNA	652662	659590	.	+	.	ID=PAC4GC:75138138	ChCC-v11000205m.g
chromosome_01	JGI_gene	mRNA	677438	690255	.	+	.	ID=PAC4GC:75137270	ChCC-v11000212m.g
chromosome_01	JGI_gene	mRNA	677438	690255	.	+	.	ID=PAC4GC:75137269	ChCC-v11000212m.g
chromosome_01	JGI_gene	mRNA	677438	690260	.	+	.	ID=PAC4GC:75137268	ChCC-v11000212m.g
chromosome_01	JGI_gene	mRNA	677438	690261	.	+	.	ID=PAC4GC:75137267	ChCC-v11000212m.g
chromosome_01	JGI_gene	mRNA	690531	698212	.	+	.	ID=PAC4GC:75138070	ChCC-v11000217m.g
chromosome_01	JGI_gene	mRNA	701058	719293	.	-	.	ID=PAC4GC:75136283	ChCC-v11000220m.g
chromosome_01	JGI_gene	mRNA	701358	719293	.	-	.	ID=PAC4GC:75136284	ChCC-v11000220m.g
chromosome_01	JGI_gene	mRNA	702253	719293	.	-	.	ID=PAC4GC:75136282	ChCC-v11000220m.g
chromosome_01	JGI_gene	mRNA	719871	722858	.	-	.	ID=PAC4GC:75137114	ChCC-v11000221m.g
chromosome_01	JGI_gene	mRNA	731862	733720	.	+	.	ID=PAC4GC:75136197	ChCC-v11000224m.g
chromosome_01	JGI_gene	mRNA	741389	755025	.	+	.	ID=PAC4GC:75136592	ChCC-v11000227m.g
chromosome_01	JGI_gene	mRNA	734499	754343	.	+	.	ID=PAC4GC:75136591	ChCC-v11000227m.g
chromosome_01	JGI_gene	mRNA	734499	754433	.	+	.	ID=PAC4GC:75136590	ChCC-v11000227m.g
chromosome_01	JGI_gene	mRNA	768385	777878	.	+	.	ID=PAC4GC:75135906	ChCC-v11000231m.g
chromosome_01	JGI_gene	mRNA	758329	776237	.	+	.	ID=PAC4GC:75135902	ChCC-v11000231m.g
chromosome_01	JGI_gene	mRNA	777746	784788	.	-	.	ID=PAC4GC:75136825	ChCC-v11000236m.g
chromosome_01	JGI_gene	mRNA	784581	785306	.	+	.	ID=PAC4GC:75137070	ChCC-v11000238m.g
chromosome_01	JGI_gene	mRNA	785682	792965	.	-	.	ID=PAC4GC:75137766	ChCC-v11000240m.g
chromosome_01	JGI_gene	mRNA	792841	801664	.	+	.	ID=PAC4GC:75137607	ChCC-v11000241m.g
chromosome_01	JGI_gene	mRNA	803766	804683	.	+	.	ID=PAC4GC:75137261	ChCC-v11000243m.g
chromosome_01	JGI_gene	mRNA	804997	808730	.	-	.	ID=PAC4GC:75136205	ChCC-v11000244m.g
chromosome_01	JGI_gene	mRNA	808716	815857	.	+	.	ID=PAC4GC:75137596	ChCC-v11000246m.g
chromosome_01	JGI_gene	mRNA	815896	822308	.	+	.	ID=PAC4GC:75135945	ChCC-v11000248m.g
chromosome_01	JGI_gene	mRNA	823047	836674	.	+	.	ID=PAC4GC:75137851	ChCC-v11000250m.g
chromosome_01	JGI_gene	mRNA	823047	836674	.	+	.	ID=PAC4GC:75137850	ChCC-v11000250m.g
chromosome_01	JGI_gene	mRNA	823047	836446	.	+	.	ID=PAC4GC:75137849	ChCC-v11000250m.g
chromosome_01	JGI_gene	mRNA	823047	836674	.	+	.	ID=PAC4GC:75137848	ChCC-v11000250m.g
chromosome_01	JGI_gene	mRNA	825378	836674	.	+	.	ID=PAC4GC:75137847	ChCC-v11000250m.g
chromosome_01	JGI_gene	mRNA	823047	836674	.	+	.	ID=PAC4GC:75137846	ChCC-v11000250m.g
chromosome_01	JGI_gene	mRNA	823047	836674	.	+	.	ID=PAC4GC:75137845	ChCC-v11000250m.g
chromosome_01	JGI_gene	mRNA	823047	836674	.	+	.	ID=PAC4GC:75137844	ChCC-v11000250m.g
chromosome_01	JGI_gene	mRNA	823047	836674	.	+	.	ID=PAC4GC:75137843	ChCC-v11000250m.g
chromosome_01	JGI_gene	mRNA	823047	836674	.	+	.	ID=PAC4GC:75137842	ChCC-v11000250m.g
chromosome_01	JGI_gene	mRNA	823047	836674	.	+	.	ID=PAC4GC:75137841	ChCC-v11000250m.g
chromosome_01	JGI_gene	mRNA	823047	836674	.	+	.	ID=PAC4GC:75137839	ChCC-v11000250m.g
chromosome_01	JGI_gene	mRNA	823047	836674	.	+	.	ID=PAC4GC:75137840	ChCC-v11000250m.g
chromosome_01	JGI_gene	mRNA	837044	839649	.	+	.	ID=PAC4GC:75137222	ChCC-v11000264m.g
chromosome_01	JGI_gene	mRNA	839280	842791	.	-	.	ID=PAC4GC:75136739	ChCC-v11000265m.g
chromosome_01	JGI_gene	mRNA	843077	848148	.	+	.	ID=PAC4GC:75137794	ChCC-v11000266m.g
chromosome_01	JGI_gene	mRNA	843082	848390	.	+	.	ID=PAC4GC:75137795	ChCC-v11000266m.g
chromosome_01	JGI_gene	mRNA	849136	853453	.	+	.	ID=PAC4GC:75137067	ChCC-v11000268m.g
chromosome_01	JGI_gene	mRNA	853798	863461	.	-	.	ID=PAC4GC:75137679	ChCC-v11000270m.g
chromosome_01	JGI_gene	mRNA	864234	867237	.	-	.	ID=PAC4GC:75137608	ChCC-v11000271m.g
chromosome_01	JGI_gene	mRNA	873202	876778	.	-	.	ID=PAC4GC:75137139	ChCC-v11000274m.g
chromosome_01	JGI_gene	mRNA	876854	880029	.	+	.	ID=PAC4GC:75136445	ChCC-v11000275m.g
chromosome_01	JGI_gene	mRNA	894993	900077	.	-	.	ID=PAC4GC:75136681	ChCC-v11000277m.g
chromosome_01	JGI_gene	mRNA	899930	902910	.	+	.	ID=PAC4GC:75137046	ChCC-v11000288m.g
chromosome_01	JGI_gene	mRNA	900263	902990	.	+	.	ID=PAC4GC:75137045	ChCC-v11000288m.g
chromosome_01	JGI_gene	mRNA	903518	908829	.	-	.	ID=PAC4GC:75137048	ChCC-v11000290m.g
chromosome_01	JGI_gene	mRNA	909679	917828	.	-	.	ID=PAC4GC:75136363	ChCC-v11000301m.g
chromosome_01	JGI_gene	mRNA	909679	917814	.	-	.	ID=PAC4GC:75136364	ChCC-v11000301m.g
chromosome_01	JGI_gene	mRNA	925115	931064	.	+	.	ID=PAC4GC:75135707	ChCC-v11000304m.g
chromosome_01	JGI_gene	mRNA	944401	949639	.	-	.	ID=PAC4GC:75138284	ChCC-v11000306m.g
chromosome_01	JGI_gene	mRNA	949968	952194	.	+	.	ID=PAC4GC:75137774	ChCC-v11000308m.g
chromosome_01	JGI_gene	mRNA	953319	962548	.	+	.	ID=PAC4GC:75135859	ChCC-v11000310m.g
chromosome_01	JGI_gene	mRNA	954910	962580	.	+	.	ID=PAC4GC:75135860	ChCC-v11000310m.g
chromosome_01	JGI_gene	mRNA	966992	975756	.	-	.	ID=PAC4GC:75137517	ChCC-v11000314m.g
chromosome_01	JGI_gene	mRNA	976023	977515	.	+	.	ID=PAC4GC:75137180	ChCC-v11000315m.g
chromosome_01	JGI_gene	mRNA	979252	982363	.	+	.	ID=PAC4GC:75136950	ChCC-v11000316m.g
chromosome_01	JGI_gene	mRNA	980317	982365	.	+	.	ID=PAC4GC:75136951	ChCC-v11000316m.g
chromosome_01	JGI_gene	mRNA	982709	986572	.	+	.	ID=PAC4GC:75135843	ChCC-v11000318m.g
chromosome_01	JGI_gene	mRNA	986392	991497	.	-	.	ID=PAC4GC:75137181	ChCC-v11000322m.g
chromosome_01	JGI_gene	mRNA	991064	1000781	.	-	.	ID=PAC4GC:75136793	ChCC-v11000323m.g
chromosome_01	JGI_gene	mRNA	1000309	1003909	.	+	.	ID=PAC4GC:75137426	ChCC-v11000325m.g
chromosome_01	JGI_gene	mRNA	1003729	1008991	.	-	.	ID=PAC4GC:75135933	ChCC-v11000327m.g
chromosome_01	JGI_gene	mRNA	1003675	1005906	.	-	.	ID=PAC4GC:75135934	ChCC-v11000327m.g
chromosome_01	JGI_gene	mRNA	1009068	1012969	.	+	.	ID=PAC4GC:75138135	ChCC-v11000329m.g
chromosome_01	JGI_gene	mRNA	1013125	1014475	.	+	.	ID=PAC4GC:75138136	ChCC-v11000329m.g
chromosome_01	JGI_gene	mRNA	1016530	1019395	.	-	.	ID=PAC4GC:75136136	ChCC-v11000332m.g
chromosome_01	JGI_gene	mRNA	1021524	1028788	.	+	.	ID=PAC4GC:75136801	ChCC-v11000333m.g
chromosome_01	JGI_gene	mRNA	1029016	1030861	.	-	.	ID=PAC4GC:75137817	ChCC-v11000335m.g
chromosome_01	JGI_gene	mRNA	1030891	1041751	.	+	.	ID=PAC4GC:75136133	ChCC-v11000336m.g
chromosome_01	JGI_gene	mRNA	1314618	1315310	.	+	.	ID=PAC4GC:75135525	ChCC-v11000344m.g
chromosome_01	JGI_gene	mRNA	1316904	1330815	.	-	.	ID=PAC4GC:75136022	ChCC-v11000347m.g
chromosome_01	JGI_gene	mRNA	1329869	1334198	.	-	.	ID=PAC4GC:75137012	ChCC-v11000349m.g
chromosome_01	JGI_gene	mRNA	1334199	1336717	.	-	.	ID=PAC4GC:75136130	ChCC-v11000350m.g
chromosome_01	JGI_gene	mRNA	1336718	1338559	.	-	.	ID=PAC4GC:75135973	ChCC-v11000351m.g
chromosome_01	JGI_gene	mRNA	1339317	1345074	.	+	.	ID=PAC4GC:75137673	ChCC-v11000353m.g
chromosome_01	JGI_gene	mRNA	1339317	1345294	.	+	.	ID=PAC4GC:75137672	ChCC-v11000353m.g
chromosome_01	JGI_gene	mRNA	1345307	1354641	.	+	.	ID=PAC4GC:75138168	ChCC-v11000354m.g
chromosome_01	JGI_gene	mRNA	1354866	1357614	.	+	.	ID=PAC4GC:75136107	ChCC-v11000357m.g
chromosome_01	JGI_gene	mRNA	1360018	1362645	.	+	.	ID=PAC4GC:75138085	ChCC-v11000358m.g
chromosome_01	JGI_gene	mRNA	1362654	1369250	.	-	.	ID=PAC4GC:75136322	ChCC-v11000359m.g
chromosome_01	JGI_gene	mRNA	1369221	1375781	.	+	.	ID=PAC4GC:75137110	ChCC-v11000360m.g
chromosome_01	JGI_gene	mRNA	1375684	1380986	.	+	.	ID=PAC4GC:75137777	ChCC-v11000361m.g
chromosome_01	JGI_gene	mRNA	1382707	1389572	.	-	.	ID=PAC4GC:75135506	ChCC-v11000362m.g
chromosome_01	JGI_gene	mRNA	1390816	1395807	.	-	.	ID=PAC4GC:75137912	ChCC-v11000365m.g
chromosome_01	JGI_gene	mRNA	1390816	1395781	.	-	.	ID=PAC4GC:75137913	ChCC-v11000365m.g
chromosome_01	JGI_gene	mRNA	1395940	1398720	.	-	.	ID=PAC4GC:75136124	ChCC-v11000367m.g
chromosome_01	JGI_gene	mRNA	1399540	1403602	.	-	.	ID=PAC4GC:75137482	ChCC-v11000368m.g
chromosome_01	JGI_gene	mRNA	1402918	1407445	.	+	.	ID=PAC4GC:75136734	ChCC-v11000370m.g
chromosome_01	JGI_gene	mRNA	1408102	1420367	.	-	.	ID=PAC4GC:75137321	ChCC-v11000373m.g
chromosome_01	JGI_gene	mRNA	1408999	1420818	.	-	.	ID=PAC4GC:75137320	ChCC-v11000373m.g
chromosome_01	JGI_gene	mRNA	1421187	1427589	.	+	.	ID=PAC4GC:75136832	ChCC-v11000376m.g
chromosome_01	JGI_gene	mRNA	1427362	1433082	.	-	.	ID=PAC4GC:75135756	ChCC-v11000377m.g
chromosome_01	JGI_gene	mRNA	1433079	1442041	.	+	.	ID=PAC4GC:75135823	ChCC-v11000378m.g
chromosome_01	JGI_gene	mRNA	1441338	1450132	.	-	.	ID=PAC4GC:75137964	ChCC-v11000379m.g
chromosome_01	JGI_gene	mRNA	1450641	1458787	.	+	.	ID=PAC4GC:75136850	ChCC-v11000380m.g
chromosome_01	JGI_gene	mRNA	1463763	1470326	.	-	.	ID=PAC4GC:75136394	ChCC-v11000383m.g
chromosome_01	JGI_gene	mRNA	1470270	1472828	.	-	.	ID=PAC4GC:75137537	ChCC-v11000384m.g
chromosome_01	JGI_gene	mRNA	1472885	1483146	.	+	.	ID=PAC4GC:75135616	ChCC-v11000385m.g
chromosome_01	JGI_gene	mRNA	1474932	1483146	.	+	.	ID=PAC4GC:75135617	ChCC-v11000385m.g
chromosome_01	JGI_gene	mRNA	1474872	1483146	.	+	.	ID=PAC4GC:75135618	ChCC-v11000385m.g
chromosome_01	JGI_gene	mRNA	1472885	1483146	.	+	.	ID=PAC4GC:75135615	ChCC-v11000385m.g
chromosome_01	JGI_gene	mRNA	1483444	1489214	.	-	.	ID=PAC4GC:75137172	ChCC-v11000389m.g
chromosome_01	JGI_gene	mRNA	1483437	1488773	.	-	.	ID=PAC4GC:75137170	ChCC-v11000389m.g
chromosome_01	JGI_gene	mRNA	1489336	1494982	.	-	.	ID=PAC4GC:75137142	ChCC-v11000393m.g
chromosome_01	JGI_gene	mRNA	1494702	1501175	.	+	.	ID=PAC4GC:75135575	ChCC-v11000394m.g
chromosome_01	JGI_gene	mRNA	1501636	1511324	.	-	.	ID=PAC4GC:75136963	ChCC-v11000396m.g
chromosome_01	JGI_gene	mRNA	1511974	1522199	.	-	.	ID=PAC4GC:75136980	ChCC-v11000397m.g
chromosome_01	JGI_gene	mRNA	1524971	1531673	.	-	.	ID=PAC4GC:75137549	ChCC-v11000400m.g
chromosome_01	JGI_gene	mRNA	1540017	1543477	.	-	.	ID=PAC4GC:75136356	ChCC-v11000407m.g
chromosome_01	JGI_gene	mRNA	1540017	1543107	.	-	.	ID=PAC4GC:75136355	ChCC-v11000407m.g
chromosome_01	JGI_gene	mRNA	1543483	1547489	.	+	.	ID=PAC4GC:75136321	ChCC-v11000410m.g
chromosome_01	JGI_gene	mRNA	1548900	1552343	.	+	.	ID=PAC4GC:75136261	ChCC-v11000411m.g
chromosome_01	JGI_gene	mRNA	1552356	1554061	.	+	.	ID=PAC4GC:75135776	ChCC-v11000412m.g
chromosome_01	JGI_gene	mRNA	1554494	1557055	.	+	.	ID=PAC4GC:75137678	ChCC-v11000413m.g
chromosome_01	JGI_gene	mRNA	1560184	1561022	.	+	.	ID=PAC4GC:75136820	ChCC-v11000415m.g
chromosome_01	JGI_gene	mRNA	1560788	1568022	.	-	.	ID=PAC4GC:75135969	ChCC-v11000416m.g
chromosome_01	JGI_gene	mRNA	1568093	1574498	.	+	.	ID=PAC4GC:75136439	ChCC-v11000417m.g
