	mean	Vm_per_gen	Vm_per_median_gen	Vm_per_mut	Vm_per_median_mut	median	abs_mean	abs_median	k0	k4	k0:k4	k0:k4_Group
ChCC-v11000049m.g	-0.09679520573309812	0.000240997486853	0.0002388159953698	0.001483455240093	0.0021328167791526	0.0150597712261821	0.09679520573309812	0.0150597712261821	0.0151903926783732	0.1281799451667729	0.11850834121210788	(0.0, 0.4]
ChCC-v11000050m.g	-1.078099953455792	0.0066501809012964	0.0065899839540704	0.0409350563543848	0.0588537980038514	0.0	1.078099953455792	0.0	0.1883320066080074	0.4331165026909745	0.43482990243477493	(0.4, 0.8]
ChCC-v11000051m.g	0.3139337096336404	0.0029513742916475	0.0029246586691531	0.0181671257887019	0.0261195280207375	0.160737504200766	0.3139337096336404	0.160737504200766	0.3348009696287176	0.5031930328314262	0.6653529516194209	(0.4, 0.8]
ChCC-v11000056m.g	-0.05907317628655681	0.0023700779488159	0.00234862417796	0.0145889677046455	0.0209750818696979	-0.412794106432288	0.05907317628655681	0.412794106432288	0.044824658797398	0.2015422437818774	0.22240825524355212	(0.0, 0.4]
ChCC-v11000058m.g	0.9966701337004817	0.0043830898152571	0.004343414409398	0.0269800222365235	0.0387901451777942	1.19192367710174	0.9966701337004817	1.19192367710174	0.4115859512700597	0.7354809490637653	0.5596147008212659	(0.4, 0.8]
ChCC-v11000060m.g	-1.1873384326293759	0.008627534543839	0.0085494387372235	0.053106617397822	0.0763532876549819	-1.20836651076335	1.1873384326293759	1.20836651076335	0.218789414729064	0.4426799260023129	0.4942383918441354	(0.4, 0.8]
ChCC-v11000066m.g	1.3785105275594822	0.0059532256611946	0.0058993375014182	0.0366449622270973	0.052685775881223	1.55114072076361	1.3785105275594822	1.55114072076361	0.2627985659502275	0.5054510944000927	0.5199287702841687	(0.4, 0.8]
ChCC-v11000067m.g	0.6126099080278029	0.0013460291673953	0.0013338450106097	0.0082854557853056	0.0119122968083074	0.506883548199691	0.6126099080278029	0.506883548199691	0.1096524184643661	0.3083561745847271	0.35560312230503716	(0.0, 0.4]
ChCC-v11000068m.g	0.18821431711746575	0.0004839206487668	0.0004795402347318	0.0029787639347465	0.004282675694862	0.127423448769613	0.18821431711746575	0.127423448769613	0.0873664028203032	0.2656288602904604	0.32890403070197116	(0.0, 0.4]
ChCC-v11000071m.g	1.425714082997797	0.007438953541512	0.0073716166825	0.0457903306630471	0.0658343999344187	1.2958421918589	1.425714082997797	1.2958421918589	0.1389903998076363	0.5138668918459833	0.2704793829163344	(0.0, 0.4]
ChCC-v11000075m.g	-0.28616585584715676	0.0024082584909476	0.0023864591126393	0.0148239872728351	0.0213129779281139	-0.149078496697514	0.28616585584715676	0.149078496697514	0.0936865756936231	0.2842037653310519	0.3296457933430024	(0.0, 0.4]
ChCC-v11000079m.g	0.8368806647326987	0.0032106967024385	0.0031816337126005	0.0197633797338561	0.0284145195418837	1.1917771024884	0.8368806647326987	1.1917771024884	0.2879028289700283	0.6188060427018699	0.46525536129700484	(0.4, 0.8]
ChCC-v11000081m.g	0.5651368649858487	0.0011776315441995	0.0011669717102837	0.00724888756291	0.0104219855149763	0.569024132870154	0.5651368649858487	0.569024132870154	0.2009601212475361	0.3840062670112801	0.5233251082374469	(0.4, 0.8]
ChCC-v11000082m.g	-0.5629114124501171	0.0026617680873528	0.0026376739588681	0.0163844605545767	0.0235565263067687	-0.503549853179104	0.5629114124501171	0.503549853179104				
ChCC-v11000084m.g	0.187324613551186	0.0037309083609166	0.0036971364534993	0.0229655322575355	0.0330183690193246	-0.111490877786412	0.187324613551186	0.111490877786412				
ChCC-v11000091m.g	0.0216053958868486	0.0013686949235116	0.0013563055979727	0.0084249743965593	0.0121128877173174	0.0231445613125135	0.0216053958868486	0.0231445613125135	0.0611565249435153	0.1971647994485389	0.3101797334745723	(0.0, 0.4]
ChCC-v11000101m.g	-0.12351076861378928	0.0014851868225923	0.0014717430209714	0.0091420379658778	0.013143835716979	0.182629586325383	0.12351076861378928	0.182629586325383	0.128818558713289	0.4390825286281088	0.2933811990100724	(0.0, 0.4]
ChCC-v11000102m.g	0.07450487943062244	0.0001693546946689	0.0001678217084586	0.0010424594568248	0.0014987813322651	0.120204752947601	0.07450487943062244	0.120204752947601	0.022750559511391	0.4149194923774888	0.05483126227941302	(0.0, 0.4]
ChCC-v11000104m.g	1.1720634411943867	0.0051067402689502	0.0050605144325362	0.03143443822046	0.0451944187245104	1.24759586672709	1.1720634411943867	1.24759586672709	0.0309721427790179	0.499549666467956	0.06200012703042137	(0.0, 0.4]
ChCC-v11000108m.g	-0.34076790640322546	0.0003975946998374	0.0003939957019276	0.002447386271985	0.0035186949797219	-0.405637858477407	0.34076790640322546	0.405637858477407	0.0761848446134401	0.3203236525976928	0.23783708756943928	(0.0, 0.4]
ChCC-v11000109m.g	-1.1185362091117521	0.0052580455983534	0.0052104501572528	0.0323657951681528	0.0465334639964763	-1.09266903325847	1.1185362091117521	1.09266903325847				
ChCC-v11000112m.g	-0.33991506347062156	0.0008383199246964	0.0008307315145442	0.0051602616334487	0.0074190931409207	-0.168889143219637	0.33991506347062156	0.168889143219637	0.1625091987136123	0.4003218068318166	0.4059464059670518	(0.4, 0.8]
ChCC-v11000113m.g	-0.7430584813685515	0.0035227851614593	0.0034908971698993	0.0216844340400748	0.0311764881859189	-0.566358025511635	0.7430584813685515	0.566358025511635				
ChCC-v11000118m.g	-1.8456751086979575	0.009567296156896	0.0094806936974442	0.0588913013276497	0.0846701351163568	-1.91058731040371	1.8456751086979575	1.91058731040371	0.1951137713224958	0.4133139735387683	0.4720715577359844	(0.4, 0.8]
ChCC-v11000120m.g	-1.1186904224288523	0.0107919216515546	0.010694233972412	0.0664294592185261	0.0955080149519187	-0.848553734718871	1.1186904224288523	0.848553734718871				
ChCC-v11000123m.g	0.31752523884559203	0.0037707081659107	0.0037365759935929	0.0232105191660886	0.0333705954803009	-0.439583052852614	0.31752523884559203	0.439583052852614				
ChCC-v11000124m.g	-2.1791388864658994	0.0172242410501812	0.0170683284900728	0.1060234734235913	0.1524337485825972	-1.9160023458799	2.1791388864658994	1.9160023458799				
ChCC-v11000126m.g	-1.3610113650392681	0.0084944695276062	0.0084175782157073	0.0522875383352923	0.0751756683235713	-0.653022156729337	1.3610113650392681	0.653022156729337				
ChCC-v11000130m.g	-0.647581617372781	0.0031244165239472	0.0030961345359237	0.0192322838101166	0.0276509438930355	0.0	0.647581617372781	0.0	0.0112890184031863	0.2351224642243071	0.04801335525480272	(0.0, 0.4]
ChCC-v11000133m.g	-1.0766384042397972	0.0035330929388134	0.0035011116420128	0.0217478833586937	0.0312677115458955	-1.23012739462636	1.0766384042397972	1.23012739462636	0.1029651553314401	0.2618882041571811	0.3931645400479437	(0.0, 0.4]
ChCC-v11000136m.g	0.8558781115944731	0.00201164811172	0.0019934388213239	0.0123826599667988	0.0178029941409447	0.931584201137534	0.8558781115944731	0.931584201137534	0.0461542094850268	0.2970565258187439	0.15537180796758152	(0.0, 0.4]
ChCC-v11000138m.g	1.3435418383603754	0.0078722418642494	0.0078009829112847	0.048457428321322	0.0696689818506555	1.05299379357102	1.3435418383603754	1.05299379357102				
ChCC-v11000142m.g	-1.096666970890475	0.0061651591353767	0.006109352569417	0.0379495145148906	0.0545613774723522	-0.989171699488623	1.096666970890475	0.989171699488623	0.0281825064401794	0.1538923107732105	0.1831313487891651	(0.0, 0.4]
ChCC-v11000143m.g	-0.6496533702509447	0.0035888757496291	0.0035563895109377	0.0220912533418926	0.0317613868802305	-1.01074451997895	0.6496533702509447	1.01074451997895	0.0425766974259279	0.2311896622742685	0.18416350024949496	(0.0, 0.4]
ChCC-v11000147m.g	-0.9287866080348454	0.0068302065211958	0.0067683799953311	0.0420432004793629	0.0604470165382539	-0.193462282907223	0.9287866080348454	0.193462282907223				
ChCC-v11000148m.g	1.11031904634831	0.0056281793291777	0.0055772334648342	0.0346441459912106	0.0498091306515141	0.652520962081087	1.11031904634831	0.652520962081087	0.2328948253756927	0.3924361078234109	0.5934592172657343	(0.4, 0.8]
ChCC-v11000149m.g	0.26217713413037136	0.003320711174154	0.0032906523414289	0.0204405716277778	0.0293881426044654	0.163399783168002	0.26217713413037136	0.163399783168002	0.1888436456449478	0.4898454670318305	0.385516776932176	(0.0, 0.4]
ChCC-v11000151m.g	-0.5022940005740425	0.0064456740412433	0.006387328275037	0.0396762184422464	0.0570439216094184	-0.0245671972683565	0.5022940005740425	0.0245671972683565				
ChCC-v11000152m.g	-0.3775117925343707	0.0017169173565489	0.0017013759472192	0.0105684506616129	0.0151946403851869	-0.506075016923739	0.3775117925343707	0.506075016923739	0.1438759282566594	0.4494075509356302	0.3201457740465672	(0.0, 0.4]
ChCC-v11000153m.g	0.14041832051017156	0.0016438612711027	0.0016289811600723	0.0101187553797615	0.0145480973573174	0.307464601761338	0.14041832051017156	0.307464601761338				
ChCC-v11000159m.g	-0.5233141954405662	0.0027311712264713	0.0027064488658881	0.0168116701979164	0.0241707409260609	0.0	0.5233141954405662	0.0				
ChCC-v11000161m.g	0.5140312901033158	0.0025684351674341	0.0025451858816595	0.0158099516211664	0.0227305342176015	0.611440205031961	0.5140312901033158	0.611440205031961	0.2196692669378908	0.4698691923869975	0.46751153405470564	(0.4, 0.8]
ChCC-v11000163m.g	0.2600148393102559	0.0005795785087208	0.00057433220679	0.0035675839903321	0.0051292433974209	0.343278118632667	0.2600148393102559	0.343278118632667	0.234435236397362	0.5605221434156257	0.4182443800860315	(0.4, 0.8]
ChCC-v11000165m.g	0.2893220050220824	0.0018142502729526	0.0017978278132396	0.01116758149388	0.0160560322610124	0.136410272273221	0.2893220050220824	0.136410272273221	0.0645287889580929	0.2652573307068568	0.24326863572869714	(0.0, 0.4]
ChCC-v11000166m.g	-0.3085774786634971	0.0011781462836745	0.001167481790375	0.0072520560315173	0.0104265409358797	-0.431817842944005	0.3085774786634971	0.431817842944005				
ChCC-v11000167m.g	-2.426898524475189	0.0201340989909036	0.0199518466112485	0.1239350461393805	0.1781858587890717	-2.84846353945094	2.426898524475189	2.84846353945094	0.0599660636331233	0.1964944397523524	0.3051794427806723	(0.0, 0.4]
ChCC-v11000168m.g	0.953236336329715	0.0060908183514869	0.0060356847128221	0.0374919112973051	0.0539034649217859	0.623904521141206	0.953236336329715	0.623904521141206	0.0998033730271533	0.3517144927498202	0.28376246951570727	(0.0, 0.4]
ChCC-v11000170m.g	-0.8582784917325643	0.0055608050682431	0.0055104690707424	0.0342294250672046	0.0492128715117168	0.0	0.8582784917325643	0.0	0.1566191883268013	0.4162476315593459	0.3762644552236246	(0.0, 0.4]
ChCC-v11000171m.g	0.8093576860962113	0.0069987726012323	0.0069354202276389	0.0430808056344934	0.061938818666951	0.902490919793459	0.8093576860962113	0.902490919793459	0.0629239731780868	0.3523804825077413	0.1785682700990809	(0.0, 0.4]
ChCC-v11000173m.g	-0.8015943147485166	0.0053295197096379	0.0052812772901514	0.0328057526394961	0.0471660066250868	-1.17463051420801	0.8015943147485166	1.17463051420801	0.0984930552148546	0.4474717080912341	0.22011012860453974	(0.0, 0.4]
ChCC-v11000176m.g	-0.5005167731751412	0.0061410700126316	0.006085481499635	0.0378012343986451	0.0543481898335238	-0.755910144915996	0.5005167731751412	0.755910144915996	0.0618048983895862	0.2729106294011479	0.22646570610021918	(0.0, 0.4]
ChCC-v11000177m.g	1.0606853250544641	0.0062391836512683	0.0061827070208483	0.0384051709510992	0.0552164910655426	0.627643605737963	1.0606853250544641	0.627643605737963	0.0955969132216331	0.3656666709626965	0.2614318471244688	(0.0, 0.4]
ChCC-v11000178m.g	0.29120065193109246	0.0040338831284585	0.0039973687157825	0.0248304874170054	0.0356996819089776	0.378837446895639	0.29120065193109246	0.378837446895639	0.0579556512838285	0.4807733845656984	0.12054671315921976	(0.0, 0.4]
ChCC-v11000179m.g	0.8452866975156594	0.0045186620679615	0.0044777594720661	0.0278145345433185	0.0399899534377523	0.396640500184588	0.8452866975156594	0.396640500184588	0.1990349969430345	0.4691551404936218	0.4242413218229257	(0.4, 0.8]
ChCC-v11000182m.g	0.18523209204025878	0.0029564334504107	0.0029296720327842	0.0181982673399096	0.026164301345304	-0.140205950358795	0.18523209204025878	0.140205950358795	0.0538495588539433	0.4256660706979004	0.12650658006557652	(0.0, 0.4]
ChCC-v11000185m.g	0.12477115764642749	0.001204025220196	0.001193126472671	0.007411353310888	0.010655568345088	-0.0734220278719207	0.12477115764642749	0.0734220278719207	0.0415861437899786	0.2752312080876024	0.1510953066657408	(0.0, 0.4]
ChCC-v11000186m.g	0.2815358983460223	0.0007967668443086	0.0007895545695765	0.0049044824730591	0.0070513502725869	0.350496917431764	0.2815358983460223	0.350496917431764				
ChCC-v11000189m.g	0.5527045033081223	0.0023256072351102	0.0023045560098762	0.0143152291103608	0.0205815180794244	0.689797334042164	0.5527045033081223	0.689797334042164	0.1946333966138134	0.4419064759270333	0.44044024520236014	(0.4, 0.8]
ChCC-v11000197m.g	1.8091926023301959	0.0097033294376278	0.009615495614948	0.0597286514833035	0.0858740234533534	1.81762316147113	1.8091926023301959	1.81762316147113				
ChCC-v11000205m.g	0.6050040791461624	0.0038090011558284	0.003774522358189	0.0234462309043889	0.0337094866964987	0.691192033400408	0.6050040791461624	0.691192033400408	0.243089601490659	0.6157823242350249	0.3947654746222941	(0.0, 0.4]
ChCC-v11000212m.g	0.8199510193118588	0.0022861003952902	0.0022654067830575	0.0140720455431134	0.0202318843468914	0.693815543488932	0.8199510193118588	0.693815543488932	0.2129613512595178	0.6052755046434355	0.35184201182067026	(0.0, 0.4]
ChCC-v11000217m.g	1.9780061956847095	0.0153321931878244	0.0151934073054725	0.0943770104144917	0.1356892111997032	2.4101092165666	1.9780061956847095	2.4101092165666	0.045625675996708	0.2457169660081727	0.1856838652125896	(0.0, 0.4]
ChCC-v11000220m.g	-0.2970290873048724	0.0028574128303284	0.0028315477400545	0.0175887478811945	0.0252879733688117	-0.564814650971004	0.2970290873048724	0.564814650971004	0.0937696315613239	0.4380189314063684	0.21407666390183924	(0.0, 0.4]
ChCC-v11000221m.g	-1.2743396845825994	0.0071210340391795	0.0070565749640636	0.0438333834856253	0.0630208268227293	-0.723680978819731	1.2743396845825994	0.723680978819731	0.0028790822303742	0.3196703246674451	0.009006410693170616	(0.0, 0.4]
ChCC-v11000224m.g	-1.2286906710405634	0.0078290301017346	0.0077581622984583	0.0481914391760688	0.0692865597210649	-1.48552366036562	1.2286906710405634	1.48552366036562				
ChCC-v11000227m.g	-0.25262756914224127	0.0004415358804148	0.0004375391301781	0.0027178653356246	0.0039075724259358	-0.253125442519459	0.25262756914224127	0.253125442519459	0.0803553714242868	0.458697985196878	0.17518143531805014	(0.0, 0.4]
ChCC-v11000231m.g	-0.41683795957875885	0.001446600540925	0.0014335060194809	0.0089045208760421	0.0128023488821587	-0.576425565659489	0.41683795957875885	0.576425565659489	0.0898013571098831	0.4345506536443839	0.2066533702268283	(0.0, 0.4]
ChCC-v11000236m.g	-0.09306274017086759	0.0006216960957203	0.0006160685484971	0.0038268379599495	0.00550198212355	-0.145071893527608	0.09306274017086759	0.145071893527608	0.0550608783453725	0.3946297332538458	0.13952541763991858	(0.0, 0.4]
ChCC-v11000238m.g	-2.062022175830264	0.0122459804662571	0.0121351307539261	0.0753798893505599	0.1083763692172201	-2.43514873951875	2.062022175830264	2.43514873951875	-0.0	0.3795814754158887	-0.0	
ChCC-v11000240m.g	-0.13269112913285433	0.0003864037955533	0.0003829060968841	0.0023785008831026	0.0034196559866494	-0.182766819644466	0.13269112913285433	0.182766819644466	0.0175806467462565	0.1584818202504052	0.11093163063421813	(0.0, 0.4]
ChCC-v11000241m.g	0.24592412809528977	0.0020783470885404	0.0020595340439236	0.0127932241928623	0.0183932770470964	0.0440455711979656	0.24592412809528977	0.0440455711979656	0.0252883678780012	0.1849811419361352	0.13670781579849914	(0.0, 0.4]
ChCC-v11000243m.g	-0.37143762182098605	0.0028112813666236	0.002785833854958	0.0173047865733	0.0248797120167068	-0.204175053020984	0.37143762182098605	0.204175053020984	0.0517446536152135	0.3078963075485333	0.168058701408938	(0.0, 0.4]
ChCC-v11000244m.g	-0.12773389947500927	0.0006834194971081	0.0006772332342062	0.0042067751303356	0.0060482314138033	-0.204961734513107	0.12773389947500927	0.204961734513107	0.0276347050394746	0.2214911467573038	0.12476663489288349	(0.0, 0.4]
ChCC-v11000246m.g	0.249608062885625	0.0014737309157746	0.0014603908121776	0.0090715213591668	0.0130424514635569	0.437810953032157	0.249608062885625	0.437810953032157	0.0134393671801986	0.1721808312333752	0.07805379428086731	(0.0, 0.4]
ChCC-v11000248m.g	2.4492952019330607	0.0149178343667788	0.0147827992299259	0.091826432927625	0.1320221545110383	2.42777189521669	2.4492952019330607	2.42777189521669	0.0399710072179024	0.2945213217877119	0.1357151562925319	(0.0, 0.4]
ChCC-v11000250m.g	0.39502885814077254	0.0009729528008463	0.0009641457038251	0.0059889916265339	0.0086105879611676	0.360277038594682	0.39502885814077254	0.360277038594682	0.1487955649684193	0.610532221726382	0.24371451607856986	(0.0, 0.4]
ChCC-v11000264m.g	-0.1267148802788421	0.0009603678947212	0.0009516747153424	0.005911525487027	0.0084992121153106	-0.273890795669131	0.1267148802788421	0.273890795669131				
ChCC-v11000265m.g	-1.073453154060077	0.0065092945572343	0.0064503729028078	0.0400678332638639	0.0576069602774799	-0.761525850680736	1.073453154060077	0.761525850680736	0.0416412228728037	0.4408399986765892	0.09445881271620434	(0.0, 0.4]
ChCC-v11000266m.g	-0.05417850584715097	0.0045098527477556	0.0044690298931773	0.0277603089478915	0.0399119913552704	0.458291716444948	0.05417850584715097	0.458291716444948				
ChCC-v11000268m.g	0.0713977442669738	0.0002249840428003	0.0002229475038321	0.0013848848035207	0.0019910985288354	0.0508347995667051	0.0713977442669738	0.0508347995667051	0.0679476715141699	0.348573637792092	0.19493060905167342	(0.0, 0.4]
ChCC-v11000270m.g	-0.7497030217085848	0.0030730378410731	0.0030452209290991	0.0189160233489232	0.0271962448903387	-0.868611520590722	0.7497030217085848	0.868611520590722	0.1523224645266893	0.5358471498721566	0.2842647657322254	(0.0, 0.4]
ChCC-v11000271m.g	-0.808482369747064	0.0022786007254018	0.002257974999628	0.0140258814741838	0.020165512610053	-0.907213314121451	0.808482369747064	0.907213314121451				
ChCC-v11000274m.g	-0.047842691440254756	0.0010801949039896	0.0010704170593573	0.0066491182608151	0.0095596756881908	-0.194800738578515	0.047842691440254756	0.194800738578515	0.0409192381878257	0.3693573638233455	0.11078495299039541	(0.0, 0.4]
ChCC-v11000275m.g	1.1272316515354033	0.0051262603766136	0.0050798578456242	0.031554593855187	0.0453671707880236	1.36074447524221	1.1272316515354033	1.36074447524221	0.0124484185567783	0.4754282602478132	0.02618358982339346	(0.0, 0.4]
ChCC-v11000277m.g	0.5006859786828977	0.0008575514148304	0.0008497889226474	0.0052786406887102	0.0075892909524475	0.507336931411931	0.5006859786828977	0.507336931411931	0.0184716387189773	0.275793585093988	0.06697631749731355	(0.0, 0.4]
ChCC-v11000288m.g	1.9492899420426615	0.0118865263590296	0.0117789303987761	0.0731672767382767	0.1051952167444658	2.10153072669073	1.9492899420426615	2.10153072669073	0.0373742803109068	0.3717121538268464	0.1005462961760372	(0.0, 0.4]
ChCC-v11000290m.g	-0.4196539036440593	0.00117602612617	0.0011653808243798	0.0072390054441396	0.0104077776385555	-0.594039191482052	0.4196539036440593	0.594039191482052	0.011490075358637	0.1825802788875001	0.06293163439473548	(0.0, 0.4]
ChCC-v11000301m.g	-0.6857569779932948	0.0061289042055834	0.0060734258165753	0.0377263480151756	0.0542405229954035	-0.377427465577328	0.6857569779932948	0.377427465577328	0.0837425021997424	0.4195871008265392	0.19958311882033344	(0.0, 0.4]
ChCC-v11000306m.g	-1.4325560571542169	0.0093316331263593	0.0092471638712853	0.0574406822273806	0.0825845280325737	-1.48049499143443	1.4325560571542169	1.48049499143443	0.1009426154795734	0.3151446861138058	0.32030562445568495	(0.0, 0.4]
ChCC-v11000308m.g	-1.9780886216031035	0.0100394753588505	0.0099485987680746	0.0617977910199237	0.0888488995418526	-1.94760044179861	1.9780886216031035	1.94760044179861	0.0090226652074065	0.1946333966138134	0.04635723038481953	(0.0, 0.4]
ChCC-v11000310m.g	0.31260195105236277	0.004054156636181	0.0040174587092079	0.0249552805908216	0.0358791015286908	-0.0368037818667972	0.31260195105236277	0.0368037818667972	0.0783270169168684	0.438925511357505	0.17845173016856386	(0.0, 0.4]
ChCC-v11000314m.g	0.734193909672117	0.0040928119223895	0.0040557640906155	0.0251932224367387	0.0362211990505564	0.898213057900292	0.734193909672117	0.898213057900292	0.0156909488704797	0.3282166648070216	0.04780667940704764	(0.0, 0.4]
ChCC-v11000315m.g	-1.8560815026999873	0.0131616659070328	0.013042527477602	0.0810163728804646	0.1164801436507811	-2.13423510572851	1.8560815026999873	2.13423510572851				
ChCC-v11000316m.g	1.296766776781197	0.0070149354235283	0.0069514367452591	0.0431802955658729	0.0620818589079154	1.53892302978365	1.296766776781197	1.53892302978365	0.1274119484578614	0.6327122324846479	0.20137424553579011	(0.0, 0.4]
ChCC-v11000318m.g	0.6519399270649948	0.0026545426917977	0.0026305139670609	0.0163399847758545	0.0234925818852851	0.63371616604438	0.6519399270649948	0.63371616604438	0.0838596515024097	0.5210350136945177	0.1609482075067925	(0.0, 0.4]
ChCC-v11000322m.g	0.6897692006580523	0.0035923862597045	0.0035598682441347	0.0221128622168844	0.031792454734464	0.634490473376779	0.6897692006580523	0.634490473376779	0.1555312944296286	0.4559920291647287	0.3410833621686891	(0.0, 0.4]
ChCC-v11000323m.g	0.026981611221422428	0.000694879926483	0.0006885899246194	0.0042773195755577	0.006149655691651	-0.0804381366814868	0.026981611221422428	0.0804381366814868	0.0542872557470652	0.4758410474893486	0.11408695410683416	(0.0, 0.4]
ChCC-v11000325m.g	0.2585347484176992	0.000531140253355	0.0005263324109405	0.0032694232722197	0.0047005670442102	0.135262436751526	0.2585347484176992	0.135262436751526	0.0403943772545469	0.292820423057718	0.1379493166246288	(0.0, 0.4]
ChCC-v11000327m.g	-0.2858601658069323	0.0024323027278808	0.0024102857029125	0.0149719910953576	0.0215257683295519	-0.508595370085829	0.2858601658069323	0.508595370085829	0.0427609510283698	0.2964845524831097	0.14422657325732285	(0.0, 0.4]
ChCC-v11000329m.g	0.36086838142513983	0.0018339946775968	0.0018173934929886	0.0112891177842144	0.0162307693425875	0.494549970176349	0.36086838142513983	0.494549970176349	0.0487337452151101	0.2326161962278796	0.2095028033532484	(0.0, 0.4]
ChCC-v11000332m.g	2.984441355950913	0.0217017384781582	0.0215052959414406	0.1335846198437013	0.1920593968318875	3.1320404555411	2.984441355950913	3.1320404555411				
ChCC-v11000333m.g	0.5748657212194332	0.0030743624186782	0.0030465335167254	0.0189241767600429	0.0272079673417976	0.373575558819779	0.5748657212194332	0.373575558819779	0.1353888190608775	0.4842552706647857	0.2795815084779887	(0.0, 0.4]
ChCC-v11000335m.g	-0.3960726997873605	0.0012070654523503	0.001196139184868	0.0074300673994838	0.0106824742611446	-0.523596565864965	0.3960726997873605	0.523596565864965	0.0581686757594058	0.3652612313042039	0.15925225776551313	(0.0, 0.4]
ChCC-v11000336m.g	0.08403370246940016	0.0013764957913514	0.0013640358529319	0.0084729924834917	0.0121819250423031	0.210351644610472	0.08403370246940016	0.210351644610472	0.0176042671388566	0.2583662337070866	0.0681368725559347	(0.0, 0.4]
ChCC-v11000344m.g	-0.20607316135176468	0.0043390690144739	0.0042997920816579	0.0267090530722899	0.0384005630963867	0.138959813997792	0.20607316135176468	0.138959813997792				
ChCC-v11000347m.g	-0.47122148596803826	0.0013017941824086	0.0012900104374458	0.0080131682144646	0.0115208192064567	-0.569731497520791	0.47122148596803826	0.569731497520791				
