level_0	index	value	expression	gene	k0	k4	k0:k4	value_group	GENEID
Cre08.g365351	ChCC-v11017557m.g	7	neither		0.2450266688178995	0.6562831492747055	0.37335511217786393	(6.0, 8.0]	
Cre13.g568500	ChCC-v11028420m.g	7	neither		0.3177322204818421	0.5839885486942528	0.5440726897680844	(6.0, 8.0]	
Cre17.g710300	ChCC-v11035677m.g	7	high	1.0	0.0956870014838901	0.4653569926969397	0.20562063745801615	(6.0, 8.0]	
Cre01.g028550	ChCC-v11001386m.g	7	high		0.0907808441819558	0.5272935483445496	0.1721637681078488	(6.0, 8.0]	
Cre05.g235800	ChCC-v11011118m.g	7	high		0.0378762106387397	0.3746205433173304	0.10110553549289965	(6.0, 8.0]	
Cre12.g551552	ChCC-v11028017m.g	7	low		0.1303581503445345	0.3508336294025831	0.37156686081238793	(6.0, 8.0]	
Cre08.g378250	ChCC-v11018090m.g	7	high		0.0440008860666021	0.2770501298905264	0.1588192219364366	(6.0, 8.0]	
Cre10.g424400	ChCC-v11021011m.g	7	high		0.0350941211300692	0.1930590061117684	0.18177924892948025	(6.0, 8.0]	5728211.0
Cre11.g468359	ChCC-v11023540m.g	7	neither		0.0269985610196021	0.1761296933080508	0.1532879579389355	(6.0, 8.0]	
Cre02.g141950	ChCC-v11005970m.g	7	neither	1.0	0.1130268004112567	0.3648256279813735	0.30981047312012683	(6.0, 8.0]	
Cre09.g397660	ChCC-v11019751m.g	7	neither		0.0970935504276651	0.3139803969500466	0.30923443428575703	(6.0, 8.0]	
Cre06.g305450	ex.Cre06.g305450.t1.1.g	7	high		0.1646559650172941	0.6638181035384716	0.2480438001609148	(6.0, 8.0]	
Cre06.g278253	ChCC-v11013188m.g	7	high		0.160761403132312	0.4818540257198179	0.33363092254372784	(6.0, 8.0]	
Cre13.g572500	ChCC-v11028595m.g	7	high	1.0	0.0936278982824406	0.4237695604977526	0.22094059368602795	(6.0, 8.0]	5719165.0
Cre06.g298450	ChCC-v11014169m.g	7	high		0.1165942698711176	0.4049610495970862	0.2879147759694974	(6.0, 8.0]	
Cre01.g012500	ChCC-v11000654m.g	7	high		0.0172918322249443	0.2481406832377423	0.0696855993113273	(6.0, 8.0]	
Cre06.g296250	ChCC-v11014062m.g	7	high		0.0197662543182912	0.2184388247463043	0.09048874137300365	(6.0, 8.0]	
Cre05.g244100	ChCC-v11010727m.g	6	high		0.2389281337237788	0.5815996344697716	0.4108120424484156	(6.0, 8.0]	
Cre10.g439900	ChCC-v11021781m.g	6	high		0.0740107003371727	0.3040988310811232	0.2433771286592982	(6.0, 8.0]	
Cre17.g700500	ChCC-v11035274m.g	6	neither	1.0	0.2346291699256542	0.5928141859077277	0.3957887235211583	(6.0, 8.0]	
Cre16.g681800	ChCC-v11034175m.g	6	neither	1.0	0.2109560459075854	0.5481656314070942	0.3848399713898139	(6.0, 8.0]	
Cre02.g101350	ChCC-v11004172m.g	6	high		0.0072464331838026	0.0398765009105086	0.18172189179951234	(6.0, 8.0]	5725358.0
Cre04.g226600	ChCC-v11010329m.g	6	neither	1.0	0.073283101720881	0.5975470997682013	0.122639875165169	(6.0, 8.0]	
Cre12.g549000	ChCC-v11027572m.g	6	neither	1.0	0.0488461588675839	0.2931952122466028	0.16659944237595536	(6.0, 8.0]	5719634.0
Cre02.g106250	ChCC-v11004399m.g	6	high		0.0550941318890577	0.2981907042488025	0.1847613996816232	(6.0, 8.0]	
Cre07.g329650	ChCC-v11015720m.g	6	high		0.0514908035535585	0.3040988310811232	0.16932259611291473	(6.0, 8.0]	
Cre04.g233102	ChCC-v11010569m.g	6	neither	1.0	0.1362701113672728	0.5133010800899911	0.26547793615275883	(6.0, 8.0]	
Cre07.g344000	ChCC-v11016442m.g	6	neither		0.1260232716447479	0.5459499724840208	0.2308330030155582	(6.0, 8.0]	
Cre12.g525300	ChCC-v11026341m.g	6	neither		0.1889355693651979	0.482738229189005	0.39138306838181763	(6.0, 8.0]	
Cre01.g051900	ChCC-v11002519m.g	6	high		0.0078689246424614	0.1329048420953881	0.059207208092642225	(6.0, 8.0]	5715766.0
Cre16.g661588	ChCC-v11033198m.g	6	neither		0.1619830637127922	0.4433234446543314	0.3653834816678685	(6.0, 8.0]	
Cre03.g204450	ChCC-v11008851m.g	6	high		0.1324304355332054	0.4728164224099161	0.2800884852057711	(6.0, 8.0]	
Cre03.g201900	ChCC-v11008978m.g	6	high		0.0146439287111457	0.2603971499881414	0.05623690087165928	(6.0, 8.0]	5718906.0
Cre12.g498650	ChCC-v11025663m.g	6	neither		0.0188540957617049	0.186826528498474	0.10091765828565882	(6.0, 8.0]	5727886.0
Cre12.g541500	ChCC-v11027905m.g	6	neither		0.2792557955123488	0.6002945331851572	0.4651979654564238	(6.0, 8.0]	
Cre02.g094450	ChCC-v11003874m.g	6	neither		0.0778601556557968	0.2617146733836166	0.2975001540768439	(6.0, 8.0]	
Cre17.g716450	ChCC-v11035920m.g	6	high		0.1142244987196996	0.4905883774906576	0.2328316445325385	(6.0, 8.0]	
Cre03.g199750	ChCC-v11009079m.g	6	high		0.064589877209814	0.4237938103684221	0.15240873186341078	(6.0, 8.0]	
Cre17.g714900	ChCC-v11035863m.g	6	high		0.0391514792428264	0.4592458303636773	0.08525168146180512	(6.0, 8.0]	
Cre02.g094250	ChCC-v11003863m.g	6	high	1.0	0.0356478403021577	0.2769129882868675	0.12873300209822006	(6.0, 8.0]	
Cre03.g170100	ChCC-v11007353m.g	6	neither		0.1055408282166066	0.5109210662420514	0.20656973295872305	(6.0, 8.0]	
Cre03.g176200	ChCC-v11007635m.g	6	high		0.0892929792290063	0.344616542357056	0.25910822103394604	(6.0, 8.0]	
Cre08.g374750	ChCC-v11017954m.g	6	neither		0.1827464695788774	0.5253847368166631	0.34783360987254597	(6.0, 8.0]	
Cre10.g448850	ChCC-v11022197m.g	6	neither		0.024795646695666	0.2068404635997238	0.11987812376813446	(6.0, 8.0]	
Cre17.g747847	ChCC-v11037248m.g	6	neither		0.0546613360501408	0.4378755679397218	0.12483303489009806	(6.0, 8.0]	
Cre13.g588000	ChCC-v11029348m.g	6	high		0.0705591529995787	0.4042473755495153	0.1745444924748462	(6.0, 8.0]	
Cre05.g246100	ChCC-v11010847m.g	6	neither		0.0674611774972046	0.3862704829647679	0.17464750860437295	(6.0, 8.0]	
Cre14.g612150	ChCC-v11030075m.g	6	high		0.0983895493377928	0.4158950388209634	0.2365730296199759	(6.0, 8.0]	
Cre01.g029100	ChCC-v11001418m.g	5	neither		0.028849710620847	0.311207889047031	0.09270237560233287	(4.0, 6.0]	
Cre13.g575250	ChCC-v11028760m.g	5	high		0.0691434187074658	0.3620003566021267	0.19100373092577114	(4.0, 6.0]	
Cre06.g311450	ChCC-v11014774m.g	5	neither		0.1708164418516862	0.506890738522572	0.3369886819190319	(4.0, 6.0]	
Cre10.g418900	ChCC-v11020765m.g	5	neither	1.0	0.0909642496556891	0.3905252787643119	0.23292794244591639	(4.0, 6.0]	
Cre17.g741850	ChCC-v11037009m.g	5	high		0.0067302751133967	0.1573932859519199	0.0427608780939528	(4.0, 6.0]	5726664.0
Cre16.g657250	ChCC-v11033002m.g	5	neither		0.0354934290058664	0.3531359005282621	0.100509262730782	(4.0, 6.0]	
Cre03.g193750	ChCC-v11008410m.g	5	high		0.0085645302623045	0.1481723795719288	0.05780112519652784	(4.0, 6.0]	
Cre08.g369000	ChCC-v11017729m.g	5	neither		0.0573071018565008	0.3967096236593891	0.1444560414942293	(4.0, 6.0]	
Cre08.g366101	ChCC-v11017588m.g	5	neither		0.0320405233187208	0.391866720724499	0.08176382842483533	(4.0, 6.0]	
Cre06.g297850	ChCC-v11014140m.g	5	high		0.0438023476353528	0.2882420036507664	0.15196379112193398	(4.0, 6.0]	
Cre06.g261550	ChCC-v11012164m.g	5	high		0.0545695157118212	0.3487705269446307	0.1564625204711877	(4.0, 6.0]	
Cre01.g019650	ChCC-v11001001m.g	5	high		0.0992619147398829	0.3858664736435458	0.2572442062732267	(4.0, 6.0]	
Cre01.g029350	ChCC-v11001426m.g	5	neither		0.0311733183159378	0.256921173986508	0.12133417356085584	(4.0, 6.0]	
Cre10.g433750	ChCC-v11021485m.g	5	neither	1.0	0.0852126551415748	0.3675831841223727	0.23181869797723537	(4.0, 6.0]	
Cre01.g020100	ChCC-v11001015m.g	5	neither		0.2302579798380058	0.535288043715778	0.43015715097919494	(4.0, 6.0]	
Cre17.g717850	ChCC-v11035969m.g	5	neither		0.104487855420934	0.3865995024918695	0.27027415903912466	(4.0, 6.0]	
Cre16.g653500	ChCC-v11032792m.g	5	high		0.1468773239278174	0.4629818281263306	0.3172420924644585	(4.0, 6.0]	
Cre03.g200319	ChCC-v11009345m.g	5	high		0.2484154931639533	0.6047462064622198	0.4107764389580715	(4.0, 6.0]	
Cre06.g280800	ChCC-v11013381m.g	5	high		0.0582283521429348	0.2547971763686396	0.2285282473408977	(4.0, 6.0]	
Cre07.g316050	ChCC-v11014980m.g	5	high		0.0708887201631754	0.3133014005249841	0.22626365552273492	(4.0, 6.0]	
Cre06.g259600	ChCC-v11012087m.g	5	high		0.0281189463486147	0.2398414370372789	0.11723973428429772	(4.0, 6.0]	
Cre10.g466700	ChCC-v11023012m.g	5	neither		0.0305836364628163	0.3382412723491861	0.09041958791842243	(4.0, 6.0]	5724011.0
Cre06.g278252	ChCC-v11013186m.g	5	neither		0.086818545207459	0.3654037437032116	0.23759621159758781	(4.0, 6.0]	
Cre01.g015600	ChCC-v11000815m.g	5	neither		0.0323624934698781	0.1747610033321045	0.18518143551956218	(4.0, 6.0]	
Cre06.g278177	ChCC-v11013041m.g	5	high	1.0	0.2125550509510342	0.5527556090134327	0.38453712180398486	(4.0, 6.0]	
Cre02.g094200	ChCC-v11003860m.g	5	high		0.1313499996238898	0.5459917168415858	0.24057141449638464	(4.0, 6.0]	
Cre12.g528250	ChCC-v11026488m.g	5	high	1.0	0.0407420113043682	0.2842037653310519	0.14335493147640135	(4.0, 6.0]	
Cre17.g704150	ChCC-v11035418m.g	5	high	1.0	0.103699193000351	0.5945075819302339	0.1744287140353413	(4.0, 6.0]	
Cre11.g467531	ChCC-v11023056m.g	5	neither		0.0277442466341777	0.349022437266925	0.07949129818539284	(4.0, 6.0]	
Cre10.g424450	ChCC-v11021016m.g	5	neither		0.006012056241177	0.207564751439693	0.028964726426219705	(4.0, 6.0]	5728210.0
Cre12.g498450	ChCC-v11025672m.g	5	high		0.0274081311949689	0.2908601981496315	0.09423128832797169	(4.0, 6.0]	5727920.0
Cre01.g010832	ChCC-v11000548m.g	5	neither		0.1059024823983614	0.3583115087906631	0.2955598126216844	(4.0, 6.0]	
Cre17.g705350	ChCC-v11035477m.g	5	neither	1.0	0.0495103577369205	0.2233158113290383	0.221705563266055	(4.0, 6.0]	
Cre10.g423600	ChCC-v11020984m.g	5	high		0.1261079651495122	0.4468169763746203	0.28223628872100137	(4.0, 6.0]	
Cre02.g095138	ChCC-v11023768m.g	5	high		0.2196753465442566	0.4711832207433891	0.46622064809029756	(4.0, 6.0]	
Cre07.g319750	ChCC-v11015154m.g	5	high		0.0912535891385806	0.3885149245500133	0.23487795029823516	(4.0, 6.0]	
Cre13.g569850	ChCC-v11028475m.g	5	high		0.025820105812566	0.2371754807851662	0.10886498775964906	(4.0, 6.0]	5719116.0
Cre02.g086550	ChCC-v11003493m.g	5	high	1.0	0.0742855381827838	0.3328210448890835	0.2231996423409473	(4.0, 6.0]	
Cre02.g095150	ChCC-v11003917m.g	5	neither		0.040916912209752	0.2272875770100711	0.18002265125092592	(4.0, 6.0]	
Cre03.g176800	ChCC-v11007658m.g	5	high		0.0574956739246165	0.2184680111272939	0.2631766253921528	(4.0, 6.0]	
Cre03.g168900	ChCC-v11007308m.g	5	low		0.0871207314633865	0.4488614655141503	0.19409269486654127	(4.0, 6.0]	
Cre02.g086100	ChCC-v11003474m.g	5	high		0.0313478465088461	0.4042473755495153	0.0775461967223245	(4.0, 6.0]	
Cre12.g535350	ChCC-v11026839m.g	5	neither		0.0419689902360333	0.2602076523663812	0.1612903765679402	(4.0, 6.0]	
Cre03.g177600	ChCC-v11007691m.g	5	neither	1.0	0.0194816148024455	0.2193219042785484	0.08882658057584161	(4.0, 6.0]	
Cre02.g096455	ChCC-v11003968m.g	5	high		0.0981915550157966	0.3583393272658429	0.2740183606555436	(4.0, 6.0]	
Cre03.g202600	ChCC-v11008928m.g	5	neither		0.1102900634673724	0.4819461760478355	0.2288431135024206	(4.0, 6.0]	
Cre06.g278149	ChCC-v11012977m.g	5	neither		0.1527070082744279	0.5111465944545601	0.2987538407399156	(4.0, 6.0]	
Cre07.g320250	ChCC-v11015174m.g	5	high		0.1005688302737305	0.4207719117994273	0.23901032234696654	(4.0, 6.0]	
Cre14.g630823	ChCC-v11030953m.g	5	high		0.0920034539381788	0.3632477059241319	0.2532802064203392	(4.0, 6.0]	
Cre09.g394200	ChCC-v11019258m.g	5	high	1.0	0.0887734500607747	0.4442452258656764	0.1998298347219978	(4.0, 6.0]	
Cre13.g577850	ChCC-v11028850m.g	5	high		0.1216877737301506	0.3615737505968102	0.3365503539161621	(4.0, 6.0]	
Cre04.g216250	ChCC-v11009651m.g	5	neither		0.0271522864979704	0.5604108013726657	0.04845068373318966	(4.0, 6.0]	
Cre07.g338350	ChCC-v11016147m.g	5	high		0.0949103614209929	0.3181179308402376	0.2983496125801785	(4.0, 6.0]	
Cre01.g053300	ChCC-v11002577m.g	5	high		0.1643654852035346	0.523881842775998	0.31374533679689715	(4.0, 6.0]	
Cre09.g396698	ChCC-v11019690m.g	5	high	1.0	0.2662756908609544	0.5667744426663733	0.46980892364918286	(4.0, 6.0]	
Cre12.g551977	ChCC-v11028015m.g	5	neither	1.0	0.0980623122469843	0.341198382243718	0.2874055603726116	(4.0, 6.0]	
Cre17.g727300	ChCC-v11036427m.g	5	high		0.0553039298712559	0.3541792354856662	0.1561467311753065	(4.0, 6.0]	5722804.0
Cre01.g039000	ex.Cre01.g039000.t1.1.g	5	neither		0.2590588137450163	0.6244437847481311	0.4148633072703374	(4.0, 6.0]	
Cre17.g745847	ChCC-v11037163m.g	5	high		0.031254522300426	0.0153066537234053	2.0418912497272297	(4.0, 6.0]	
Cre13.g580900	ChCC-v11029014m.g	5	high		0.0666748646896249	0.3583660371431584	0.18605240948932317	(4.0, 6.0]	
Cre12.g559850	ChCC-v11027109m.g	5	high	1.0	0.0268685448886086	0.1825239456198624	0.14720558881938142	(4.0, 6.0]	5728678.0
Cre09.g401100	ChCC-v11018880m.g	5	neither	1.0	0.0953080391240425	0.3254677979268529	0.2928340061017725	(4.0, 6.0]	
Cre14.g617500	ChCC-v11030307m.g	5	high		0.0379827996140661	0.3587268240453231	0.10588223982176251	(4.0, 6.0]	5715835.0
Cre10.g458950	ChCC-v11022669m.g	5	high		0.0786972611502262	0.3246048402843641	0.24244019615137258	(4.0, 6.0]	
Cre05.g232752	ChCC-v11011558m.g	5	high		0.1541371303308172	0.3846640175467509	0.4007058713571613	(4.0, 6.0]	
Cre04.g215750	ChCC-v11009690m.g	5	high		0.0369305370773724	0.4657385507337862	0.07929456777667887	(4.0, 6.0]	
Cre09.g410900	ChCC-v11020313m.g	5	neither		0.0555442099033708	0.3389888428072928	0.1638526195829589	(4.0, 6.0]	5722284.0
Cre12.g546200	ChCC-v11027695m.g	5	neither		0.080933465382922	0.3633812365864628	0.22272329232845436	(4.0, 6.0]	
Cre07.g325733	ChCC-v11015471m.g	5	high		0.2223648093671406	0.5044824002716785	0.44077813070860483	(4.0, 6.0]	
Cre03.g204801	ChCC-v11009278m.g	5	neither		0.1110171906345762	0.3295249948378843	0.3369006672443561	(4.0, 6.0]	
Cre07.g320650	ChCC-v11015190m.g	5	high		0.2097136533328183	0.5135360857765108	0.40837179536412366	(4.0, 6.0]	
Cre11.g481600	ChCC-v11024296m.g	5	neither		0.0619821559526694	0.3954145751562502	0.15675232995186586	(4.0, 6.0]	5722946.0
Cre01.g028900	ChCC-v11001408m.g	5	high		0.0698178172995089	0.2848395702678546	0.2451127743025813	(4.0, 6.0]	
Cre10.g439100	ChCC-v11021739m.g	5	high		0.0141380246780982	0.1417245746344674	0.09975704435566417	(4.0, 6.0]	5716082.0
Cre05.g247700	ChCC-v11010908m.g	5	high		0.1237905629973743	0.445598143105119	0.2778076275963552	(4.0, 6.0]	
Cre07.g340950	ChCC-v11016380m.g	5	high		0.1010873354283687	0.4453563841724957	0.2269807709531239	(4.0, 6.0]	
Cre07.g328550	ChCC-v11015674m.g	5	high		0.0540034556983155	0.345169079448075	0.15645507930393698	(4.0, 6.0]	
Cre12.g514400	ChCC-v11025855m.g	5	high		0.0936349456775824	0.429916079993401	0.21779819372892417	(4.0, 6.0]	
Cre09.g389763	ChCC-v11005392m.g	4	high		0.0309983557376956	0.4313009193707582	0.0718717590097427	(3.0, 4.0]	5720618.0
Cre13.g573550	ChCC-v11028638m.g	4	neither		0.1108278665648578	0.3444783458139954	0.3217266568758445	(3.0, 4.0]	
Cre09.g407650	ChCC-v11020167m.g	4	neither		0.0724501094184339	0.3040988310811232	0.23824527427764655	(3.0, 4.0]	
Cre02.g141400	ChCC-v11005992m.g	4	high		0.0221778429908396	0.2269163587880523	0.09773576091776826	(3.0, 4.0]	5720432.0
Cre03.g169350	ChCC-v11007327m.g	4	high		0.2126814678743456	0.4937253369223329	0.43076879384013095	(3.0, 4.0]	
Cre09.g408300	ChCC-v11020188m.g	4	neither		0.021939407128078	0.2250784443377536	0.09747449247141428	(3.0, 4.0]	
Cre13.g581801	ChCC-v11029056m.g	4	high		0.1847117967786475	0.5148879915159565	0.3587417065890596	(3.0, 4.0]	
Cre16.g691000	ChCC-v11032528m.g	4	neither	1.0	0.0309322189005368	0.2393527684647504	0.12923276007602227	(3.0, 4.0]	
Cre02.g142146	ChCC-v11031821m.g	4	high	1.0	0.0391514792428264	0.4107539228639677	0.0953161420099023	(3.0, 4.0]	5726058.0
Cre09.g389541	ChCC-v11005371m.g	4	neither		0.0917031479190882	0.4272130400167616	0.21465437458437656	(3.0, 4.0]	
Cre09.g396450	ChCC-v11019143m.g	4	high		0.0983715752689393	0.380135623636159	0.2587802067272026	(3.0, 4.0]	
Cre12.g514850	ChCC-v11025874m.g	4	neither		0.0315294121240874	0.2011979899460095	0.15670838527039047	(3.0, 4.0]	5728553.0
Cre06.g279700	ChCC-v11013321m.g	4	high		0.0435566118353915	0.3916673777534787	0.11120816874058549	(3.0, 4.0]	
Cre09.g393173	ChCC-v11005644m.g	4	high		0.0297363031585031	0.3453936639683938	0.08609394514319811	(3.0, 4.0]	5720267.0
Cre12.g527550	ChCC-v11026447m.g	4	neither		0.0166442336957716	0.4754282602478132	0.035008927923417775	(3.0, 4.0]	5722462.0
Cre09.g393173	ChCC-v11005644m.g	4	high		0.0297363031585031	0.3453936639683938	0.08609394514319811	(3.0, 4.0]	5720270.0
Cre06.g293516	ChCC-v11013945m.g	4	high	1.0	0.1334292076344715	0.4686209524368512	0.28472736214766603	(3.0, 4.0]	
Cre09.g393358	ChCC-v11019476m.g	4	high		0.0330196865673678	0.1687478399726495	0.1956747213636607	(3.0, 4.0]	5720271.0
Cre12.g522550	ChCC-v11026226m.g	4	high		0.0092047414524619	0.2132706852276405	0.043159900023938866	(3.0, 4.0]	
Cre03.g159300	ChCC-v11006886m.g	4	high		0.0062959446322697	0.311791206206515	0.020192822975576733	(3.0, 4.0]	5723010.0
Cre03.g144324	ChCC-v11006108m.g	4	neither		0.0830732853671253	0.2933072779920486	0.28322953980493243	(3.0, 4.0]	
Cre13.g587100	ChCC-v11029288m.g	4	high		0.0492454843583562	0.3403861417675877	0.14467535047881158	(3.0, 4.0]	5719426.0
Cre16.g683250	ChCC-v11034116m.g	4	high		0.0158736083940324	0.1884858212106795	0.0842164587875802	(3.0, 4.0]	5717594.0
Cre03.g163900	ChCC-v11007088m.g	4	high	2.0	0.1668185476124377	0.390023754505285	0.42771381405738773	(3.0, 4.0]	
Cre13.g581150	ChCC-v11029028m.g	4	high		0.1402376774248244	0.4433234446543314	0.3163326440679686	(3.0, 4.0]	
Cre03.g145667	ChCC-v11006259m.g	4	high	1.0	0.2038139023117038	0.7542369162674182	0.2702253070830076	(3.0, 4.0]	
Cre13.g583300	ChCC-v11029106m.g	4	neither		0.1192058311124181	0.4863398202093877	0.24510810375571443	(3.0, 4.0]	
Cre03.g157950	ChCC-v11006818m.g	4	high		0.0730333312307221	0.3161376128390041	0.231017532443743	(3.0, 4.0]	
Cre16.g661950	ChCC-v11033221m.g	4	high	1.0	0.0968378071851241	0.3820486629934569	0.2534698235203157	(3.0, 4.0]	
Cre06.g278118	ChCC-v11012902m.g	4	high		0.1924864582460843	0.5783315415222428	0.33283064198683554	(3.0, 4.0]	
Cre07.g332500	ChCC-v11015873m.g	4	high		0.0297489422943235	0.1896265058412096	0.15688177220981342	(3.0, 4.0]	
Cre07.g351100	ChCC-v11016796m.g	4	neither		0.1129769672818361	0.3901450303271931	0.28957684578754866	(3.0, 4.0]	
Cre07.g321300	ChCC-v11015220m.g	4	high		0.032613833954804	0.3693573638233455	0.08829885944930664	(3.0, 4.0]	
Cre07.g343101	ChCC-v11016393m.g	4	neither		0.0221827630077645	0.3516260415305652	0.06308623477148309	(3.0, 4.0]	5718004.0
Cre04.g215800	ChCC-v11009683m.g	4	high		0.0770976609146399	0.3347351811095801	0.23032434373667146	(3.0, 4.0]	
Cre14.g632750	ChCC-v11031072m.g	4	neither		0.2578286543271184	0.6216837691687582	0.41472637233533743	(3.0, 4.0]	
Cre07.g340850	ChCC-v11016385m.g	4	high		0.1123507771578696	0.4818381185610657	0.23317121005990074	(3.0, 4.0]	5718002.0
Cre07.g336500	ChCC-v11016063m.g	4	high		0.2007399946425858	0.4575342008780022	0.43874314588367025	(3.0, 4.0]	
Cre07.g321350	ChCC-v11015221m.g	4	high		0.0582732855650012	0.3135593629681958	0.18584450808095254	(3.0, 4.0]	
Cre14.g617350	ChCC-v11030304m.g	4	high		0.0496048518784088	0.3904008284197137	0.12706133867390113	(3.0, 4.0]	
Cre14.g630847	ChCC-v11030956m.g	4	high	1.0	0.0414359262178573	0.275793585093988	0.15024253085413972	(3.0, 4.0]	5718356.0
Cre04.g224750	ChCC-v11010217m.g	4	neither		0.0023346322353676	0.1904911699989812	0.012255855404636794	(3.0, 4.0]	5717896.0
Cre09.g389050	ChCC-v11005175m.g	4	high	1.0	0.0866556925927023	0.4108199112353928	0.2109335264011828	(3.0, 4.0]	
Cre04.g225700	ChCC-v11010281m.g	4	high	1.0	0.0670959029252699	0.3802009262047681	0.17647485395428386	(3.0, 4.0]	
Cre07.g330400	ChCC-v11015764m.g	4	high		0.0892480236665889	0.4274766161889938	0.2087787268043944	(3.0, 4.0]	
Cre06.g249150	ChCC-v11011678m.g	4	high		0.0057609500728762	0.2267106539047002	0.025411024906213123	(3.0, 4.0]	5722233.0
Cre04.g232502	ChCC-v11010557m.g	4	neither		0.236220559735143	0.5722755050536749	0.4127741929352496	(3.0, 4.0]	
Cre05.g248250	ChCC-v11010927m.g	4	neither		0.0972814539942605	0.3802009262047681	0.255868535001587	(3.0, 4.0]	
Cre12.g555300	ChCC-v11027317m.g	4	high		0.1023593720500167	0.4110065200839	0.24904561618419527	(3.0, 4.0]	
