^SAMPLE = GSM182247
!Sample_title = Saccharomyces cerevisiae MA-A1 MA-A4
!Sample_geo_accession = GSM182247
!Sample_status = Public on Jun 01 2007
!Sample_submission_date = Apr 16 2007
!Sample_last_update_date = Jun 01 2007
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = Saccharomyces cerevisiae MA-A1
!Sample_organism_ch1 = Saccharomyces cerevisiae
!Sample_taxid_ch1 = 4932
!Sample_characteristics_ch1 = Saccharomyces cerevisiae MA-A1
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = Genisphere 3DNA System
!Sample_source_name_ch2 = Saccharomyces cerevisiae MA-A4
!Sample_organism_ch2 = Saccharomyces cerevisiae
!Sample_taxid_ch2 = 4932
!Sample_characteristics_ch2 = Saccharomyces cerevisiae MA-A4
!Sample_molecule_ch2 = total RNA
!Sample_extract_protocol_ch2 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = Genisphere 3DNA System
!Sample_hyb_protocol = Genisphere 3DNA System
!Sample_scan_protocol = Axon scnanner and Genepix
!Sample_description = see Landry et al.
!Sample_data_processing = Spots of bad quality were given negative flags
!Sample_platform_id = GPL5092
!Sample_contact_name = Christian,,Landry
!Sample_contact_email = clandry@post.harvard.edu
!Sample_contact_laboratory = Hartl Laboratory
!Sample_contact_department = OEB
!Sample_contact_institute = Harvard University
!Sample_contact_address = 16 Divinity avenue
!Sample_contact_city = Cambridge
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02138
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7537
!Sample_data_row_count = 7744
#ID_REF = Platform ID
#F635_Median = median spot intensity at 635
#B635_Median = median background intensity at 635
#F532_Median = median spot intensity at 532
#B532_Median = median background intensity at 532
#Flags = zero signififies pass, less than zero is a bad spot
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = log ratio of median F635 divided by F532
!sample_table_begin
ID_REF	F635_Median	B635_Median	F532_Median	B532_Median	Flags	VALUE	UNF_VALUE
55	1664	51	1717	75	0	-0.05	-0.05
56	8397	50	8347	75	0	0.01	0.01
57	973	52	1185	74	0	-0.28	-0.28
58	2144	51	2398	74	0	-0.16	-0.16
59	578	48	663	72	0	-0.20	-0.20
60	683	49	795	73	0	-0.22	-0.22
61	706	50	889	72	0	-0.33	-0.33
62	603	50	974	71	0	-0.69	-0.69
63	443	48	566	72	0	-0.35	-0.35
64	210	49	338	70	0	-0.69	-0.69
65	1044	50	1557	70	0	-0.58	-0.58
66	486	50	767	70	0	-0.66	-0.66
67	319	46	616	70	0	-0.95	-0.95
68	334	48	519	70	0	-0.64	-0.64
69	230	47	280	68	0	-0.28	-0.28
70	949	47	860	68	0	0.14	0.14
71	3350	49	4867	69	0	-0.54	-0.54
72	1232	51	1326	70	0	-0.11	-0.11
73	43671	54	43719	74	0	-0.00	-0.00
74	4363	54	5089	77	0	-0.22	-0.22
75	59305	54	57087	79	0	0.05	0.05
76	2585	51	3704	75	0	-0.52	-0.52
77	40950	52	40910	75	0	0.00	0.00
78	603	49	726	74	0	-0.27	-0.27
79	142	50	192	73	0	-0.44	-0.44
80	395	50	433	74	0	-0.13	-0.13
81	281	49	348	71	0	-0.31	-0.31
82	193	51	278	72	0	-0.53	-0.53
83	905	51	1427	72	0	-0.66	-0.66
84	192	50	291	72	0	-0.60	-0.60
85	659	50	792	72	0	-0.27	-0.27
86	1252	50	1992	71	0	-0.67	-0.67
87	383	51	628	70	0	-0.71	-0.71
88	3512	51	4419	70	0	-0.33	-0.33
89	58525	50	60976	72	0	-0.06	-0.06
90	336	51	464	71	0	-0.47	-0.47
91	1183	48	1473	69	0	-0.32	-0.32
92	1279	47	1877	68	0	-0.55	-0.55
93	465	47	568	69	0	-0.29	-0.29
94	437	49	533	69	0	-0.29	-0.29
95	12923	53	13927	72	0	-0.11	-0.11
96	288	55	296	79	0	-0.04	-0.04
97	517	54	768	77	0	-0.57	-0.57
98	293	49	407	73	0	-0.47	-0.47
99	262	51	344	73	0	-0.39	-0.39
100	1343	50	2253	73	0	-0.75	-0.75
101	1036	50	1034	71	0	0.00	0.00
102	5382	49	7088	73	0	-0.40	-0.40
103	1738	49	2186	72	0	-0.33	-0.33
104	150	51	234	75	0	-0.64	-0.64
105	16881	51	21107	75	0	-0.32	-0.32
106	239	51	321	74	0	-0.43	-0.43
107	1278	52	1934	73	0	-0.60	-0.60
108	285	50	431	72	0	-0.60	-0.60
109	1409	50	1960	72	0	-0.48	-0.48
110	2697	50	3774	71	0	-0.48	-0.48
111	1839	49	2242	71	0	-0.29	-0.29
112	1708	50	2027	70	0	-0.25	-0.25
113	6969	47	9700	69	0	-0.48	-0.48
114	1088	47	1876	68	0	-0.79	-0.79
115	518	47	743	69	0	-0.52	-0.52
116	977	47	1163	69	0	-0.25	-0.25
117	4072	51	5471	72	0	-0.43	-0.43
118	376	51	520	73	0	-0.47	-0.47
119	512	52	767	73	0	-0.58	-0.58
120	1073	51	1671	75	0	-0.64	-0.64
121	832	48	825	72	0	0.01	0.01
122	5540	48	4023	73	0	0.46	0.46
123	2613	48	3374	71	0	-0.37	-0.37
124	2066	48	2725	72	0	-0.40	-0.40
125	2847	49	3205	72	0	-0.17	-0.17
126	1335	49	1548	72	0	-0.21	-0.21
127	1088	50	1431	72	0	-0.40	-0.40
128	531	51	737	74	0	-0.47	-0.47
129	213	52	338	73	0	-0.67	-0.67
130	2783	52	4093	72	0	-0.56	-0.56
131	417	51	448	73	0	-0.10	-0.10
132	3179	51	4789	71	0	-0.59	-0.59
133	11578	48	13306	69	0	-0.20	-0.20
134	168	48	199	69	0	-0.24	-0.24
135	635	46	800	68	0	-0.33	-0.33
136	2915	46	3904	68	0	-0.42	-0.42
137	2560	48	3219	67	0	-0.33	-0.33
138	641	50	1026	69	0	-0.68	-0.68
139	3551	49	5027	72	0	-0.50	-0.50
140	247	49	356	72	0	-0.53	-0.53
141	270	51	412	73	0	-0.61	-0.61
142	921	58	1143	79	0	-0.31	-0.31
143	3298	50	4030	73	0	-0.29	-0.29
144	23615	50	28612	75	0	-0.28	-0.28
145	1713	50	2467	75	-50		-0.53
146	103	59	157	80	-100		-0.61
147	684	48	1354	72	0	-0.99	-0.99
148	711	48	872	72	0	-0.29	-0.29
149	693	50	869	71	0	-0.33	-0.33
150	538	49	785	72	0	-0.55	-0.55
151	1026	52	1413	72	0	-0.46	-0.46
152	108	51	165	72	0	-0.61	-0.61
153	509	51	795	71	0	-0.64	-0.64
154	496	53	852	71	0	-0.78	-0.78
155	293	47	414	68	0	-0.50	-0.50
156	1804	47	2359	68	0	-0.39	-0.39
157	784	46	1169	68	0	-0.58	-0.58
158	686	45	976	67	0	-0.51	-0.51
159	956	45	1298	68	0	-0.44	-0.44
160	2319	49	2934	70	0	-0.34	-0.34
161	1618	50	1942	72	0	-0.26	-0.26
162	1067	49	1620	72	0	-0.60	-0.60
163	1724	51	2289	75	0	-0.41	-0.41
164	468	56	554	80	0	-0.24	-0.24
165	885	49	1071	71	0	-0.28	-0.28
166	457	50	600	73	0	-0.39	-0.39
167	23913	51	29728	73	0	-0.31	-0.31
168	299	56	462	80	-100		-0.63
169	575	48	968	72	0	-0.75	-0.75
170	1516	47	2243	72	0	-0.57	-0.57
171	190	49	265	72	0	-0.48	-0.48
172	4299	49	6367	72	0	-0.57	-0.57
173	1427	51	2177	71	0	-0.61	-0.61
174	2517	50	3140	72	0	-0.32	-0.32
175	241	49	337	71	0	-0.48	-0.48
176	1475	53	2224	72	0	-0.59	-0.59
177	6736	46	8301	69	0	-0.30	-0.30
178	432	46	638	68	0	-0.56	-0.56
179	1088	46	1638	68	0	-0.59	-0.59
180	1385	47	2076	68	0	-0.58	-0.58
181	1988	47	2414	68	0	-0.28	-0.28
182	1144	47	1725	70	0	-0.59	-0.59
183	6602	49	12346	70	0	-0.90	-0.90
184	1831	51	1962	71	0	-0.10	-0.10
185	3767	51	5883	74	0	-0.64	-0.64
186	2322	50	2940	73	0	-0.34	-0.34
187	140	47	220	69	0	-0.65	-0.65
188	183	47	245	70	0	-0.42	-0.42
189	90	47	152	69	0	-0.76	-0.76
190	688	47	917	70	0	-0.41	-0.41
191	1550	48	2338	71	0	-0.59	-0.59
192	5930	49	8272	71	0	-0.48	-0.48
193	245	49	372	71	0	-0.60	-0.60
194	50	49	68	70	-50		-0.44
195	49	49	67	71	-50		-0.45
196	255	50	271	72	0	-0.09	-0.09
197	356	51	591	72	0	-0.73	-0.73
198	1604	51	2497	70	0	-0.64	-0.64
199	399	47	539	69	0	-0.43	-0.43
200	1073	47	1092	69	0	-0.03	-0.03
201	698	47	929	69	0	-0.41	-0.41
202	4788	46	5339	69	0	-0.16	-0.16
203	287	47	347	68	0	-0.27	-0.27
204	169	48	271	70	0	-0.68	-0.68
205	50	48	67	71	-50		-0.42
206	51	50	74	73	-50		-0.54
207	47	50	72	72	-50		-0.62
208	49	48	68	71	-50		-0.47
209	954	49	484	70	0	0.98	0.98
210	328	48	389	71	0	-0.25	-0.25
211	47	47	67	70	-50		-0.51
212	54	49	65	71	-50		-0.27
213	1157	50	1209	73	0	-0.06	-0.06
214	121	51	168	72	0	-0.47	-0.47
215	2324	51	2553	69	0	-0.14	-0.14
216	898	50	982	70	0	-0.13	-0.13
217	48	50	63	71	-50		-0.39
218	47	48	68	71	-50		-0.53
219	3440	50	4710	71	0	-0.45	-0.45
220	1871	51	2761	70	0	-0.56	-0.56
221	1233	49	1508	72	0	-0.29	-0.29
222	340	48	462	71	0	-0.44	-0.44
223	1002	48	1451	70	0	-0.53	-0.53
224	4931	46	6693	70	0	-0.44	-0.44
225	1950	46	2550	69	0	-0.39	-0.39
226	439	48	544	70	0	-0.31	-0.31
227	461	51	667	73	0	-0.53	-0.53
228	7381	51	9340	73	0	-0.34	-0.34
229	1413	50	2116	73	0	-0.58	-0.58
230	5609	48	8063	72	0	-0.52	-0.52
231	156	48	261	72	0	-0.74	-0.74
232	1260	49	1874	72	0	-0.57	-0.57
233	3013	49	4966	72	0	-0.72	-0.72
234	196	51	317	74	0	-0.69	-0.69
235	39033	53	43910	76	0	-0.17	-0.17
236	26521	51	26855	74	0	-0.02	-0.02
237	742	52	869	72	0	-0.23	-0.23
238	162	51	223	72	0	-0.46	-0.46
239	533	51	699	72	0	-0.39	-0.39
240	232	49	424	72	0	-0.87	-0.87
241	791	49	1032	71	0	-0.38	-0.38
242	91	50	152	69	0	-0.74	-0.74
243	1641	52	2077	71	0	-0.34	-0.34
244	399	48	541	71	0	-0.44	-0.44
245	11013	49	13311	72	0	-0.27	-0.27
246	1816	49	2325	70	0	-0.36	-0.36
247	313	46	407	68	0	-0.38	-0.38
248	1063	48	1271	69	0	-0.26	-0.26
249	2540	51	2872	73	0	-0.18	-0.18
250	1156	50	1233	73	0	-0.09	-0.09
251	4461	50	4984	73	0	-0.16	-0.16
252	2498	49	2051	73	0	0.28	0.28
253	1900	47	2275	72	0	-0.26	-0.26
254	874	50	1072	71	0	-0.29	-0.29
255	472	49	732	71	0	-0.63	-0.63
256	320	52	380	73	0	-0.25	-0.25
257	6536	54	9270	74	0	-0.50	-0.50
258	936	51	950	73	0	-0.02	-0.02
259	24857	50	24096	72	0	0.04	0.04
260	4255	50	5083	71	0	-0.26	-0.26
261	974	51	1295	70	0	-0.41	-0.41
262	1866	50	2219	71	0	-0.25	-0.25
263	312	50	316	72	0	-0.02	-0.02
264	3082	50	4139	69	0	-0.43	-0.43
265	379	51	441	72	0	-0.22	-0.22
266	942	51	1208	76	0	-0.36	-0.36
267	1366	62	1509	86	0	-0.14	-0.14
268	543	63	668	83	0	-0.30	-0.30
269	4399	51	5600	74	0	-0.35	-0.35
270	752	48	956	71	0	-0.35	-0.35
271	795	51	931	72	0	-0.23	-0.23
272	2245	50	2529	73	0	-0.17	-0.17
273	1265	48	1268	72	0	-0.00	-0.00
274	251	50	276	71	0	-0.14	-0.14
275	182	48	229	72	0	-0.33	-0.33
276	775	50	763	71	0	0.02	0.02
277	113	49	165	70	0	-0.55	-0.55
278	272	50	223	72	0	0.29	0.29
279	543	50	656	71	0	-0.27	-0.27
280	1010	50	965	70	0	0.07	0.07
281	575	49	809	69	0	-0.49	-0.49
282	18627	50	18586	69	0	0.00	0.00
283	99	50	169	71	0	-0.77	-0.77
284	315	50	381	70	0	-0.27	-0.27
285	637	51	832	69	0	-0.39	-0.39
286	703	51	810	70	0	-0.20	-0.20
287	2406	52	2730	75	0	-0.18	-0.18
288	5822	58	5553	81	0	0.07	0.07
289	936	75	978	102	0	-0.06	-0.06
290	5768	90	5222	125	0	0.14	0.14
291	382	68	541	96	0	-0.50	-0.50
292	2706	48	4268	71	0	-0.66	-0.66
293	581	50	803	73	0	-0.47	-0.47
294	6267	52	8271	74	0	-0.40	-0.40
295	1409	50	1740	72	0	-0.30	-0.30
296	939	50	1267	71	0	-0.43	-0.43
297	512	49	672	74	0	-0.39	-0.39
298	1145	50	1610	73	0	-0.49	-0.49
299	719	49	1027	71	0	-0.51	-0.51
300	549	50	778	72	0	-0.50	-0.50
301	445	49	644	71	0	-0.53	-0.53
302	4078	50	6397	70	0	-0.65	-0.65
303	179	49	282	69	0	-0.66	-0.66
304	95	48	158	68	0	-0.73	-0.73
305	225	49	322	69	0	-0.52	-0.52
306	1831	50	3436	70	0	-0.91	-0.91
307	572	52	941	70	0	-0.72	-0.72
308	129	51	186	71	0	-0.53	-0.53
309	522	53	680	75	0	-0.38	-0.38
310	1800	58	2592	83	0	-0.53	-0.53
311	3145	63	4698	94	0	-0.58	-0.58
312	4650	70	6055	108	0	-0.38	-0.38
313	513	68	653	104	0	-0.35	-0.35
314	4554	49	5888	72	0	-0.37	-0.37
315	683	52	905	74	0	-0.41	-0.41
316	39527	53	40237	78	0	-0.03	-0.03
317	480	49	507	75	0	-0.08	-0.08
318	734	50	906	71	0	-0.30	-0.30
319	628	50	789	74	0	-0.33	-0.33
320	158	50	209	73	0	-0.40	-0.40
321	516	47	952	70	0	-0.88	-0.88
322	207	49	323	70	0	-0.64	-0.64
323	4074	51	5223	72	0	-0.36	-0.36
324	701	51	957	70	0	-0.45	-0.45
325	1777	48	2792	69	0	-0.65	-0.65
326	301	48	472	68	0	-0.65	-0.65
327	2597	48	5067	67	0	-0.96	-0.96
328	367	48	528	67	0	-0.52	-0.52
329	122	49	167	69	0	-0.45	-0.45
330	317	49	454	69	0	-0.52	-0.52
331	115	52	216	75	0	-0.91	-0.91
332	2985	53	3883	77	0	-0.38	-0.38
333	4816	63	6597	92	0	-0.45	-0.45
334	3995	79	8906	114	0	-1.16	-1.16
335	740	62	1038	90	0	-0.49	-0.49
336	619	49	686	72	0	-0.15	-0.15
337	501	52	568	73	0	-0.18	-0.18
338	229	50	458	74	0	-1.00	-1.00
339	178	49	242	71	0	-0.44	-0.44
340	6040	49	8004	71	0	-0.41	-0.41
341	1309	49	1884	73	0	-0.53	-0.53
342	1104	49	1664	73	0	-0.59	-0.59
343	793	49	1280	70	0	-0.69	-0.69
344	584	50	714	72	0	-0.29	-0.29
345	25057	51	25222	73	0	-0.01	-0.01
346	607	50	866	71	0	-0.51	-0.51
347	1053	48	1752	71	0	-0.73	-0.73
348	1125	48	1800	71	0	-0.68	-0.68
349	422	48	642	68	0	-0.61	-0.61
350	663	48	1051	69	0	-0.66	-0.66
351	203	49	323	69	0	-0.67	-0.67
352	2516	49	4231	69	0	-0.75	-0.75
353	498	50	778	74	0	-0.64	-0.64
354	796	51	922	73	0	-0.21	-0.21
355	844	54	1244	78	0	-0.56	-0.56
356	700	56	1087	82	0	-0.63	-0.63
357	887	50	1256	72	0	-0.50	-0.50
358	852	49	941	71	0	-0.14	-0.14
359	715	51	985	73	0	-0.46	-0.46
360	4034	49	5067	72	0	-0.33	-0.33
361	843	49	1194	71	0	-0.50	-0.50
362	482	49	460	70	0	0.07	0.07
363	1385	49	1819	73	0	-0.39	-0.39
364	921	50	1321	73	0	-0.52	-0.52
365	740	50	1141	71	0	-0.62	-0.62
366	1141	48	1464	71	0	-0.36	-0.36
367	290	49	459	70	0	-0.66	-0.66
368	2088	51	2099	71	0	-0.01	-0.01
369	778	51	1137	71	0	-0.55	-0.55
370	2014	49	2626	71	0	-0.38	-0.38
371	1100	49	1568	70	0	-0.51	-0.51
372	2319	51	3601	69	0	-0.63	-0.63
373	1684	49	3036	69	0	-0.85	-0.85
374	655	49	992	70	0	-0.60	-0.60
375	152	47	241	71	0	-0.66	-0.66
376	1951	48	3040	69	0	-0.64	-0.64
377	1222	48	1653	71	0	-0.44	-0.44
378	766	48	1285	72	0	-0.75	-0.75
379	692	47	1161	71	0	-0.75	-0.75
380	5139	51	7431	73	0	-0.53	-0.53
381	1408	51	2471	73	0	-0.81	-0.81
382	3072	51	3887	73	0	-0.34	-0.34
383	874	50	1268	73	0	-0.54	-0.54
384	587	50	703	72	0	-0.26	-0.26
385	638	48	973	71	0	-0.61	-0.61
386	1585	48	2633	72	0	-0.73	-0.73
387	529	49	848	70	0	-0.68	-0.68
388	713	50	1134	70	0	-0.67	-0.67
389	2448	50	3654	70	0	-0.58	-0.58
390	251	50	384	71	0	-0.61	-0.61
391	246	49	406	71	0	-0.72	-0.72
392	328	49	470	71	0	-0.52	-0.52
393	2414	50	3755	71	0	-0.64	-0.64
394	234	51	367	69	0	-0.65	-0.65
395	425	51	706	69	0	-0.73	-0.73
396	418	51	696	69	0	-0.74	-0.74
397	4091	48	5756	71	0	-0.49	-0.49
398	687	46	947	68	0	-0.46	-0.46
399	148	46	226	71	0	-0.61	-0.61
400	504	46	718	70	0	-0.51	-0.51
401	7977	47	10480	72	0	-0.39	-0.39
402	898	50	1074	73	0	-0.26	-0.26
403	688	49	907	73	0	-0.40	-0.40
404	426	48	631	71	0	-0.57	-0.57
405	1905	48	2243	69	0	-0.24	-0.24
406	583	50	703	71	0	-0.27	-0.27
407	108	48	182	72	0	-0.75	-0.75
408	556	48	810	73	0	-0.54	-0.54
409	1656	47	2137	70	0	-0.37	-0.37
410	5302	47	8965	70	0	-0.76	-0.76
411	583	49	910	72	0	-0.64	-0.64
412	4977	50	8738	73	0	-0.81	-0.81
413	161	49	255	71	0	-0.66	-0.66
414	238	50	358	72	0	-0.59	-0.59
415	3714	50	4837	71	0	-0.38	-0.38
416	4089	51	7775	69	0	-0.93	-0.93
417	380	50	571	70	0	-0.59	-0.59
418	989	49	1524	69	0	-0.62	-0.62
419	822	46	1171	69	0	-0.51	-0.51
420	218	47	306	62	0	-0.49	-0.49
421	1895	45	2364	66	0	-0.32	-0.32
422	972	46	1310	69	0	-0.43	-0.43
423	2465	47	3736	70	0	-0.60	-0.60
424	163	50	229	71	0	-0.49	-0.49
425	232	49	364	70	0	-0.65	-0.65
426	174	48	285	68	0	-0.71	-0.71
427	58	47	80	67	-75		-0.46
428	58	48	97	70	-75		-0.74
429	63	48	106	69	-75		-0.75
430	64	47	96	69	-75		-0.58
431	57	48	80	68	-75		-0.49
432	12802	50	15037	70	-75		-0.23
433	65	49	100	69	-75		-0.62
434	61	48	89	68	-75		-0.54
435	59	49	80	67	-75		-0.44
436	59	49	87	68	-75		-0.56
437	56	49	78	69	-75		-0.48
438	55	48	84	68	-75		-0.61
439	58	48	84	68	-75		-0.53
440	71	50	100	70	-75		-0.49
441	63	45	97	68	-75		-0.62
442	76	46	114	68	-75		-0.58
443	57	46	97	70	-75		-0.77
444	92	46	116	70	-75		-0.33
445	59	49	88	71	-75		-0.58
446	67	51	116	72	-75		-0.79
447	67	49	86	71	-75		-0.36
448	75	47	127	72	-75		-0.76
449	65	47	90	71	-75		-0.47
450	60	47	84	70	-75		-0.49
451	58	48	83	68	-75		-0.52
452	81	47	116	69	-75		-0.52
453	59	48	77	68	-75		-0.38
454	63	48	83	69	-75		-0.40
455	50	48	84	69	-75		-0.75
456	54	49	78	68	-75		-0.53
457	181	50	310	68	0	-0.78	-0.78
458	50	51	69	69	-50		-0.46
459	1627	49	2607	70	0	-0.68	-0.68
460	2833	49	4284	70	0	-0.60	-0.60
461	254	49	402	70	0	-0.66	-0.66
462	20331	50	23620	71	0	-0.22	-0.22
463	400	47	646	68	0	-0.69	-0.69
464	268	47	302	69	0	-0.17	-0.17
465	4033	48	5794	70	0	-0.52	-0.52
466	29957	48	32914	72	0	-0.14	-0.14
467	522	52	696	76	0	-0.42	-0.42
468	28776	54	29205	77	0	-0.02	-0.02
469	381	51	507	75	0	-0.41	-0.41
470	52	49	74	73	-50		-0.51
471	2816	51	4010	73	0	-0.51	-0.51
472	20086	49	22576	72	0	-0.17	-0.17
473	645	50	748	71	0	-0.21	-0.21
474	23506	50	25886	72	0	-0.14	-0.14
475	230	47	348	69	0	-0.60	-0.60
476	137	46	208	70	0	-0.60	-0.60
477	1902	48	2762	71	0	-0.54	-0.54
478	10368	48	14328	71	0	-0.47	-0.47
479	161	52	311	73	0	-0.95	-0.95
480	18572	54	23928	72	0	-0.37	-0.37
481	51	51	73	71	-50		-0.52
482	49	50	74	72	-50		-0.59
483	53	51	75	73	-50		-0.50
484	48	51	72	72	-50		-0.58
485	399	54	549	75	0	-0.46	-0.46
486	240	53	323	76	0	-0.43	-0.43
487	4289	54	5472	75	0	-0.35	-0.35
488	17844	52	19615	75	0	-0.14	-0.14
489	384	52	564	72	0	-0.55	-0.55
490	18918	52	20247	72	0	-0.10	-0.10
491	373	52	540	72	0	-0.53	-0.53
492	166	52	205	69	0	-0.30	-0.30
493	4091	49	5313	69	0	-0.38	-0.38
494	14424	51	17226	69	0	-0.26	-0.26
495	159	51	221	68	0	-0.48	-0.48
496	16458	50	18951	70	0	-0.20	-0.20
497	351	51	548	68	0	-0.64	-0.64
498	119	51	159	67	0	-0.42	-0.42
499	3316	50	4816	66	0	-0.54	-0.54
500	12001	50	16288	69	0	-0.44	-0.44
501	123	52	181	70	0	-0.56	-0.56
502	16348	54	19106	75	0	-0.22	-0.22
503	192	55	327	75	0	-0.77	-0.77
504	116	54	161	74	0	-0.47	-0.47
505	2672	51	4416	71	0	-0.72	-0.72
506	11412	52	16584	71	0	-0.54	-0.54
507	216	51	308	72	0	-0.51	-0.51
508	20953	54	23460	74	0	-0.16	-0.16
509	1087	53	1532	73	0	-0.50	-0.50
510	1019	52	1533	72	0	-0.59	-0.59
511	334	52	449	74	0	-0.43	-0.43
512	586	53	954	73	0	-0.70	-0.70
513	1012	52	1524	72	0	-0.59	-0.59
514	176	51	251	69	0	-0.51	-0.51
