^SAMPLE = GSM182249
!Sample_title = Saccharomyces cerevisiae MA-A8 MA-A3
!Sample_geo_accession = GSM182249
!Sample_status = Public on Jun 01 2007
!Sample_submission_date = Apr 16 2007
!Sample_last_update_date = Jun 01 2007
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = Saccharomyces cerevisiae MA-A8
!Sample_organism_ch1 = Saccharomyces cerevisiae
!Sample_taxid_ch1 = 4932
!Sample_characteristics_ch1 = Saccharomyces cerevisiae MA-A8
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = Genisphere 3DNA System
!Sample_source_name_ch2 = Saccharomyces cerevisiae MA-A3
!Sample_organism_ch2 = Saccharomyces cerevisiae
!Sample_taxid_ch2 = 4932
!Sample_characteristics_ch2 = Saccharomyces cerevisiae MA-A3
!Sample_molecule_ch2 = total RNA
!Sample_extract_protocol_ch2 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = Genisphere 3DNA System
!Sample_hyb_protocol = Genisphere 3DNA System
!Sample_scan_protocol = Axon scnanner and Genepix
!Sample_description = see Landry et al.
!Sample_data_processing = Spots of bad quality were given negative flags
!Sample_platform_id = GPL5092
!Sample_contact_name = Christian,,Landry
!Sample_contact_email = clandry@post.harvard.edu
!Sample_contact_laboratory = Hartl Laboratory
!Sample_contact_department = OEB
!Sample_contact_institute = Harvard University
!Sample_contact_address = 16 Divinity avenue
!Sample_contact_city = Cambridge
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02138
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7537
!Sample_data_row_count = 7744
#ID_REF = Platform ID
#F635_Median = median spot intensity at 635
#B635_Median = median background intensity at 635
#F532_Median = median spot intensity at 532
#B532_Median = median background intensity at 532
#Flags = zero signififies pass, less than zero is a bad spot
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = log ratio of median F635 divided by F532
!sample_table_begin
ID_REF	F635_Median	B635_Median	F532_Median	B532_Median	Flags	VALUE	UNF_VALUE
55	2290	52	2681	67	0	-0.23	-0.23
56	6533	53	6830	66	0	-0.06	-0.06
57	1324	54	1772	67	0	-0.42	-0.42
58	2857	55	3350	67	0	-0.23	-0.23
59	838	57	1027	69	0	-0.29	-0.29
60	959	56	1082	69	0	-0.17	-0.17
61	996	55	1122	69	0	-0.17	-0.17
62	1089	56	1196	68	0	-0.14	-0.14
63	602	55	775	67	0	-0.36	-0.36
64	205	54	256	67	0	-0.32	-0.32
65	1496	54	2069	68	0	-0.47	-0.47
66	843	54	1034	68	0	-0.29	-0.29
67	411	59	355	78	0	0.21	0.21
68	272	57	284	77	0	-0.06	-0.06
69	201	52	201	70	0	0.00	0.00
70	483	52	520	69	0	-0.11	-0.11
71	3628	52	5317	70	0	-0.55	-0.55
72	1126	52	1309	71	0	-0.22	-0.22
73	27432	55	28875	68	0	-0.07	-0.07
74	4566	54	4270	68	0	0.10	0.10
75	34644	53	30688	67	0	0.17	0.17
76	2663	53	4019	67	0	-0.59	-0.59
77	25107	54	29455	67	0	-0.23	-0.23
78	530	54	592	68	0	-0.16	-0.16
79	143	53	143	68	0	0.00	0.00
80	692	53	578	69	0	0.26	0.26
81	271	55	341	69	0	-0.33	-0.33
82	167	55	246	69	0	-0.56	-0.56
83	1335	56	1691	71	0	-0.34	-0.34
84	259	58	320	69	0	-0.31	-0.31
85	651	56	899	68	0	-0.47	-0.47
86	1797	55	2545	67	0	-0.50	-0.50
87	422	56	753	69	0	-0.84	-0.84
88	4178	55	4629	68	0	-0.15	-0.15
89	31998	59	27253	79	0	0.23	0.23
90	233	57	302	74	0	-0.37	-0.37
91	1097	52	1202	69	0	-0.13	-0.13
92	1279	49	1855	67	0	-0.54	-0.54
93	419	52	1845	67	0	-2.14	-2.14
94	419	53	704	68	0	-0.75	-0.75
95	11979	53	12405	67	0	-0.05	-0.05
96	315	55	383	67	0	-0.28	-0.28
97	491	54	511	67	0	-0.06	-0.06
98	280	53	417	66	0	-0.57	-0.57
99	172	54	266	65	0	-0.63	-0.63
100	1922	55	2931	66	0	-0.61	-0.61
101	975	55	1149	69	0	-0.24	-0.24
102	3305	54	3090	70	0	0.10	0.10
103	2448	54	3392	69	0	-0.47	-0.47
104	188	54	252	70	0	-0.42	-0.42
105	16724	56	22609	71	0	-0.43	-0.43
106	154	55	199	69	0	-0.37	-0.37
107	1364	54	1820	68	0	-0.42	-0.42
108	380	55	495	67	0	-0.38	-0.38
109	1858	56	3035	69	0	-0.71	-0.71
110	3669	57	7329	70	0	-1.00	-1.00
111	2047	59	1815	73	0	0.17	0.17
112	1743	55	2392	74	0	-0.46	-0.46
113	6782	52	7058	69	0	-0.06	-0.06
114	868	51	1018	66	0	-0.23	-0.23
115	533	50	742	67	0	-0.48	-0.48
116	1218	52	1276	67	0	-0.07	-0.07
117	4733	53	8316	67	0	-0.81	-0.81
118	379	54	512	67	0	-0.43	-0.43
119	625	53	911	67	0	-0.54	-0.54
120	440	53	370	66	0	0.25	0.25
121	459	52	545	65	0	-0.25	-0.25
122	4785	52	4666	66	0	0.04	0.04
123	2644	54	3034	69	0	-0.20	-0.20
124	2016	54	2268	67	0	-0.17	-0.17
125	3587	52	4036	67	0	-0.17	-0.17
126	860	55	916	69	0	-0.09	-0.09
127	1231	55	2115	68	0	-0.78	-0.78
128	564	55	834	69	0	-0.56	-0.56
129	280	55	407	68	0	-0.54	-0.54
130	3027	54	5357	67	0	-0.82	-0.82
131	375	56	518	69	0	-0.47	-0.47
132	5721	58	6724	70	0	-0.23	-0.23
133	7634	57	8546	71	0	-0.16	-0.16
134	146	54	183	72	0	-0.33	-0.33
135	581	51	837	69	0	-0.53	-0.53
136	3487	51	3631	65	0	-0.06	-0.06
137	2956	51	2741	66	0	0.11	0.11
138	604	54	740	69	0	-0.29	-0.29
139	4940	52	5338	67	0	-0.11	-0.11
140	261	52	356	67	0	-0.45	-0.45
141	258	53	410	66	0	-0.67	-0.67
142	865	54	1105	66	0	-0.35	-0.35
143	2512	53	5461	65	0	-1.12	-1.12
144	19001	52	14261	66	0	0.41	0.41
145	2303	53	2697	68	0	-0.23	-0.23
146	291	53	459	67	0	-0.66	-0.66
147	1164	53	1613	67	0	-0.47	-0.47
148	827	55	1055	68	0	-0.35	-0.35
149	1044	56	1075	69	0	-0.04	-0.04
150	777	55	1119	69	0	-0.53	-0.53
151	1042	55	1408	68	0	-0.43	-0.43
152	110	54	180	68	0	-0.71	-0.71
153	739	57	1178	70	0	-0.67	-0.67
154	768	60	1308	73	0	-0.77	-0.77
155	287	55	415	71	0	-0.53	-0.53
156	1434	55	2231	70	0	-0.64	-0.64
157	714	54	912	68	0	-0.35	-0.35
158	729	52	1039	65	0	-0.51	-0.51
159	1305	50	1520	65	0	-0.22	-0.22
160	3599	54	3596	69	0	0.00	0.00
161	1714	52	1922	68	0	-0.17	-0.17
162	996	55	1697	69	0	-0.77	-0.77
163	2061	55	2650	67	0	-0.36	-0.36
164	594	53	511	67	0	0.22	0.22
165	706	53	975	65	0	-0.47	-0.47
166	603	52	1819	66	0	-1.59	-1.59
167	18955	52	24747	67	0	-0.38	-0.38
168	358	52	514	65	0	-0.52	-0.52
169	981	53	1209	65	0	-0.30	-0.30
170	2091	54	2872	68	0	-0.46	-0.46
171	140	54	192	68	0	-0.46	-0.46
172	2951	55	3016	69	0	-0.03	-0.03
173	1171	56	1320	69	0	-0.17	-0.17
174	3282	55	3953	69	0	-0.27	-0.27
175	252	58	268	70	0	-0.09	-0.09
176	2292	60	3362	72	0	-0.55	-0.55
177	6216	54	5143	72	0	0.27	0.27
178	233	55	733	71	0	-1.65	-1.65
179	1111	54	1424	69	0	-0.36	-0.36
180	1690	51	2163	65	0	-0.36	-0.36
181	2107	51	2548	66	0	-0.27	-0.27
182	1704	53	1803	67	0	-0.08	-0.08
183	8564	53	7186	68	0	0.25	0.25
184	2329	53	1968	68	0	0.24	0.24
185	4816	54	4299	67	0	0.16	0.16
186	2819	53	3417	65	0	-0.28	-0.28
187	124	52	162	65	0	-0.39	-0.39
188	134	52	181	66	0	-0.43	-0.43
189	98	52	132	66	0	-0.43	-0.43
190	1149	54	2116	67	0	-0.88	-0.88
191	2639	54	3288	66	0	-0.32	-0.32
192	6886	53	5701	67	0	0.27	0.27
193	372	54	471	68	0	-0.34	-0.34
194	61	55	70	68	-50		-0.20
195	59	56	68	69	-50		-0.20
196	396	56	477	69	0	-0.27	-0.27
197	511	58	826	69	0	-0.69	-0.69
198	2591	56	3309	69	0	-0.35	-0.35
199	317	54	519	71	0	-0.71	-0.71
200	923	54	1545	71	0	-0.74	-0.74
201	627	53	925	70	0	-0.56	-0.56
202	4584	52	3902	67	0	0.23	0.23
203	288	51	331	65	0	-0.20	-0.20
204	217	53	275	68	0	-0.34	-0.34
205	50	53	67	68	-50		-0.42
206	56	55	65	68	-50		-0.22
207	52	54	61	66	-50		-0.23
208	53	52	64	66	-50		-0.27
209	1131	51	901	65	0	0.33	0.33
210	415	51	416	65	0	-0.00	-0.00
211	52	51	62	65	-50		-0.25
212	53	53	62	66	-50		-0.23
213	1370	54	2068	67	0	-0.59	-0.59
214	146	54	205	67	0	-0.49	-0.49
215	3314	54	4809	68	0	-0.54	-0.54
216	1229	55	2156	69	0	-0.81	-0.81
217	55	54	62	69	-50		-0.17
218	54	54	68	68	-50		-0.33
219	5386	56	6265	69	0	-0.22	-0.22
220	3250	58	4074	70	0	-0.33	-0.33
221	1028	55	1307	70	0	-0.35	-0.35
222	302	55	426	69	0	-0.50	-0.50
223	951	53	1899	69	0	-1.00	-1.00
224	5207	51	6414	67	0	-0.30	-0.30
225	2430	50	2454	66	0	-0.01	-0.01
226	518	52	733	68	0	-0.50	-0.50
227	606	52	724	67	0	-0.26	-0.26
228	8512	56	7841	70	0	0.12	0.12
229	1529	56	2527	69	0	-0.72	-0.72
230	7466	53	6318	67	0	0.24	0.24
231	160	51	213	66	0	-0.41	-0.41
232	2031	52	2124	66	0	-0.06	-0.06
233	5157	54	7470	67	0	-0.53	-0.53
234	213	54	279	68	0	-0.39	-0.39
235	33791	55	34242	69	0	-0.02	-0.02
236	16558	56	22028	68	0	-0.41	-0.41
237	785	54	1118	68	0	-0.51	-0.51
238	168	55	239	70	0	-0.51	-0.51
239	735	55	1207	69	0	-0.72	-0.72
240	457	55	555	68	0	-0.28	-0.28
241	710	57	2086	68	0	-1.55	-1.55
242	118	58	142	71	0	-0.27	-0.27
243	1193	56	1880	71	0	-0.66	-0.66
244	328	57	440	71	0	-0.42	-0.42
245	9193	53	9604	69	0	-0.06	-0.06
246	2044	52	2160	66	0	-0.08	-0.08
247	342	53	568	65	0	-0.73	-0.73
248	1142	53	1486	68	0	-0.38	-0.38
249	2255	54	3565	67	0	-0.66	-0.66
250	968	55	1482	69	0	-0.61	-0.61
251	4440	55	6561	70	0	-0.56	-0.56
252	2552	52	2688	67	0	-0.07	-0.07
253	2289	51	2745	66	0	-0.26	-0.26
254	1242	51	1455	66	0	-0.23	-0.23
255	538	53	532	66	0	0.02	0.02
256	322	55	532	66	0	-0.72	-0.72
257	4419	56	9086	65	0	-1.04	-1.04
258	1122	55	1679	67	0	-0.58	-0.58
259	16705	55	21820	69	0	-0.39	-0.39
260	3744	56	6927	69	0	-0.89	-0.89
261	1215	56	1569	69	0	-0.37	-0.37
262	2294	55	3348	68	0	-0.55	-0.55
263	356	57	449	68	0	-0.33	-0.33
264	5068	57	5479	70	0	-0.11	-0.11
265	220	56	320	69	0	-0.54	-0.54
266	706	56	1170	70	0	-0.73	-0.73
267	929	53	1346	69	0	-0.53	-0.53
268	321	51	475	66	0	-0.57	-0.57
269	4546	52	4592	65	0	-0.01	-0.01
270	895	54	1088	67	0	-0.28	-0.28
271	713	56	956	68	0	-0.42	-0.42
272	2645	55	3074	69	0	-0.22	-0.22
273	969	55	1442	72	0	-0.57	-0.57
274	298	55	354	69	0	-0.25	-0.25
275	149	52	165	67	0	-0.15	-0.15
276	971	52	1051	66	0	-0.11	-0.11
277	107	53	151	65	0	-0.50	-0.50
278	320	54	594	65	0	-0.89	-0.89
279	888	54	1196	66	0	-0.43	-0.43
280	997	54	1224	67	0	-0.30	-0.30
281	791	54	1174	67	0	-0.57	-0.57
282	13767	55	15820	69	0	-0.20	-0.20
283	128	55	124	69	0	0.05	0.05
284	403	57	708	69	0	-0.81	-0.81
285	962	58	1405	71	0	-0.55	-0.55
286	983	58	2233	71	0	-1.18	-1.18
287	2539	56	2752	71	0	-0.12	-0.12
288	4312	54	4558	72	0	-0.08	-0.08
289	867	54	961	70	0	-0.15	-0.15
290	4722	53	4355	67	0	0.12	0.12
291	297	50	575	65	0	-0.95	-0.95
292	3084	52	5623	67	0	-0.87	-0.87
293	645	57	1561	70	0	-1.28	-1.28
294	6432	57	8274	70	0	-0.36	-0.36
295	1522	56	3011	72	0	-0.98	-0.98
296	977	56	2220	70	0	-1.18	-1.18
297	342	53	1089	65	0	-1.67	-1.67
298	1060	52	3380	64	0	-1.67	-1.67
299	686	52	2359	62	0	-1.78	-1.78
300	453	54	1015	64	0	-1.16	-1.16
301	719	53	1373	66	0	-0.93	-0.93
302	2769	54	2832	65	0	-0.03	-0.03
303	242	53	450	67	0	-0.89	-0.89
304	150	54	198	67	0	-0.40	-0.40
305	287	54	749	68	0	-1.38	-1.38
306	2429	56	9472	69	0	-1.96	-1.96
307	791	57	1770	71	0	-1.16	-1.16
308	164	59	269	73	0	-0.71	-0.71
309	510	54	1208	70	0	-1.24	-1.24
310	1996	55	4457	70	0	-1.16	-1.16
311	2426	56	5971	71	0	-1.30	-1.30
312	4633	51	7067	67	0	-0.61	-0.61
313	341	49	754	65	0	-1.14	-1.14
314	5009	51	9322	67	0	-0.90	-0.90
315	714	57	1825	71	0	-1.35	-1.35
316	21982	58	29596	71	0	-0.43	-0.43
317	223	54	577	67	0	-1.37	-1.37
318	708	53	1702	66	0	-1.27	-1.27
319	793	52	1645	64	0	-1.05	-1.05
320	152	52	331	65	0	-1.12	-1.12
321	539	51	2612	64	0	-2.28	-2.28
322	280	52	567	65	0	-1.02	-1.02
323	4979	52	16117	65	0	-1.69	-1.69
324	675	53	1728	66	0	-1.36	-1.36
325	3855	53	7751	66	0	-1.01	-1.01
326	410	55	983	67	0	-1.26	-1.26
327	4932	54	7930	68	0	-0.69	-0.69
328	630	55	1172	68	0	-0.90	-0.90
329	170	55	357	70	0	-1.07	-1.07
330	514	57	1457	71	0	-1.50	-1.50
331	92	55	154	70	0	-0.74	-0.74
332	2239	54	4647	71	0	-1.05	-1.05
333	4333	56	8400	70	0	-0.96	-0.96
334	3664	53	7434	66	0	-1.02	-1.02
335	702	50	2004	65	0	-1.51	-1.51
336	225	54	659	67	0	-1.55	-1.55
337	420	56	763	68	0	-0.86	-0.86
338	182	57	348	70	0	-0.94	-0.94
339	237	56	263	68	0	-0.15	-0.15
340	7184	54	7087	66	0	0.02	0.02
341	1038	53	2445	63	0	-1.24	-1.24
342	651	52	758	65	0	-0.22	-0.22
343	1213	52	1620	65	0	-0.42	-0.42
344	530	52	890	64	0	-0.75	-0.75
345	15149	54	22428	64	0	-0.57	-0.57
346	827	54	1238	64	0	-0.58	-0.58
347	1752	53	2693	66	0	-0.62	-0.62
348	1774	52	2393	65	0	-0.43	-0.43
349	718	54	1217	67	0	-0.76	-0.76
350	1100	54	1802	69	0	-0.71	-0.71
351	429	56	652	70	0	-0.60	-0.60
352	3425	56	6240	70	0	-0.87	-0.87
353	463	55	728	71	0	-0.65	-0.65
354	613	54	881	71	0	-0.52	-0.52
355	759	55	1098	71	0	-0.53	-0.53
356	556	53	1057	66	0	-0.93	-0.93
357	1004	51	1239	64	0	-0.30	-0.30
358	911	53	1088	67	0	-0.26	-0.26
359	664	55	2259	69	0	-1.77	-1.77
360	2653	57	4305	69	0	-0.70	-0.70
361	957	55	1421	67	0	-0.57	-0.57
362	531	53	775	65	0	-0.55	-0.55
363	1091	53	1498	66	0	-0.46	-0.46
364	1049	52	1551	66	0	-0.56	-0.56
365	839	53	1069	65	0	-0.35	-0.35
366	1090	54	1364	65	0	-0.32	-0.32
367	414	55	653	65	0	-0.66	-0.66
368	2652	54	3278	65	0	-0.31	-0.31
369	1543	54	2036	67	0	-0.40	-0.40
370	2931	53	3627	66	0	-0.31	-0.31
371	1869	54	2550	67	0	-0.45	-0.45
372	4318	55	5169	68	0	-0.26	-0.26
373	4118	57	4413	69	0	-0.10	-0.10
374	1141	57	1393	69	0	-0.29	-0.29
375	124	56	174	70	0	-0.49	-0.49
376	2104	54	3135	69	0	-0.58	-0.58
377	1179	56	1872	71	0	-0.67	-0.67
378	732	52	972	68	0	-0.41	-0.41
379	892	50	1245	65	0	-0.48	-0.48
380	2836	51	2694	66	0	0.07	0.07
381	973	57	1303	68	0	-0.42	-0.42
382	2895	57	3603	70	0	-0.32	-0.32
383	836	57	1267	70	0	-0.60	-0.60
384	682	53	894	65	0	-0.39	-0.39
385	1086	53	1404	66	0	-0.37	-0.37
386	2551	52	2735	66	0	-0.10	-0.10
387	894	53	1247	65	0	-0.48	-0.48
388	540	55	1395	67	0	-1.37	-1.37
389	4680	53	5329	67	0	-0.19	-0.19
390	322	52	592	67	0	-0.88	-0.88
391	325	53	490	67	0	-0.59	-0.59
392	520	54	647	66	0	-0.32	-0.32
393	3885	54	6627	66	0	-0.77	-0.77
394	488	54	711	67	0	-0.54	-0.54
395	827	57	1630	68	0	-0.98	-0.98
396	983	57	1353	68	0	-0.46	-0.46
397	3959	55	5529	69	0	-0.48	-0.48
398	723	55	1245	68	0	-0.78	-0.78
399	146	55	188	69	0	-0.36	-0.36
400	611	53	1037	67	0	-0.76	-0.76
401	8645	50	7366	66	0	0.23	0.23
402	994	52	1141	67	0	-0.20	-0.20
403	805	57	1161	68	0	-0.53	-0.53
404	463	57	715	68	0	-0.63	-0.63
405	1627	57	1821	69	0	-0.16	-0.16
406	767	53	1184	65	0	-0.63	-0.63
407	130	52	185	65	0	-0.51	-0.51
408	628	52	1125	65	0	-0.84	-0.84
409	2057	54	2602	66	0	-0.34	-0.34
410	5320	55	4596	67	0	0.21	0.21
411	1124	54	1458	66	0	-0.38	-0.38
412	4927	53	14432	67	0	-1.55	-1.55
413	167	53	349	66	0	-1.06	-1.06
414	312	54	443	64	0	-0.51	-0.51
415	6042	54	6951	68	0	-0.20	-0.20
416	7853	55	9594	67	0	-0.29	-0.29
417	570	55	838	68	0	-0.56	-0.56
418	1845	56	2215	69	0	-0.26	-0.26
419	610	55	1105	69	0	-0.86	-0.86
420	2093	53	3106	69	0	-0.57	-0.57
421	6172	57	8060	70	0	-0.39	-0.39
422	1030	53	1473	67	0	-0.52	-0.52
423	2761	51	5847	65	0	-1.08	-1.08
424	168	53	265	66	0	-0.66	-0.66
425	267	54	228	69	0	0.23	0.23
426	216	53	258	66	0	-0.26	-0.26
427	74	56	96	68	-75		-0.38
428	77	52	96	64	-75		-0.32
429	69	51	91	64	-75		-0.40
430	72	51	86	65	-75		-0.26
431	68	53	81	65	-75		-0.25
432	8281	55	12139	65	-75		-0.55
433	74	54	83	64	-75		-0.17
434	70	54	96	64	-75		-0.46
435	69	55	81	64	-75		-0.23
436	68	55	99	65	-75		-0.54
437	66	54	79	67	-75		-0.26
438	72	53	77	67	-75		-0.10
439	73	55	80	68	-75		-0.13
440	95	56	99	69	-75		-0.06
441	67	56	79	69	-75		-0.24
442	74	53	97	68	-75		-0.39
443	63	57	84	71	-75		-0.42
444	67	53	93	67	-75		-0.47
445	69	50	81	65	-75		-0.23
446	57	53	92	67	-75		-0.69
447	71	56	81	69	-75		-0.19
448	76	52	83	65	-75		-0.13
449	66	55	81	68	-75		-0.30
450	61	53	76	66	-75		-0.32
451	68	52	80	65	-75		-0.23
452	62	51	82	64	-75		-0.40
453	64	52	73	64	-75		-0.19
454	64	54	73	64	-75		-0.19
455	65	53	76	64	-75		-0.23
456	68	54	77	64	-75		-0.18
457	367	54	482	65	0	-0.39	-0.39
458	51	55	64	65	-50		-0.33
459	3014	55	4652	66	0	-0.63	-0.63
460	6315	54	8126	67	0	-0.36	-0.36
461	311	55	423	69	0	-0.44	-0.44
462	19088	55	17327	68	0	0.14	0.14
463	521	57	757	71	0	-0.54	-0.54
464	700	53	1221	69	0	-0.80	-0.80
465	3591	56	5356	72	0	-0.58	-0.58
466	21814	55	24921	68	0	-0.19	-0.19
467	322	52	568	67	0	-0.82	-0.82
468	19413	55	16697	67	0	0.22	0.22
469	477	56	703	68	0	-0.56	-0.56
470	53	54	66	67	-50		-0.32
471	3443	56	5348	70	0	-0.64	-0.64
472	19577	57	24106	69	0	-0.30	-0.30
473	433	53	693	66	0	-0.68	-0.68
474	18672	54	17541	67	0	0.09	0.09
475	383	53	507	68	0	-0.40	-0.40
476	413	55	708	67	0	-0.78	-0.78
477	2302	54	4104	67	0	-0.83	-0.83
478	14262	55	18032	67	0	-0.34	-0.34
479	265	54	419	66	0	-0.66	-0.66
480	17031	54	16775	66	0	0.02	0.02
481	53	55	71	68	-50		-0.42
482	55	55	71	68	-50		-0.37
483	53	55	69	69	-50		-0.38
484	56	57	69	70	-50		-0.30
485	846	60	1102	73	0	-0.38	-0.38
486	787	59	1439	75	0	-0.87	-0.87
487	4306	61	6364	75	0	-0.56	-0.56
488	20109	59	22822	72	0	-0.18	-0.18
489	472	59	788	74	0	-0.74	-0.74
490	16792	57	14347	73	0	0.23	0.23
491	920	56	1148	68	0	-0.32	-0.32
492	737	59	1347	71	0	-0.87	-0.87
493	3873	60	6166	75	0	-0.67	-0.67
494	20987	58	23055	72	0	-0.14	-0.14
495	406	59	697	74	0	-0.78	-0.78
496	17342	58	14034	74	0	0.31	0.31
497	873	57	1101	74	0	-0.33	-0.33
498	749	62	1245	74	0	-0.73	-0.73
499	4008	63	6054	77	0	-0.60	-0.60
500	20825	65	22858	81	0	-0.13	-0.13
501	331	66	606	81	0	-0.87	-0.87
502	15183	67	11670	82	0	0.38	0.38
503	736	69	1030	86	0	-0.48	-0.48
504	882	66	1456	85	0	-0.72	-0.72
505	4317	65	6460	82	0	-0.58	-0.58
506	20897	66	22390	86	0	-0.10	-0.10
507	550	58	826	72	0	-0.59	-0.59
508	16272	58	14910	74	0	0.13	0.13
509	2569	61	3089	73	0	-0.27	-0.27
510	2068	59	3062	72	0	-0.57	-0.57
511	583	59	776	73	0	-0.41	-0.41
512	344	59	364	74	0	-0.08	-0.08
513	1992	57	4175	70	0	-1.07	-1.07
