^SAMPLE = GSM182250
!Sample_title = Saccharomyces cerevisiae MA-A0 MA-A8
!Sample_geo_accession = GSM182250
!Sample_status = Public on Jun 01 2007
!Sample_submission_date = Apr 16 2007
!Sample_last_update_date = Jun 01 2007
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = Saccharomyces cerevisiae MA-A0
!Sample_organism_ch1 = Saccharomyces cerevisiae
!Sample_taxid_ch1 = 4932
!Sample_characteristics_ch1 = Saccharomyces cerevisiae MA-A0
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = Genisphere 3DNA System
!Sample_source_name_ch2 = Saccharomyces cerevisiae MA-A8
!Sample_organism_ch2 = Saccharomyces cerevisiae
!Sample_taxid_ch2 = 4932
!Sample_characteristics_ch2 = Saccharomyces cerevisiae MA-A8
!Sample_molecule_ch2 = total RNA
!Sample_extract_protocol_ch2 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = Genisphere 3DNA System
!Sample_hyb_protocol = Genisphere 3DNA System
!Sample_scan_protocol = Axon scnanner and Genepix
!Sample_description = see Landry et al.
!Sample_data_processing = Spots of bad quality were given negative flags
!Sample_platform_id = GPL5092
!Sample_contact_name = Christian,,Landry
!Sample_contact_email = clandry@post.harvard.edu
!Sample_contact_laboratory = Hartl Laboratory
!Sample_contact_department = OEB
!Sample_contact_institute = Harvard University
!Sample_contact_address = 16 Divinity avenue
!Sample_contact_city = Cambridge
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02138
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7537
!Sample_data_row_count = 7744
#ID_REF = Platform ID
#F635_Median = median spot intensity at 635
#B635_Median = median background intensity at 635
#F532_Median = median spot intensity at 532
#B532_Median = median background intensity at 532
#Flags = zero signififies pass, less than zero is a bad spot
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = log ratio of median F635 divided by F532
!sample_table_begin
ID_REF	F635_Median	B635_Median	F532_Median	B532_Median	Flags	VALUE	UNF_VALUE
54	854	63	1597	74	0	-0.90	-0.90
55	1592	62	3025	69	0	-0.93	-0.93
56	5639	58	9331	61	0	-0.73	-0.73
57	1175	56	2422	57	0	-1.04	-1.04
58	2272	57	4660	58	0	-1.04	-1.04
59	684	54	1293	57	0	-0.92	-0.92
60	756	54	1342	57	0	-0.83	-0.83
61	679	56	1299	58	0	-0.94	-0.94
62	848	57	1905	57	0	-1.17	-1.17
63	513	57	1055	59	0	-1.04	-1.04
64	196	55	311	58	0	-0.67	-0.67
65	1184	56	2425	59	0	-1.03	-1.03
66	606	55	1422	59	0	-1.23	-1.23
67	425	58	743	64	0	-0.81	-0.81
68	278	58	478	63	0	-0.78	-0.78
69	208	58	391	62	0	-0.91	-0.91
70	513	57	1099	62	0	-1.10	-1.10
71	3283	55	5841	58	0	-0.83	-0.83
72	961	55	1765	58	0	-0.88	-0.88
73	29955	57	30963	58	0	-0.05	-0.05
74	3413	56	6806	59	0	-1.00	-1.00
75	52209	60	35884	70	0	0.54	0.54
76	2147	63	4188	74	0	-0.96	-0.96
77	27270	62	28538	65	0	-0.07	-0.07
78	362	56	839	60	0	-1.21	-1.21
79	98	55	157	57	0	-0.68	-0.68
80	447	55	829	56	0	-0.89	-0.89
81	195	53	411	55	0	-1.08	-1.08
82	151	54	244	56	0	-0.69	-0.69
83	1171	55	2547	58	0	-1.12	-1.12
84	173	57	314	58	0	-0.86	-0.86
85	543	58	888	60	0	-0.71	-0.71
86	1186	57	2827	58	0	-1.25	-1.25
87	354	56	708	58	0	-1.00	-1.00
88	2424	55	5508	58	0	-1.18	-1.18
89	51457	60	36294	64	0	0.50	0.50
90	178	57	389	62	0	-1.13	-1.13
91	920	57	1895	60	0	-1.04	-1.04
92	1039	56	2176	61	0	-1.07	-1.07
93	434	55	688	57	0	-0.66	-0.66
94	377	55	737	58	0	-0.97	-0.97
95	8566	56	13328	58	0	-0.64	-0.64
96	290	56	500	60	0	-0.79	-0.79
97	403	60	876	70	0	-1.12	-1.12
98	328	63	655	70	0	-1.00	-1.00
99	161	61	320	61	0	-0.99	-0.99
100	1498	57	4273	58	0	-1.51	-1.51
101	676	56	1435	58	0	-1.09	-1.09
102	3466	56	7191	57	0	-1.05	-1.05
103	1767	55	4026	57	0	-1.19	-1.19
104	163	56	273	59	0	-0.74	-0.74
105	13343	58	19399	61	0	-0.54	-0.54
106	145	56	278	59	0	-0.94	-0.94
107	986	55	1933	60	0	-0.97	-0.97
108	294	56	697	60	0	-1.25	-1.25
109	1134	55	2477	59	0	-1.13	-1.13
110	2824	57	5221	59	0	-0.89	-0.89
111	1657	59	3435	72	0	-1.05	-1.05
112	1567	57	2746	64	0	-0.81	-0.81
113	6014	59	11671	63	0	-0.96	-0.96
114	929	56	2297	62	0	-1.31	-1.31
115	412	56	786	59	0	-0.93	-0.93
116	883	56	1756	60	0	-0.99	-0.99
117	3713	57	7393	60	0	-0.99	-0.99
118	265	57	498	61	0	-0.91	-0.91
119	504	60	958	70	0	-0.93	-0.93
120	602	62	1550	68	0	-1.36	-1.36
121	516	59	1027	62	0	-0.99	-0.99
122	4137	58	7018	60	0	-0.76	-0.76
123	1570	55	3504	59	0	-1.16	-1.16
124	1297	55	3341	58	0	-1.37	-1.37
125	2244	56	4468	58	0	-0.99	-0.99
126	693	57	1271	59	0	-0.88	-0.88
127	884	56	1859	60	0	-1.07	-1.07
128	423	56	912	59	0	-1.11	-1.11
129	210	56	440	59	0	-1.07	-1.07
130	2435	56	4244	59	0	-0.80	-0.80
131	277	55	526	59	0	-0.93	-0.93
132	3811	57	7647	59	0	-1.00	-1.00
133	6485	58	12165	60	0	-0.91	-0.91
134	116	58	210	62	0	-0.86	-0.86
135	489	58	972	64	0	-0.99	-0.99
136	2601	57	5677	62	0	-1.13	-1.13
137	2074	57	3876	60	0	-0.90	-0.90
138	405	58	772	60	0	-0.93	-0.93
139	2922	59	5792	62	0	-0.99	-0.99
140	180	59	356	65	0	-0.98	-0.98
141	233	62	441	68	0	-0.92	-0.92
142	677	62	1257	67	0	-0.89	-0.89
143	1882	60	3282	64	0	-0.80	-0.80
144	14266	58	18984	62	0	-0.41	-0.41
145	1542	55	3538	59	0	-1.20	-1.20
146	246	55	483	57	0	-0.97	-0.97
147	742	57	1688	58	0	-1.19	-1.19
148	586	57	1186	57	0	-1.02	-1.02
149	634	55	1447	58	0	-1.19	-1.19
150	461	56	1109	59	0	-1.27	-1.27
151	714	56	1594	59	0	-1.16	-1.16
152	106	55	162	59	0	-0.61	-0.61
153	478	55	1149	58	0	-1.27	-1.27
154	557	58	1099	59	0	-0.98	-0.98
155	250	57	487	60	0	-0.96	-0.96
156	1598	55	3148	57	0	-0.98	-0.98
157	593	56	1137	62	0	-0.94	-0.94
158	683	58	1208	63	0	-0.82	-0.82
159	857	59	1557	67	0	-0.86	-0.86
160	2138	60	4327	65	0	-1.02	-1.02
161	1018	62	2056	75	0	-1.01	-1.01
162	785	65	1388	75	0	-0.82	-0.82
163	1254	67	2690	77	0	-1.10	-1.10
164	343	60	792	67	0	-1.21	-1.21
165	496	59	1123	64	0	-1.18	-1.18
166	410	58	785	61	0	-0.94	-0.94
167	17592	57	19799	61	0	-0.17	-0.17
168	275	56	582	57	0	-1.08	-1.08
169	568	56	1317	56	0	-1.21	-1.21
170	1075	55	2359	56	0	-1.13	-1.13
171	114	57	214	59	0	-0.91	-0.91
172	2910	57	6723	59	0	-1.21	-1.21
173	871	57	2212	59	0	-1.34	-1.34
174	1888	56	4271	58	0	-1.18	-1.18
175	143	58	285	60	0	-0.99	-0.99
176	1378	58	2798	61	0	-1.02	-1.02
177	4354	58	10619	61	0	-1.29	-1.29
178	285	56	332	57	0	-0.22	-0.22
179	862	55	1615	59	0	-0.91	-0.91
180	1180	59	2401	65	0	-1.02	-1.02
181	1468	61	2270	72	0	-0.63	-0.63
182	1003	63	2280	76	0	-1.18	-1.18
183	5139	66	9741	84	0	-0.92	-0.92
184	1399	68	2862	84	0	-1.03	-1.03
185	2423	70	5492	92	0	-1.18	-1.18
186	1562	64	3288	75	0	-1.07	-1.07
187	111	61	189	66	0	-0.77	-0.77
188	112	57	207	61	0	-0.89	-0.89
189	84	56	122	60	0	-0.54	-0.54
190	689	55	1459	58	0	-1.08	-1.08
191	1532	56	3710	57	0	-1.28	-1.28
192	4431	55	8409	58	0	-0.92	-0.92
193	200	56	434	59	0	-1.12	-1.12
194	54	56	57	59	-50		-0.08
195	58	58	55	59	-50		0.08
196	217	57	487	59	0	-1.17	-1.17
197	351	59	669	59	0	-0.93	-0.93
198	1319	58	3311	59	0	-1.33	-1.33
199	280	57	501	60	0	-0.84	-0.84
200	843	56	1523	59	0	-0.85	-0.85
201	533	57	956	63	0	-0.84	-0.84
202	2639	63	5443	71	0	-1.04	-1.04
203	273	62	493	72	0	-0.85	-0.85
204	216	61	368	75	0	-0.77	-0.77
205	64	66	68	77	-50		-0.09
206	63	66	77	78	-50		-0.29
207	57	63	75	71	-50		-0.40
208	59	62	69	76	-50		-0.23
209	657	65	1729	76	0	-1.40	-1.40
210	277	58	547	63	0	-0.98	-0.98
211	58	56	59	61	-50		-0.02
212	57	56	59	59	-50		-0.05
213	968	56	1773	58	0	-0.87	-0.87
214	103	55	184	58	0	-0.84	-0.84
215	2046	55	5142	57	0	-1.33	-1.33
216	1084	59	1821	61	0	-0.75	-0.75
217	59	60	58	62	-50		0.02
218	55	57	58	58	-50		-0.08
219	3301	57	8203	59	0	-1.31	-1.31
220	2104	56	4168	59	0	-0.99	-0.99
221	808	56	1608	59	0	-0.99	-0.99
222	244	57	468	60	0	-0.94	-0.94
223	759	59	1443	63	0	-0.93	-0.93
224	3136	62	6325	68	0	-1.01	-1.01
225	1356	64	2778	72	0	-1.03	-1.03
226	365	63	702	74	0	-0.94	-0.94
227	416	65	916	78	0	-1.14	-1.14
228	4833	64	9755	72	0	-1.01	-1.01
229	1088	59	2002	68	0	-0.88	-0.88
230	4467	64	9615	78	0	-1.11	-1.11
231	153	63	281	75	0	-0.88	-0.88
232	1573	60	3765	64	0	-1.26	-1.26
233	2923	60	6334	62	0	-1.12	-1.12
234	124	59	225	62	0	-0.86	-0.86
235	29614	59	27378	62	0	0.11	0.11
236	11542	58	21412	59	0	-0.89	-0.89
237	433	56	958	54	0	-1.15	-1.15
238	123	57	234	53	0	-0.93	-0.93
239	494	58	967	61	0	-0.97	-0.97
240	300	57	611	59	0	-1.03	-1.03
241	627	58	967	59	0	-0.63	-0.63
242	84	56	130	59	0	-0.63	-0.63
243	1111	57	1977	58	0	-0.83	-0.83
244	291	55	534	62	0	-0.88	-0.88
245	6324	57	13836	63	0	-1.13	-1.13
246	1317	61	2591	68	0	-0.98	-0.98
247	291	62	573	72	0	-0.98	-0.98
248	761	61	1583	72	0	-1.06	-1.06
249	1233	64	2518	81	0	-1.03	-1.03
250	733	63	1264	71	0	-0.79	-0.79
251	2728	62	6063	73	0	-1.15	-1.15
252	1329	70	2478	87	0	-0.90	-0.90
253	1620	65	3397	75	0	-1.07	-1.07
254	696	60	1610	63	0	-1.21	-1.21
255	278	59	675	59	0	-1.28	-1.28
256	187	56	428	61	0	-1.19	-1.19
257	3448	58	5776	59	0	-0.74	-0.74
258	673	57	1685	60	0	-1.32	-1.32
259	14691	56	18205	51	0	-0.31	-0.31
260	2749	58	4907	52	0	-0.84	-0.84
261	1075	57	2160	59	0	-1.01	-1.01
262	1209	57	3124	58	0	-1.37	-1.37
263	221	58	372	60	0	-0.75	-0.75
264	2263	59	5593	60	0	-1.31	-1.31
265	194	57	356	60	0	-0.88	-0.88
266	512	57	1118	63	0	-1.13	-1.13
267	706	58	1403	63	0	-0.99	-0.99
268	263	59	521	69	0	-0.99	-0.99
269	3147	61	5522	72	0	-0.81	-0.81
270	526	60	1131	75	0	-1.10	-1.10
271	423	62	942	79	0	-1.16	-1.16
272	1475	66	3473	81	0	-1.24	-1.24
273	650	68	1411	87	0	-1.12	-1.12
274	256	69	471	86	0	-0.88	-0.88
275	115	61	194	67	0	-0.75	-0.75
276	557	60	1329	63	0	-1.25	-1.25
277	86	57	130	60	0	-0.60	-0.60
278	202	56	454	60	0	-1.17	-1.17
279	442	57	1038	58	0	-1.23	-1.23
280	527	56	1054	57	0	-1.00	-1.00
281	456	57	991	54	0	-1.12	-1.12
282	11546	58	17892	58	0	-0.63	-0.63
283	92	56	142	57	0	-0.63	-0.63
284	231	57	432	58	0	-0.90	-0.90
285	643	57	1369	60	0	-1.09	-1.09
286	563	60	1084	61	0	-0.95	-0.95
287	1614	58	3845	60	0	-1.25	-1.25
288	2816	58	6502	61	0	-1.21	-1.21
289	611	57	1214	61	0	-0.99	-0.99
290	5071	57	7606	66	0	-0.58	-0.58
291	246	62	443	74	0	-0.85	-0.85
292	2101	64	5071	78	0	-1.27	-1.27
293	462	63	888	79	0	-0.94	-0.94
294	3600	63	7881	81	0	-1.13	-1.13
295	1024	64	2127	77	0	-1.05	-1.05
296	599	60	1281	72	0	-1.10	-1.10
297	242	57	501	62	0	-1.05	-1.05
298	717	58	1667	60	0	-1.22	-1.22
299	595	58	1250	60	0	-1.07	-1.07
300	304	56	631	58	0	-1.05	-1.05
301	384	56	804	59	0	-1.07	-1.07
302	2959	57	6759	58	0	-1.19	-1.19
303	144	56	256	59	0	-0.83	-0.83
304	86	57	117	58	0	-0.44	-0.44
305	206	57	374	58	0	-0.86	-0.86
306	1828	59	2766	60	0	-0.60	-0.60
307	454	59	892	61	0	-0.97	-0.97
308	109	56	150	61	0	-0.46	-0.46
309	406	57	795	62	0	-0.97	-0.97
310	1733	56	4041	61	0	-1.22	-1.22
311	2210	57	4321	63	0	-0.97	-0.97
312	3332	57	8203	63	0	-1.30	-1.30
313	237	62	484	71	0	-1.03	-1.03
314	3831	64	7988	77	0	-1.06	-1.06
315	519	64	1070	82	0	-1.04	-1.04
316	25818	62	25877	77	0	-0.00	-0.00
317	203	60	352	65	0	-0.79	-0.79
318	546	60	1003	67	0	-0.88	-0.88
319	448	59	965	64	0	-1.11	-1.11
320	110	57	180	59	0	-0.71	-0.71
321	557	60	1042	62	0	-0.90	-0.90
322	165	58	314	60	0	-0.93	-0.93
323	2848	57	6679	59	0	-1.23	-1.23
324	488	58	887	61	0	-0.86	-0.86
325	1889	57	4987	60	0	-1.40	-1.40
326	265	57	513	60	0	-0.95	-0.95
327	2892	56	7292	59	0	-1.33	-1.33
328	391	57	962	60	0	-1.30	-1.30
329	110	56	185	59	0	-0.75	-0.75
330	325	57	637	60	0	-0.97	-0.97
331	91	55	133	59	-100		-0.55
332	1506	56	3405	61	0	-1.18	-1.18
333	2848	57	6430	62	0	-1.17	-1.17
334	2703	55	5290	57	0	-0.97	-0.97
335	520	57	1070	61	0	-1.04	-1.04
336	216	62	354	66	0	-0.71	-0.71
337	358	59	663	66	0	-0.89	-0.89
338	138	59	256	67	0	-0.89	-0.89
339	141	59	281	65	0	-0.99	-0.99
340	3604	58	9791	65	0	-1.44	-1.44
341	843	60	1551	66	0	-0.88	-0.88
342	638	58	1953	64	0	-1.61	-1.61
343	715	61	1572	65	0	-1.14	-1.14
344	376	62	836	63	0	-1.15	-1.15
345	12278	58	19805	61	0	-0.69	-0.69
346	526	56	1014	59	0	-0.95	-0.95
347	899	58	2087	60	0	-1.22	-1.22
348	1035	58	2597	60	0	-1.33	-1.33
349	495	56	1029	60	0	-1.06	-1.06
350	776	56	1674	59	0	-1.11	-1.11
351	257	56	437	58	0	-0.77	-0.77
352	2224	56	3836	59	0	-0.79	-0.79
353	371	55	669	58	0	-0.85	-0.85
354	486	56	1083	58	0	-1.16	-1.16
355	556	55	1112	60	0	-1.00	-1.00
356	439	56	925	55	0	-1.08	-1.08
357	632	57	1456	57	0	-1.20	-1.20
358	485	58	948	63	0	-0.97	-0.97
359	429	58	844	61	0	-0.98	-0.98
360	2023	59	3868	66	0	-0.94	-0.94
361	616	58	1303	65	0	-1.08	-1.08
362	398	57	833	62	0	-1.07	-1.07
363	821	61	1854	67	0	-1.18	-1.18
364	672	61	1572	73	0	-1.23	-1.23
365	437	61	944	67	0	-1.11	-1.11
366	575	62	1366	63	0	-1.25	-1.25
367	233	59	529	61	0	-1.18	-1.18
368	1570	56	2670	59	0	-0.77	-0.77
369	692	56	1692	58	0	-1.29	-1.29
370	1768	58	3647	60	0	-1.04	-1.04
371	931	59	1881	64	0	-1.01	-1.01
372	2172	59	4356	62	0	-1.00	-1.00
373	1689	57	4571	60	0	-1.44	-1.44
374	448	54	937	57	0	-1.06	-1.06
375	117	55	206	57	0	-0.82	-0.82
376	1407	56	3486	58	0	-1.31	-1.31
377	938	54	1893	58	0	-1.01	-1.01
378	514	54	1016	57	0	-0.98	-0.98
379	629	55	1328	59	0	-1.08	-1.08
380	2580	57	6925	63	0	-1.42	-1.42
381	1088	58	2302	66	0	-1.08	-1.08
382	1780	59	3670	68	0	-1.04	-1.04
383	507	58	1366	63	0	-1.43	-1.43
384	365	59	837	63	0	-1.20	-1.20
385	562	61	1197	66	0	-1.09	-1.09
386	1226	60	3024	67	0	-1.30	-1.30
387	425	58	971	62	0	-1.19	-1.19
388	399	59	829	62	0	-1.05	-1.05
389	2221	57	5898	60	0	-1.41	-1.41
390	264	58	456	62	0	-0.79	-0.79
391	167	57	322	61	0	-0.95	-0.95
392	251	58	528	61	0	-1.07	-1.07
393	2093	60	4615	61	0	-1.14	-1.14
394	219	58	410	63	0	-0.90	-0.90
395	423	59	886	62	0	-1.07	-1.07
396	474	55	1184	60	0	-1.32	-1.32
397	2607	56	5823	58	0	-1.16	-1.16
398	510	56	1007	60	0	-0.98	-0.98
399	112	55	189	57	0	-0.75	-0.75
400	478	58	853	63	0	-0.84	-0.84
401	4362	58	12846	59	0	-1.56	-1.56
402	514	57	1067	62	0	-1.05	-1.05
403	449	59	1023	64	0	-1.19	-1.19
404	288	61	600	66	0	-1.06	-1.06
405	836	59	1844	63	0	-1.14	-1.14
406	448	58	855	64	0	-0.93	-0.93
407	93	59	166	63	0	-0.84	-0.84
408	379	59	837	64	0	-1.14	-1.14
409	1111	61	2684	63	0	-1.27	-1.27
410	2476	62	6888	64	0	-1.48	-1.48
411	555	58	1306	63	0	-1.23	-1.23
412	3521	60	7147	64	0	-1.02	-1.02
413	123	58	212	63	0	-0.79	-0.79
414	154	58	301	63	0	-0.97	-0.97
415	2531	62	5835	65	0	-1.21	-1.21
416	3778	60	8323	66	0	-1.14	-1.14
417	292	60	599	63	0	-1.04	-1.04
418	678	58	1571	63	0	-1.21	-1.21
419	511	57	939	58	0	-0.88	-0.88
420	1576	56	3898	60	0	-1.31	-1.31
421	4068	56	7966	56	0	-0.97	-0.97
422	703	58	1487	60	0	-1.08	-1.08
423	2418	58	4156	59	0	-0.78	-0.78
424	121	57	221	62	0	-0.87	-0.87
425	160	58	342	63	0	-1.10	-1.10
426	122	59	230	61	0	-0.91	-0.91
427	73	58	99	62	-75		-0.44
428	73	59	107	65	-75		-0.55
429	79	60	104	66	-75		-0.40
430	81	60	101	67	-75		-0.32
431	72	60	92	67	-75		-0.35
432	5081	62	10748	66	-75		-1.08
433	67	60	86	64	-75		-0.36
434	71	58	83	63	-75		-0.23
435	64	57	84	64	-75		-0.39
436	64	58	83	62	-75		-0.38
437	67	60	81	64	-75		-0.27
438	60	60	81	64	-75		-0.43
439	67	60	81	64	-75		-0.27
440	68	61	82	64	-75		-0.27
441	66	56	81	58	-75		-0.30
442	60	56	77	59	-75		-0.36
443	60	53	72	48	-75		-0.26
444	72	52	88	49	-75		-0.29
445	56	55	76	57	-75		-0.44
446	69	56	86	59	-75		-0.32
447	66	58	86	63	-75		-0.38
448	63	59	91	64	-75		-0.53
449	69	58	85	61	-75		-0.30
450	62	57	82	64	-75		-0.40
451	70	60	109	66	-75		-0.64
452	84	64	101	68	-75		-0.27
453	68	60	98	68	-75		-0.53
454	61	59	71	62	-75		-0.22
455	72	60	88	67	-75		-0.29
456	67	61	82	66	-75		-0.29
457	236	60	411	65	0	-0.80	-0.80
458	59	61	64	66	-50		-0.12
459	1541	60	4832	66	0	-1.65	-1.65
460	3545	58	8618	64	0	-1.28	-1.28
461	208	61	438	66	0	-1.07	-1.07
462	13636	61	17800	65	0	-0.38	-0.38
463	372	56	729	61	0	-0.97	-0.97
464	466	55	1536	60	0	-1.72	-1.72
465	2890	56	6919	61	0	-1.26	-1.26
466	19999	58	25933	63	0	-0.37	-0.37
467	355	62	625	75	0	-0.82	-0.82
468	18433	57	20360	63	0	-0.14	-0.14
469	269	57	586	60	0	-1.12	-1.12
470	61	59	64	65	-50		-0.07
471	1683	61	6106	66	0	-1.86	-1.86
472	13633	61	22813	69	0	-0.74	-0.74
473	321	62	751	69	0	-1.23	-1.23
474	18144	63	19762	70	0	-0.12	-0.12
475	242	59	473	67	0	-0.97	-0.97
476	299	59	920	66	0	-1.62	-1.62
477	1599	61	5080	71	0	-1.67	-1.67
478	10271	61	18462	70	0	-0.85	-0.85
479	153	63	276	72	0	-0.85	-0.85
480	14236	63	18889	72	0	-0.41	-0.41
481	64	60	71	68	-50		-0.15
482	63	61	71	69	-50		-0.17
483	58	59	62	65	-50		-0.10
484	56	60	71	65	-50		-0.34
485	360	57	737	61	0	-1.03	-1.03
486	385	59	1276	63	0	-1.73	-1.73
487	2390	59	6875	60	0	-1.52	-1.52
488	16831	59	20720	61	0	-0.30	-0.30
489	382	60	782	61	0	-1.03	-1.03
490	21753	61	11371	63	0	0.94	0.94
491	500	62	847	62	0	-0.76	-0.76
492	415	60	1088	63	0	-1.39	-1.39
493	2366	61	5070	63	0	-1.10	-1.10
494	13578	62	14140	63	0	-0.06	-0.06
495	277	60	401	62	0	-0.53	-0.53
496	18133	61	9381	64	0	0.95	0.95
497	378	60	717	63	0	-0.92	-0.92
498	318	60	904	63	0	-1.51	-1.51
499	2282	62	5395	62	0	-1.24	-1.24
500	13665	61	14775	63	0	-0.11	-0.11
501	174	62	255	62	0	-0.55	-0.55
502	12573	65	12591	62	0	-0.00	-0.00
503	289	66	396	64	0	-0.45	-0.45
504	312	64	915	61	0	-1.55	-1.55
505	2199	62	5896	64	0	-1.42	-1.42
506	12533	61	11680	62	0	0.10	0.10
507	539	56	1185	61	0	-1.14	-1.14
508	24586	59	13478	62	0	0.87	0.87
509	1647	57	3649	59	0	-1.15	-1.15
510	1432	57	3083	59	0	-1.11	-1.11
511	422	58	845	61	0	-1.00	-1.00
512	462	60	907	61	0	-0.97	-0.97
