^SAMPLE = GSM182253
!Sample_title = Saccharomyces cerevisiae MA-A3 MA-A1
!Sample_geo_accession = GSM182253
!Sample_status = Public on Jun 01 2007
!Sample_submission_date = Apr 16 2007
!Sample_last_update_date = Jun 01 2007
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = Saccharomyces cerevisiae MA-A3
!Sample_organism_ch1 = Saccharomyces cerevisiae
!Sample_taxid_ch1 = 4932
!Sample_characteristics_ch1 = Saccharomyces cerevisiae MA-A3
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = Genisphere 3DNA System
!Sample_source_name_ch2 = Saccharomyces cerevisiae MA-A1
!Sample_organism_ch2 = Saccharomyces cerevisiae
!Sample_taxid_ch2 = 4932
!Sample_characteristics_ch2 = Saccharomyces cerevisiae MA-A1
!Sample_molecule_ch2 = total RNA
!Sample_extract_protocol_ch2 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = Genisphere 3DNA System
!Sample_hyb_protocol = Genisphere 3DNA System
!Sample_scan_protocol = Axon scnanner and Genepix
!Sample_description = see Landry et al.
!Sample_data_processing = Spots of bad quality were given negative flags
!Sample_platform_id = GPL5092
!Sample_contact_name = Christian,,Landry
!Sample_contact_email = clandry@post.harvard.edu
!Sample_contact_laboratory = Hartl Laboratory
!Sample_contact_department = OEB
!Sample_contact_institute = Harvard University
!Sample_contact_address = 16 Divinity avenue
!Sample_contact_city = Cambridge
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02138
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7537
!Sample_data_row_count = 7744
#ID_REF = Platform ID
#F635_Median = median spot intensity at 635
#B635_Median = median background intensity at 635
#F532_Median = median spot intensity at 532
#B532_Median = median background intensity at 532
#Flags = zero signififies pass, less than zero is a bad spot
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = log ratio of median F635 divided by F532
!sample_table_begin
ID_REF	F635_Median	B635_Median	F532_Median	B532_Median	Flags	VALUE	UNF_VALUE
54	963	44	1288	75	0	-0.42	-0.42
55	2563	43	3105	74	0	-0.28	-0.28
56	5552	42	10532	72	0	-0.92	-0.92
57	1730	43	1740	71	0	-0.01	-0.01
58	2636	43	3986	73	0	-0.60	-0.60
59	1047	43	1306	72	0	-0.32	-0.32
60	1122	42	1298	70	0	-0.21	-0.21
61	1279	42	1567	72	0	-0.29	-0.29
62	1257	43	1443	72	0	-0.20	-0.20
63	823	44	1065	72	0	-0.37	-0.37
64	271	42	325	74	0	-0.26	-0.26
65	1916	43	2269	74	0	-0.24	-0.24
66	866	42	1147	70	0	-0.41	-0.41
67	413	39	665	69	0	-0.69	-0.69
68	296	38	523	67	0	-0.82	-0.82
69	241	39	357	67	0	-0.57	-0.57
70	675	39	1084	69	0	-0.68	-0.68
71	5621	42	5332	71	0	0.08	0.08
72	1537	44	1852	75	0	-0.27	-0.27
73	21241	46	32053	76	0	-0.59	-0.59
74	3648	47	7067	78	0	-0.95	-0.95
75	26908	46	45425	78	0	-0.76	-0.76
76	3105	47	3981	80	0	-0.36	-0.36
77	22267	46	28853	77	0	-0.37	-0.37
78	502	43	755	73	0	-0.59	-0.59
79	127	44	165	71	0	-0.38	-0.38
80	471	43	743	72	0	-0.66	-0.66
81	359	43	459	72	0	-0.35	-0.35
82	230	44	317	71	0	-0.46	-0.46
83	2217	43	1885	71	0	0.23	0.23
84	333	43	359	72	0	-0.11	-0.11
85	828	44	1097	73	0	-0.41	-0.41
86	2345	42	2445	74	0	-0.06	-0.06
87	597	42	768	74	0	-0.36	-0.36
88	3710	43	6560	72	0	-0.82	-0.82
89	31895	41	49335	70	0	-0.63	-0.63
90	320	39	407	69	0	-0.35	-0.35
91	1209	40	1597	68	0	-0.40	-0.40
92	1851	39	1922	70	0	-0.05	-0.05
93	1262	41	951	72	0	0.41	0.41
94	568	41	764	71	0	-0.43	-0.43
95	10887	40	12667	71	0	-0.22	-0.22
96	294	42	447	73	0	-0.60	-0.60
97	671	43	785	75	0	-0.23	-0.23
98	404	45	538	77	0	-0.41	-0.41
99	260	44	363	75	0	-0.48	-0.48
100	2071	44	2248	73	0	-0.12	-0.12
101	1153	43	1335	73	0	-0.21	-0.21
102	3777	43	4349	73	0	-0.20	-0.20
103	2611	45	2991	75	0	-0.20	-0.20
104	230	44	281	74	0	-0.29	-0.29
105	17369	43	16861	73	0	0.04	0.04
106	229	43	280	72	0	-0.29	-0.29
107	1755	43	2344	74	0	-0.42	-0.42
108	518	44	631	74	0	-0.28	-0.28
109	2583	43	2465	75	0	0.07	0.07
110	5169	43	4828	73	0	0.10	0.10
111	2135	40	2855	68	0	-0.42	-0.42
112	2480	40	3028	67	0	-0.29	-0.29
113	6628	39	8149	68	0	-0.30	-0.30
114	1158	40	1485	71	0	-0.36	-0.36
115	723	41	788	72	0	-0.12	-0.12
116	1123	40	1764	70	0	-0.65	-0.65
117	6255	39	6251	71	0	0.00	0.00
118	450	40	553	72	0	-0.30	-0.30
119	738	41	1030	71	0	-0.48	-0.48
120	623	42	978	72	0	-0.65	-0.65
121	604	43	866	72	0	-0.52	-0.52
122	3984	45	8500	73	0	-1.09	-1.09
123	3062	43	3798	72	0	-0.31	-0.31
124	1953	42	2013	72	0	-0.04	-0.04
125	3513	44	4387	73	0	-0.32	-0.32
126	1084	42	1582	71	0	-0.55	-0.55
127	1773	43	2085	71	0	-0.23	-0.23
128	843	43	1051	71	0	-0.32	-0.32
129	375	43	477	73	0	-0.35	-0.35
130	3693	43	4595	74	0	-0.32	-0.32
131	477	43	663	76	0	-0.48	-0.48
132	5181	45	6347	74	0	-0.29	-0.29
133	8900	39	11275	68	0	-0.34	-0.34
134	130	39	215	67	0	-0.73	-0.73
135	700	40	1241	71	0	-0.83	-0.83
136	3015	41	4543	72	0	-0.59	-0.59
137	2683	41	3992	72	0	-0.57	-0.57
138	629	41	875	68	0	-0.48	-0.48
139	3622	40	4935	70	0	-0.45	-0.45
140	309	41	380	72	0	-0.30	-0.30
141	289	41	398	71	0	-0.46	-0.46
142	851	41	1231	71	0	-0.53	-0.53
143	3735	42	4087	72	0	-0.13	-0.13
144	10763	44	20825	73	0	-0.95	-0.95
145	2513	44	2968	74	0	-0.24	-0.24
146	413	43	512	72	0	-0.31	-0.31
147	1110	43	1522	73	0	-0.46	-0.46
148	887	44	1329	73	0	-0.58	-0.58
149	865	44	1256	72	0	-0.54	-0.54
150	922	44	1021	72	0	-0.15	-0.15
151	1251	44	1792	74	0	-0.52	-0.52
152	111	43	147	74	0	-0.41	-0.41
153	887	44	1265	75	0	-0.51	-0.51
154	890	46	1242	77	0	-0.48	-0.48
155	391	39	450	67	0	-0.20	-0.20
156	2107	40	2537	67	0	-0.27	-0.27
157	895	41	1122	72	0	-0.33	-0.33
158	870	41	1217	71	0	-0.48	-0.48
159	1202	40	1644	69	0	-0.45	-0.45
160	2913	40	4400	68	0	-0.59	-0.59
161	1623	41	2415	69	0	-0.57	-0.57
162	1455	41	1492	70	0	-0.04	-0.04
163	2079	41	2521	71	0	-0.28	-0.28
164	474	42	776	70	0	-0.71	-0.71
165	826	42	1038	71	0	-0.33	-0.33
166	1063	44	858	74	0	0.31	0.31
167	14459	43	25614	75	0	-0.82	-0.82
168	479	43	660	73	0	-0.46	-0.46
169	886	43	1239	73	0	-0.48	-0.48
170	2242	44	2698	75	0	-0.27	-0.27
171	176	44	231	74	0	-0.39	-0.39
172	3512	44	4313	71	0	-0.30	-0.30
173	1423	43	1991	74	0	-0.48	-0.48
174	3431	43	4416	72	0	-0.36	-0.36
175	238	44	347	74	0	-0.54	-0.54
176	2456	43	3234	74	0	-0.40	-0.40
177	4774	40	6515	65	0	-0.45	-0.45
178	550	40	613	66	0	-0.16	-0.16
179	1301	39	1756	68	0	-0.43	-0.43
180	1603	40	2273	67	0	-0.50	-0.50
181	2283	40	3348	68	0	-0.55	-0.55
182	1376	40	1825	68	0	-0.41	-0.41
183	5896	40	8539	69	0	-0.53	-0.53
184	1494	41	2488	69	0	-0.74	-0.74
185	4680	40	5176	70	0	-0.15	-0.15
186	2336	41	3743	71	0	-0.68	-0.68
187	140	41	193	71	0	-0.46	-0.46
188	168	43	229	71	0	-0.45	-0.45
189	106	44	161	71	0	-0.60	-0.60
190	1152	43	1455	73	0	-0.34	-0.34
191	2343	42	2919	73	0	-0.32	-0.32
192	4964	42	7059	73	0	-0.51	-0.51
193	338	43	528	72	0	-0.64	-0.64
194	43	44	72	71	-50		-0.74
195	44	43	73	74	-50		-0.73
196	375	43	499	73	0	-0.41	-0.41
197	666	43	860	75	0	-0.37	-0.37
198	2414	42	3348	74	0	-0.47	-0.47
199	401	39	559	65	0	-0.48	-0.48
200	1146	39	1756	66	0	-0.62	-0.62
201	997	39	1040	68	0	-0.06	-0.06
202	3210	38	6408	67	0	-1.00	-1.00
203	277	38	416	66	0	-0.59	-0.59
204	210	40	333	67	0	-0.67	-0.67
205	39	40	71	70	-50		-0.86
206	40	40	66	70	-50		-0.72
207	39	40	69	69	-50		-0.82
208	39	40	66	69	-50		-0.76
209	780	41	1358	70	0	-0.80	-0.80
210	333	43	596	72	0	-0.84	-0.84
211	44	45	72	73	-50		-0.71
212	41	43	70	72	-50		-0.77
213	1641	43	2287	73	0	-0.48	-0.48
214	184	43	257	72	0	-0.48	-0.48
215	3296	43	4064	72	0	-0.30	-0.30
216	1527	44	2126	72	0	-0.48	-0.48
217	42	44	72	73	-50		-0.78
218	43	43	70	74	-50		-0.70
219	4819	43	5808	73	0	-0.27	-0.27
220	2923	42	4341	72	0	-0.57	-0.57
221	1290	42	1630	68	0	-0.34	-0.34
222	359	39	493	66	0	-0.46	-0.46
223	1691	39	1649	68	0	0.04	0.04
224	5223	39	6320	67	0	-0.28	-0.28
225	2063	39	2885	67	0	-0.48	-0.48
226	546	40	749	67	0	-0.46	-0.46
227	593	40	904	68	0	-0.61	-0.61
228	5202	41	7391	68	0	-0.51	-0.51
229	1836	41	2487	70	0	-0.44	-0.44
230	4912	41	6701	70	0	-0.45	-0.45
231	152	41	228	71	0	-0.58	-0.58
232	1752	43	2226	74	0	-0.35	-0.35
233	4352	46	5254	77	0	-0.27	-0.27
234	236	44	298	73	0	-0.34	-0.34
235	25107	45	36365	75	0	-0.53	-0.53
236	17844	45	21833	75	0	-0.29	-0.29
237	809	44	1169	75	0	-0.53	-0.53
238	210	44	263	72	0	-0.32	-0.32
239	792	43	1126	72	0	-0.51	-0.51
240	306	42	557	71	0	-0.86	-0.86
241	2520	43	1549	72	0	0.70	0.70
242	90	43	139	70	0	-0.63	-0.63
243	1813	52	2741	86	0	-0.60	-0.60
244	490	39	585	66	0	-0.26	-0.26
245	8183	39	9845	67	0	-0.27	-0.27
246	1717	39	2639	66	0	-0.62	-0.62
247	355	39	451	67	0	-0.35	-0.35
248	1132	40	1639	67	0	-0.53	-0.53
249	2226	40	3207	68	0	-0.53	-0.53
250	915	41	1452	69	0	-0.67	-0.67
251	4636	42	4889	68	0	-0.08	-0.08
252	2010	41	2970	67	0	-0.56	-0.56
253	1939	41	2764	70	0	-0.51	-0.51
254	860	43	1442	70	0	-0.75	-0.75
255	381	44	892	71	0	-1.23	-1.23
256	386	43	492	71	0	-0.35	-0.35
257	6136	44	6435	71	0	-0.07	-0.07
258	1173	43	1798	72	0	-0.62	-0.62
259	13060	44	23935	73	0	-0.87	-0.87
260	4673	45	6134	74	0	-0.39	-0.39
261	1410	44	1949	74	0	-0.47	-0.47
262	2274	43	3092	71	0	-0.44	-0.44
263	331	45	498	73	0	-0.59	-0.59
264	3825	43	5167	72	0	-0.43	-0.43
265	364	62	658	95	0	-0.85	-0.85
266	925	41	1422	68	0	-0.62	-0.62
267	1156	39	2091	67	0	-0.86	-0.86
268	427	40	667	68	0	-0.64	-0.64
269	3000	40	8403	69	0	-1.49	-1.49
270	635	40	1179	67	0	-0.89	-0.89
271	701	39	1261	69	0	-0.85	-0.85
272	2003	40	3286	68	0	-0.71	-0.71
273	1408	40	2185	68	0	-0.63	-0.63
274	234	41	470	69	0	-1.01	-1.01
275	132	42	235	68	0	-0.83	-0.83
276	757	44	1531	71	0	-1.02	-1.02
277	115	42	178	69	0	-0.63	-0.63
278	364	42	643	70	0	-0.82	-0.82
279	764	43	1381	69	0	-0.85	-0.85
280	997	42	1648	70	0	-0.73	-0.73
281	757	43	1364	71	0	-0.85	-0.85
282	9858	44	20830	70	0	-1.08	-1.08
283	81	44	152	73	0	-0.91	-0.91
284	456	43	633	73	0	-0.47	-0.47
285	1003	43	1837	74	0	-0.87	-0.87
286	1255	43	1640	73	0	-0.39	-0.39
287	2250	58	3554	91	0	-0.66	-0.66
288	3918	42	7682	70	0	-0.97	-0.97
289	634	40	910	69	0	-0.52	-0.52
290	4209	39	8976	69	0	-1.09	-1.09
291	384	39	414	68	0	-0.11	-0.11
292	3895	41	3124	67	0	0.32	0.32
293	1037	39	994	68	0	0.06	0.06
294	5916	40	6675	70	0	-0.17	-0.17
295	1945	40	2023	71	0	-0.06	-0.06
296	1394	42	1310	71	0	0.09	0.09
297	717	45	657	74	0	0.13	0.13
298	2102	48	1716	77	0	0.29	0.29
299	1290	44	1310	72	0	-0.02	-0.02
300	794	43	748	72	0	0.09	0.09
301	953	43	979	71	0	-0.04	-0.04
302	3467	43	4255	70	0	-0.30	-0.30
303	301	42	333	72	0	-0.15	-0.15
304	134	43	186	71	0	-0.47	-0.47
305	488	42	442	71	0	0.14	0.14
306	5035	43	3744	72	0	0.43	0.43
307	1130	43	1133	72	0	-0.00	-0.00
308	191	44	222	74	0	-0.22	-0.22
309	915	47	843	78	0	0.12	0.12
310	3093	43	2676	71	0	0.21	0.21
311	4489	42	4178	71	0	0.10	0.10
312	5917	43	5799	74	0	0.03	0.03
313	532	42	488	71	0	0.12	0.12
314	5659	40	6381	68	0	-0.17	-0.17
315	1113	42	968	70	0	0.20	0.20
316	21395	42	27107	71	0	-0.34	-0.34
317	386	42	439	71	0	-0.19	-0.19
318	1137	43	1271	73	0	-0.16	-0.16
319	1145	44	1186	73	0	-0.05	-0.05
320	229	45	289	74	0	-0.34	-0.34
321	1633	44	1002	73	0	0.70	0.70
322	448	44	345	72	0	0.38	0.38
323	9738	43	5517	73	0	0.82	0.82
324	1090	43	1351	71	0	-0.31	-0.31
325	4835	43	4103	73	0	0.24	0.24
326	688	43	595	72	0	0.21	0.21
327	6397	43	5794	70	0	0.14	0.14
328	747	42	733	70	0	0.03	0.03
329	204	43	223	72	0	-0.13	-0.13
330	907	43	714	72	0	0.35	0.35
331	97	44	135	74	0	-0.48	-0.48
332	4299	41	3704	72	0	0.21	0.21
333	6599	43	5173	72	0	0.35	0.35
334	6549	48	5679	79	0	0.21	0.21
335	1220	45	1042	77	0	0.23	0.23
336	694	41	741	69	0	-0.09	-0.09
337	489	41	735	67	0	-0.59	-0.59
338	303	44	407	70	-50		-0.43
339	159	42	295	68	0	-0.89	-0.89
340	4279	44	6794	69	0	-0.67	-0.67
341	1447	43	2163	72	0	-0.58	-0.58
342	898	43	1208	73	0	-0.43	-0.43
343	1077	45	1710	74	0	-0.67	-0.67
344	657	43	1017	73	0	-0.63	-0.63
345	19910	44	20516	73	0	-0.04	-0.04
346	723	43	1047	70	0	-0.53	-0.53
347	1702	43	1950	70	0	-0.20	-0.20
348	1891	43	1995	71	0	-0.08	-0.08
349	769	42	947	71	0	-0.30	-0.30
350	1281	42	1548	70	0	-0.27	-0.27
351	473	43	605	72	0	-0.36	-0.36
352	3726	43	5185	72	0	-0.48	-0.48
353	572	42	794	69	0	-0.47	-0.47
354	1067	40	1179	69	0	-0.14	-0.14
355	799	40	1118	68	0	-0.48	-0.48
356	642	41	966	70	0	-0.59	-0.59
357	892	41	1250	74	0	-0.49	-0.49
358	804	41	1158	70	0	-0.53	-0.53
359	1266	40	1011	67	0	0.32	0.32
360	2209	42	3630	68	0	-0.72	-0.72
361	738	41	1341	68	0	-0.86	-0.86
362	547	42	734	68	0	-0.42	-0.42
363	1023	43	1515	71	0	-0.57	-0.57
364	969	44	1401	72	0	-0.53	-0.53
365	779	43	1124	72	0	-0.53	-0.53
366	1035	42	1613	73	0	-0.64	-0.64
367	440	43	573	71	0	-0.38	-0.38
368	2415	42	3641	69	0	-0.59	-0.59
369	1198	43	1563	68	0	-0.38	-0.38
370	2455	43	3475	71	0	-0.50	-0.50
371	2054	43	2150	73	0	-0.07	-0.07
372	3396	44	4712	71	0	-0.47	-0.47
373	2719	43	3410	71	0	-0.33	-0.33
374	1124	43	1245	71	0	-0.15	-0.15
375	137	39	195	67	0	-0.51	-0.51
376	2254	39	3329	69	0	-0.56	-0.56
377	1253	40	1738	68	0	-0.47	-0.47
378	727	39	1084	68	0	-0.58	-0.58
379	864	40	1281	72	0	-0.57	-0.57
380	3764	41	4133	68	0	-0.13	-0.13
381	1086	41	1788	67	0	-0.72	-0.72
382	2548	40	3948	68	0	-0.63	-0.63
383	778	41	1164	69	0	-0.58	-0.58
384	620	41	860	68	0	-0.47	-0.47
385	822	41	1117	69	0	-0.44	-0.44
386	1542	43	2657	70	0	-0.78	-0.78
387	723	44	1081	71	0	-0.58	-0.58
388	1178	43	1234	72	0	-0.07	-0.07
389	3441	42	4381	69	0	-0.35	-0.35
390	368	43	494	70	0	-0.42	-0.42
391	321	43	403	70	0	-0.33	-0.33
392	513	43	666	71	0	-0.38	-0.38
393	4071	43	4090	71	0	-0.01	-0.01
394	371	43	468	69	0	-0.34	-0.34
395	1061	43	1255	69	0	-0.24	-0.24
396	851	43	1089	71	0	-0.36	-0.36
397	4045	40	4837	69	0	-0.26	-0.26
398	902	39	1232	70	0	-0.45	-0.45
399	140	40	212	70	0	-0.60	-0.60
400	632	41	912	69	0	-0.53	-0.53
401	5570	41	7838	70	0	-0.49	-0.49
402	743	41	1173	70	0	-0.66	-0.66
403	728	41	1074	69	0	-0.56	-0.56
404	396	41	596	69	0	-0.59	-0.59
405	1448	41	2095	70	0	-0.53	-0.53
406	753	42	908	69	0	-0.27	-0.27
407	140	41	181	69	0	-0.37	-0.37
408	912	42	906	70	0	0.01	0.01
409	2096	43	2694	70	0	-0.36	-0.36
410	3520	44	7075	70	0	-1.01	-1.01
411	966	42	1214	67	0	-0.33	-0.33
412	9026	42	5930	69	0	0.61	0.61
413	189	43	218	70	0	-0.21	-0.21
414	352	43	423	73	0	-0.27	-0.27
415	4497	44	6346	72	0	-0.50	-0.50
416	6011	44	8034	70	0	-0.42	-0.42
417	520	42	751	69	0	-0.53	-0.53
418	1890	43	2114	71	0	-0.16	-0.16
419	828	39	1175	69	0	-0.50	-0.50
420	2100	40	3284	70	0	-0.65	-0.65
421	6607	41	8912	71	0	-0.43	-0.43
422	1027	40	1668	70	0	-0.70	-0.70
423	3561	42	3422	70	0	0.06	0.06
424	174	41	231	72	0	-0.41	-0.41
425	171	40	279	70	0	-0.71	-0.71
426	162	42	238	68	0	-0.55	-0.55
427	62	41	101	67	-75		-0.70
428	67	41	117	68	-75		-0.80
429	73	40	104	69	-75		-0.51
430	62	41	101	68	-75		-0.70
431	78	42	106	70	-75		-0.44
432	8862	43	13253	69	-75		-0.58
433	64	42	96	67	-75		-0.58
434	64	42	95	69	-75		-0.57
435	66	42	87	68	-75		-0.40
436	62	43	103	71	-75		-0.73
437	52	42	85	71	-75		-0.71
438	61	42	88	69	-75		-0.53
439	76	41	116	69	-75		-0.61
440	94	43	129	71	-75		-0.46
441	55	39	89	68	-75		-0.69
442	60	39	95	66	-75		-0.66
443	67	39	109	68	-75		-0.70
444	85	40	144	69	-75		-0.76
445	77	41	100	71	-75		-0.38
446	68	42	96	69	-75		-0.50
447	57	40	83	69	-75		-0.54
448	59	40	102	68	-75		-0.79
449	79	40	135	67	-75		-0.77
450	54	42	85	68	-75		-0.65
451	56	41	94	69	-75		-0.75
452	58	42	86	69	-75		-0.57
453	68	42	96	70	-75		-0.50
454	59	42	90	70	-75		-0.61
455	55	42	78	69	-75		-0.50
456	72	42	95	69	-75		-0.40
457	315	43	496	70	0	-0.65	-0.65
458	43	43	68	71	-50		-0.66
459	2859	43	3827	74	0	-0.42	-0.42
460	5979	42	8457	72	0	-0.50	-0.50
461	347	42	511	70	0	-0.56	-0.56
462	12164	43	23493	71	0	-0.95	-0.95
463	610	40	839	70	0	-0.46	-0.46
464	577	39	546	71	0	0.08	0.08
465	4052	42	4923	74	0	-0.28	-0.28
466	19143	42	26372	72	0	-0.46	-0.46
467	499	42	763	74	0	-0.61	-0.61
468	11412	43	25181	73	0	-1.14	-1.14
469	458	42	654	72	0	-0.51	-0.51
470	45	43	76	71	-50		-0.76
471	3195	44	4334	71	0	-0.44	-0.44
472	20908	43	20658	72	0	0.02	0.02
473	481	44	770	72	0	-0.68	-0.68
474	10786	43	23036	73	0	-1.09	-1.09
475	266	42	479	73	0	-0.85	-0.85
476	290	43	315	72	0	-0.12	-0.12
477	2722	44	3821	71	0	-0.49	-0.49
478	12917	43	16352	71	0	-0.34	-0.34
479	258	44	393	74	0	-0.61	-0.61
480	10869	44	23177	74	0	-1.09	-1.09
481	44	43	74	74	-50		-0.75
482	47	44	77	74	-50		-0.71
483	45	43	75	72	-50		-0.74
484	42	44	73	75	-50		-0.80
485	952	47	1356	82	0	-0.51	-0.51
486	836	46	775	80	0	0.11	0.11
487	6832	46	7196	80	0	-0.07	-0.07
488	23479	49	27590	85	0	-0.23	-0.23
489	889	47	1154	83	0	-0.38	-0.38
490	11266	46	26476	79	0	-1.23	-1.23
491	1123	44	1428	80	0	-0.35	-0.35
492	829	45	692	79	0	0.26	0.26
493	6391	45	7717	78	0	-0.27	-0.27
494	24322	46	27522	80	0	-0.18	-0.18
495	746	46	798	82	0	-0.10	-0.10
496	11742	48	25212	84	0	-1.10	-1.10
497	1058	46	1389	82	0	-0.39	-0.39
498	747	46	597	86	0	0.32	0.32
499	6355	48	7304	86	0	-0.20	-0.20
500	21762	48	24089	84	0	-0.15	-0.15
501	479	48	536	86	0	-0.16	-0.16
502	17613	49	20003	86	0	-0.18	-0.18
503	687	49	917	83	0	-0.42	-0.42
504	787	48	560	87	0	0.49	0.49
505	6394	48	6751	87	0	-0.08	-0.08
506	22458	49	25648	87	0	-0.19	-0.19
507	865	45	1101	75	0	-0.35	-0.35
508	10392	45	25890	78	0	-1.32	-1.32
509	3016	44	3555	78	0	-0.24	-0.24
510	3215	46	3003	79	0	0.10	0.10
511	790	48	1033	80	0	-0.39	-0.39
512	558	45	745	76	0	-0.42	-0.42
