^SAMPLE = GSM182248
!Sample_title = Saccharomyces cerevisiae MA-A4 MA-A8
!Sample_geo_accession = GSM182248
!Sample_status = Public on Jun 01 2007
!Sample_submission_date = Apr 16 2007
!Sample_last_update_date = Jun 01 2007
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = Saccharomyces cerevisiae MA-A4
!Sample_organism_ch1 = Saccharomyces cerevisiae
!Sample_taxid_ch1 = 4932
!Sample_characteristics_ch1 = Saccharomyces cerevisiae MA-A4
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = Genisphere 3DNA System
!Sample_source_name_ch2 = Saccharomyces cerevisiae MA-A8
!Sample_organism_ch2 = Saccharomyces cerevisiae
!Sample_taxid_ch2 = 4932
!Sample_characteristics_ch2 = Saccharomyces cerevisiae MA-A8
!Sample_molecule_ch2 = total RNA
!Sample_extract_protocol_ch2 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = Genisphere 3DNA System
!Sample_hyb_protocol = Genisphere 3DNA System
!Sample_scan_protocol = Axon scnanner and Genepix
!Sample_description = see Landry et al.
!Sample_data_processing = Spots of bad quality were given negative flags
!Sample_platform_id = GPL5092
!Sample_contact_name = Christian,,Landry
!Sample_contact_email = clandry@post.harvard.edu
!Sample_contact_laboratory = Hartl Laboratory
!Sample_contact_department = OEB
!Sample_contact_institute = Harvard University
!Sample_contact_address = 16 Divinity avenue
!Sample_contact_city = Cambridge
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02138
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7537
!Sample_data_row_count = 7744
#ID_REF = Platform ID
#F635_Median = median spot intensity at 635
#B635_Median = median background intensity at 635
#F532_Median = median spot intensity at 532
#B532_Median = median background intensity at 532
#Flags = zero signififies pass, less than zero is a bad spot
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = log ratio of median F635 divided by F532
!sample_table_begin
ID_REF	F635_Median	B635_Median	F532_Median	B532_Median	Flags	VALUE	UNF_VALUE
253	1867	44	1942	58	0	-0.06	-0.06
254	867	43	1051	58	0	-0.28	-0.28
255	598	42	482	58	0	0.31	0.31
256	266	42	297	58	0	-0.16	-0.16
257	5890	45	3707	60	0	0.67	0.67
258	678	45	746	61	0	-0.14	-0.14
259	13640	45	15108	61	0	-0.15	-0.15
260	3282	46	2737	61	0	0.26	0.26
261	1109	45	896	61	0	0.31	0.31
262	1529	45	1511	60	0	0.02	0.02
263	269	46	256	59	0	0.07	0.07
264	2763	44	2773	59	0	-0.01	-0.01
265	402	47	384	65	0	0.07	0.07
266	849	43	805	61	0	0.08	0.08
267	967	42	1033	57	0	-0.10	-0.10
268	432	40	403	52	0	0.10	0.10
269	4706	42	4539	57	0	0.05	0.05
270	755	42	711	56	0	0.09	0.09
271	672	42	641	56	0	0.07	0.07
272	1913	42	1898	58	0	0.01	0.01
273	915	42	792	58	0	0.21	0.21
274	236	42	268	58	0	-0.18	-0.18
275	129	41	161	57	0	-0.32	-0.32
276	570	43	752	58	0	-0.40	-0.40
277	98	42	115	58	0	-0.23	-0.23
278	181	42	251	57	0	-0.47	-0.47
279	547	43	568	56	0	-0.05	-0.05
280	675	43	646	59	0	0.06	0.06
281	561	44	575	60	0	-0.04	-0.04
282	11752	46	12796	61	0	-0.12	-0.12
283	85	45	114	60	0	-0.42	-0.42
284	307	44	300	59	0	0.03	0.03
285	585	45	670	58	0	-0.20	-0.20
286	628	44	652	59	0	-0.05	-0.05
287	2499	45	2606	62	0	-0.06	-0.06
288	4448	43	4452	58	0	-0.00	-0.00
289	1035	44	1079	58	0	-0.06	-0.06
290	3539	43	4906	56	0	-0.47	-0.47
291	284	41	318	58	0	-0.16	-0.16
292	3172	42	2927	58	0	0.12	0.12
293	719	42	681	58	0	0.08	0.08
294	5068	42	4968	59	0	0.03	0.03
295	1364	41	1293	59	0	0.08	0.08
296	910	41	876	58	0	0.05	0.05
297	390	41	351	57	0	0.15	0.15
298	1017	43	980	57	0	0.05	0.05
299	791	43	779	57	0	0.02	0.02
300	394	43	424	58	0	-0.11	-0.11
301	454	43	543	59	0	-0.26	-0.26
302	3433	44	3279	60	0	0.07	0.07
303	203	45	243	60	0	-0.26	-0.26
304	105	45	118	60	0	-0.17	-0.17
305	238	45	245	59	0	-0.04	-0.04
306	2137	44	1984	59	0	0.11	0.11
307	567	45	531	60	0	0.09	0.09
308	99	45	135	61	0	-0.45	-0.45
309	750	42	747	59	0	0.01	0.01
310	2340	42	2517	58	0	-0.11	-0.11
311	4063	43	3303	60	0	0.30	0.30
312	4497	43	4823	60	0	-0.10	-0.10
313	378	43	385	58	0	-0.03	-0.03
314	4100	43	5223	58	0	-0.35	-0.35
315	826	43	762	60	0	0.12	0.12
316	22884	43	21517	59	0	0.09	0.09
317	309	42	315	58	0	-0.03	-0.03
318	648	41	757	58	0	-0.22	-0.22
319	568	42	605	57	0	-0.09	-0.09
320	135	43	163	58	0	-0.27	-0.27
321	594	43	534	57	0	0.15	0.15
322	224	44	241	58	0	-0.11	-0.11
323	3170	44	3726	59	0	-0.23	-0.23
324	590	44	600	59	0	-0.02	-0.02
325	2045	44	2418	59	0	-0.24	-0.24
326	282	44	299	59	0	-0.08	-0.08
327	3185	44	4004	60	0	-0.33	-0.33
328	306	44	480	60	0	-0.65	-0.65
329	100	45	138	60	0	-0.46	-0.46
330	287	45	326	60	0	-0.18	-0.18
331	89	42	124	58	0	-0.48	-0.48
332	3035	42	2717	59	0	0.16	0.16
333	5628	43	4793	62	0	0.23	0.23
334	6223	44	4618	60	0	0.43	0.43
335	752	42	696	57	0	0.11	0.11
336	467	43	423	57	0	0.14	0.14
337	455	42	463	58	0	-0.03	-0.03
338	288	43	233	58	0	0.31	0.31
339	179	41	213	57	0	-0.25	-0.25
340	5679	41	5316	58	0	0.10	0.10
341	1275	41	1157	57	0	0.14	0.14
342	1013	42	907	58	0	0.16	0.16
343	1007	42	1030	58	0	-0.03	-0.03
344	496	44	583	59	0	-0.23	-0.23
345	15903	44	12579	59	0	0.34	0.34
346	644	44	671	58	0	-0.06	-0.06
347	1301	43	1268	60	0	0.04	0.04
348	1469	44	1341	60	0	0.13	0.13
349	536	44	524	60	0	0.03	0.03
350	814	44	783	60	0	0.06	0.06
351	238	44	266	60	0	-0.16	-0.16
352	2794	45	2453	60	0	0.19	0.19
353	640	41	624	58	0	0.04	0.04
354	609	42	740	58	0	-0.28	-0.28
355	968	43	974	59	0	-0.01	-0.01
356	723	43	729	61	0	-0.01	-0.01
357	968	41	1090	58	0	-0.17	-0.17
358	745	42	814	58	0	-0.13	-0.13
359	635	42	608	59	0	0.06	0.06
360	3178	41	2653	58	0	0.26	0.26
361	887	41	837	57	0	0.08	0.08
362	301	42	439	57	0	-0.54	-0.54
363	982	42	970	57	0	0.02	0.02
364	846	42	970	57	0	-0.20	-0.20
365	656	42	729	58	0	-0.15	-0.15
366	843	43	892	58	0	-0.08	-0.08
367	342	43	341	59	0	0.00	0.00
368	1518	42	1767	57	0	-0.22	-0.22
369	918	44	942	59	0	-0.04	-0.04
370	1728	45	1850	61	0	-0.10	-0.10
371	972	45	1040	62	0	-0.10	-0.10
372	2469	46	2744	62	0	-0.15	-0.15
373	2098	45	2292	61	0	-0.13	-0.13
374	614	46	617	60	0	-0.01	-0.01
375	183	42	203	59	0	-0.15	-0.15
376	2539	42	2659	59	0	-0.07	-0.07
377	1455	44	1472	59	0	-0.02	-0.02
378	827	44	815	60	0	0.02	0.02
379	933	42	935	59	0	-0.00	-0.00
380	3961	42	3448	59	0	0.20	0.20
381	1475	42	1476	59	0	-0.00	-0.00
382	2585	42	2747	58	0	-0.09	-0.09
383	733	42	828	57	0	-0.18	-0.18
384	519	42	530	57	0	-0.03	-0.03
385	782	43	775	58	0	0.01	0.01
386	1719	42	1958	58	0	-0.19	-0.19
387	649	43	705	59	0	-0.12	-0.12
388	657	44	555	59	0	0.24	0.24
389	2523	43	2952	58	0	-0.23	-0.23
390	263	43	297	58	0	-0.18	-0.18
391	219	45	230	59	0	-0.07	-0.07
392	341	46	365	62	0	-0.10	-0.10
393	2617	45	2226	61	0	0.23	0.23
394	328	45	331	60	0	-0.01	-0.01
395	526	43	542	60	0	-0.04	-0.04
396	530	45	631	60	0	-0.25	-0.25
397	5098	42	4305	59	0	0.24	0.24
398	1019	42	975	58	0	0.06	0.06
399	145	42	173	56	0	-0.25	-0.25
400	585	43	658	58	0	-0.17	-0.17
401	5724	43	6904	61	0	-0.27	-0.27
402	770	42	907	58	0	-0.24	-0.24
403	583	41	648	57	0	-0.15	-0.15
404	406	42	456	57	0	-0.17	-0.17
405	1251	42	1315	57	0	-0.07	-0.07
406	615	42	543	57	0	0.18	0.18
407	125	43	142	58	0	-0.18	-0.18
408	477	42	497	59	0	-0.06	-0.06
409	1418	43	1528	59	0	-0.11	-0.11
410	4133	44	4688	58	0	-0.18	-0.18
411	558	43	665	57	0	-0.25	-0.25
412	4444	43	3417	58	0	0.38	0.38
413	170	43	174	58	0	-0.03	-0.03
414	202	43	203	59	0	-0.01	-0.01
415	2887	44	3582	59	0	-0.31	-0.31
416	4518	45	4683	60	0	-0.05	-0.05
417	366	45	382	60	0	-0.06	-0.06
418	889	44	935	60	0	-0.07	-0.07
419	903	42	774	60	0	0.22	0.22
420	1617	43	1660	58	0	-0.04	-0.04
421	7852	42	6529	57	0	0.27	0.27
422	1075	43	1080	56	0	-0.01	-0.01
423	2554	42	2431	58	0	0.07	0.07
424	146	40	195	57	0	-0.42	-0.42
425	235	40	291	57	0	-0.31	-0.31
426	184	40	202	56	0	-0.13	-0.13
427	58	41	79	57	-75		-0.45
428	50	42	77	57	-75		-0.62
429	56	43	78	57	-75		-0.48
430	52	42	68	58	-75		-0.39
431	52	42	67	58	-75		-0.37
432	5709	44	5481	59	-75		0.06
433	54	43	71	58	-75		-0.39
434	56	44	66	59	-75		-0.24
435	60	44	71	60	-75		-0.24
436	53	44	66	59	-75		-0.32
437	57	45	68	59	-75		-0.25
438	60	49	77	65	-75		-0.36
439	55	47	67	61	-75		-0.28
440	64	45	78	59	-75		-0.29
441	55	43	71	61	-75		-0.37
442	58	43	80	58	-75		-0.46
443	50	42	69	62	-75		-0.46
444	61	43	88	62	-75		-0.53
445	57	42	72	58	-75		-0.34
446	59	41	75	57	-75		-0.35
447	44	41	63	58	-75		-0.52
448	51	41	74	56	-75		-0.54
449	45	43	65	58	-75		-0.53
450	47	43	62	58	-75		-0.40
451	45	42	65	57	-75		-0.53
452	47	42	61	57	-75		-0.38
453	50	42	66	57	-75		-0.40
454	47	42	68	59	-75		-0.53
455	45	42	63	59	-75		-0.49
456	50	44	67	60	-75		-0.42
457	196	43	228	59	0	-0.22	-0.22
458	42	44	58	59	-50		-0.47
459	1998	44	1821	59	0	0.13	0.13
460	3875	47	3626	64	0	0.10	0.10
461	257	46	300	62	0	-0.22	-0.22
462	8963	46	17573	61	0	-0.97	-0.97
463	495	47	494	66	0	0.00	0.00
464	283	49	439	66	0	-0.63	-0.63
465	4275	42	3466	61	0	0.30	0.30
466	23078	44	17433	61	0	0.40	0.40
467	433	43	469	60	0	-0.12	-0.12
468	14390	44	21663	61	0	-0.59	-0.59
469	332	42	384	61	0	-0.21	-0.21
470	46	43	64	61	-50		-0.48
471	2965	44	2691	60	0	0.14	0.14
472	15050	44	13534	61	0	0.15	0.15
473	428	45	464	60	0	-0.12	-0.12
474	11127	45	19559	60	0	-0.81	-0.81
475	238	43	270	60	0	-0.18	-0.18
476	134	43	227	59	0	-0.76	-0.76
477	2110	43	2058	59	0	0.04	0.04
478	9505	44	9350	59	0	0.02	0.02
479	150	44	178	60	0	-0.25	-0.25
480	9967	45	18504	59	0	-0.89	-0.89
481	44	43	61	60	-50		-0.47
482	46	46	63	63	-50		-0.45
483	44	47	62	63	-50		-0.49
484	46	46	64	62	-50		-0.48
485	349	45	370	64	0	-0.08	-0.08
486	217	47	319	64	0	-0.56	-0.56
487	4068	48	3761	66	0	0.11	0.11
488	18027	46	14146	66	0	0.35	0.35
489	343	46	367	65	0	-0.10	-0.10
490	9854	46	22837	63	0	-1.21	-1.21
491	375	45	385	62	0	-0.04	-0.04
492	215	45	324	63	0	-0.59	-0.59
493	3459	46	3385	62	0	0.03	0.03
494	15513	46	14114	64	0	0.14	0.14
495	215	44	218	60	0	-0.02	-0.02
496	9610	44	23248	61	0	-1.27	-1.27
497	411	46	413	60	0	-0.01	-0.01
498	182	45	299	59	0	-0.72	-0.72
499	3245	44	3214	60	0	0.01	0.01
500	17513	44	14401	60	0	0.28	0.28
501	222	45	225	60	0	-0.02	-0.02
502	8267	45	8660	58	0	-0.07	-0.07
503	386	45	405	58	0	-0.07	-0.07
504	224	46	409	59	0	-0.87	-0.87
505	3903	46	3781	61	0	0.05	0.05
506	19340	49	16002	64	0	0.27	0.27
507	538	45	597	62	0	-0.15	-0.15
508	10089	49	27064	62	0	-1.42	-1.42
509	1540	47	1717	63	0	-0.16	-0.16
510	1395	46	1402	63	0	-0.01	-0.01
511	383	46	420	63	0	-0.13	-0.13
512	440	46	402	62	0	0.13	0.13
513	1478	45	1207	61	0	0.29	0.29
514	194	45	200	62	0	-0.04	-0.04
515	258	45	258	61	0	0.00	0.00
516	752	47	779	62	0	-0.05	-0.05
517	263	45	252	60	0	0.06	0.06
518	329	44	312	58	0	0.08	0.08
519	346	44	339	58	0	0.03	0.03
520	1121	45	947	58	0	0.24	0.24
521	7006	44	9169	59	0	-0.39	-0.39
522	414	44	405	59	0	0.03	0.03
523	524	44	489	59	0	0.10	0.10
524	849	45	841	59	0	0.01	0.01
525	124	45	155	58	0	-0.32	-0.32
526	424	46	510	60	0	-0.27	-0.27
527	550	46	602	61	0	-0.13	-0.13
528	9766	48	10548	62	0	-0.11	-0.11
529	1438	46	1241	61	0	0.21	0.21
530	2476	47	2281	62	0	0.12	0.12
531	138	47	168	63	0	-0.28	-0.28
532	239	47	230	64	0	0.06	0.06
533	9986	47	13862	61	0	-0.47	-0.47
