^SAMPLE = GSM182252
!Sample_title = Saccharomyces cerevisiae MA-A3 MA-A0
!Sample_geo_accession = GSM182252
!Sample_status = Public on Jun 01 2007
!Sample_submission_date = Apr 16 2007
!Sample_last_update_date = Jun 01 2007
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = Saccharomyces cerevisiae MA-A3
!Sample_organism_ch1 = Saccharomyces cerevisiae
!Sample_taxid_ch1 = 4932
!Sample_characteristics_ch1 = Saccharomyces cerevisiae MA-A3
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = Genisphere 3DNA System
!Sample_source_name_ch2 = Saccharomyces cerevisiae MA-A0
!Sample_organism_ch2 = Saccharomyces cerevisiae
!Sample_taxid_ch2 = 4932
!Sample_characteristics_ch2 = Saccharomyces cerevisiae MA-A0
!Sample_molecule_ch2 = total RNA
!Sample_extract_protocol_ch2 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = Genisphere 3DNA System
!Sample_hyb_protocol = Genisphere 3DNA System
!Sample_scan_protocol = Axon scnanner and Genepix
!Sample_description = see Landry et al.
!Sample_data_processing = Spots of bad quality were given negative flags
!Sample_platform_id = GPL5092
!Sample_contact_name = Christian,,Landry
!Sample_contact_email = clandry@post.harvard.edu
!Sample_contact_laboratory = Hartl Laboratory
!Sample_contact_department = OEB
!Sample_contact_institute = Harvard University
!Sample_contact_address = 16 Divinity avenue
!Sample_contact_city = Cambridge
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02138
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7537
!Sample_data_row_count = 7744
#ID_REF = Platform ID
#F635_Median = median spot intensity at 635
#B635_Median = median background intensity at 635
#F532_Median = median spot intensity at 532
#B532_Median = median background intensity at 532
#Flags = zero signififies pass, less than zero is a bad spot
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = log ratio of median F635 divided by F532
!sample_table_begin
ID_REF	F635_Median	B635_Median	F532_Median	B532_Median	Flags	VALUE	UNF_VALUE
130	2585	48	3516	63	0	-0.44	-0.44
131	230	46	405	63	0	-0.82	-0.82
132	2910	47	5491	64	0	-0.92	-0.92
133	5252	45	7974	60	0	-0.60	-0.60
134	90	43	157	59	0	-0.80	-0.80
135	411	43	633	59	0	-0.62	-0.62
136	2121	44	4867	60	0	-1.20	-1.20
137	1496	43	2934	59	0	-0.97	-0.97
138	341	45	539	59	0	-0.66	-0.66
139	2704	44	4383	60	0	-0.70	-0.70
140	236	45	348	60	0	-0.56	-0.56
141	195	43	298	58	0	-0.61	-0.61
142	496	44	806	58	0	-0.70	-0.70
143	1990	44	2340	59	0	-0.23	-0.23
144	6413	46	15028	61	0	-1.23	-1.23
145	1153	45	2282	61	0	-0.98	-0.98
146	231	45	370	60	0	-0.68	-0.68
147	784	47	1196	63	0	-0.61	-0.61
148	552	47	827	62	0	-0.58	-0.58
149	476	46	1117	61	0	-1.23	-1.23
150	507	46	788	62	0	-0.64	-0.64
151	667	47	1045	63	0	-0.65	-0.65
152	116	48	155	64	0	-0.42	-0.42
153	565	47	840	63	0	-0.57	-0.57
154	622	48	907	64	0	-0.54	-0.54
155	225	45	378	59	0	-0.75	-0.75
156	1262	44	1764	59	0	-0.48	-0.48
157	424	44	708	60	0	-0.74	-0.74
158	700	44	1055	60	0	-0.59	-0.59
159	644	44	1221	58	0	-0.92	-0.92
160	1957	44	3798	59	0	-0.96	-0.96
161	1044	44	1655	60	0	-0.66	-0.66
162	677	44	1019	59	0	-0.59	-0.59
163	1223	44	1856	59	0	-0.60	-0.60
164	232	45	476	59	0	-1.04	-1.04
165	398	45	666	59	0	-0.74	-0.74
166	791	46	849	62	0	-0.10	-0.10
167	16806	46	18542	63	0	-0.14	-0.14
168	262	46	411	60	0	-0.65	-0.65
169	596	47	938	62	0	-0.65	-0.65
170	1296	47	1849	63	0	-0.51	-0.51
171	133	47	212	62	0	-0.67	-0.67
172	2570	47	4386	63	0	-0.77	-0.77
173	816	47	1397	63	0	-0.78	-0.78
174	2183	47	2937	64	0	-0.43	-0.43
175	144	46	236	62	0	-0.71	-0.71
176	1493	47	2248	63	0	-0.59	-0.59
177	3125	42	6636	59	0	-1.09	-1.09
178	604	44	550	60	0	0.14	0.14
179	620	43	1095	59	0	-0.82	-0.82
180	1060	43	1717	60	0	-0.70	-0.70
181	1406	43	2144	60	0	-0.61	-0.61
182	750	45	1717	59	0	-1.19	-1.19
183	4196	45	6976	62	0	-0.73	-0.73
184	1025	46	2108	60	0	-1.04	-1.04
185	2064	44	3425	59	0	-0.73	-0.73
186	1398	44	2637	59	0	-0.92	-0.92
187	101	44	153	59	0	-0.60	-0.60
188	105	46	186	61	0	-0.82	-0.82
189	82	46	129	62	0	-0.65	-0.65
190	908	46	1498	62	0	-0.72	-0.72
191	1400	47	2509	63	0	-0.84	-0.84
192	2402	47	4512	63	0	-0.91	-0.91
193	278	47	390	63	0	-0.49	-0.49
194	48	48	62	64	-50		-0.37
195	45	48	62	65	-50		-0.46
196	276	46	377	64	0	-0.45	-0.45
197	407	46	553	62	0	-0.44	-0.44
198	1440	46	2672	61	0	-0.89	-0.89
199	282	42	421	60	0	-0.58	-0.58
200	864	43	1195	61	0	-0.47	-0.47
201	513	43	709	60	0	-0.47	-0.47
202	2220	44	4236	59	0	-0.93	-0.93
203	154	44	322	59	0	-1.06	-1.06
204	141	44	225	60	0	-0.67	-0.67
205	45	45	60	63	-50		-0.42
206	50	46	68	65	-50		-0.44
207	44	46	55	64	-50		-0.32
208	43	44	58	60	-50		-0.43
209	311	44	958	59	0	-1.62	-1.62
210	210	45	498	61	0	-1.25	-1.25
211	45	46	61	62	-50		-0.44
212	47	46	60	62	-50		-0.35
213	992	46	1203	63	0	-0.28	-0.28
214	135	47	211	63	0	-0.64	-0.64
215	2022	46	3549	63	0	-0.81	-0.81
216	1159	47	1715	64	0	-0.57	-0.57
217	46	46	63	64	-50		-0.45
218	47	47	62	63	-50		-0.40
219	2911	46	4995	62	0	-0.78	-0.78
220	2183	46	3901	61	0	-0.84	-0.84
221	759	46	1226	62	0	-0.69	-0.69
222	209	44	318	61	0	-0.61	-0.61
223	960	43	1138	60	0	-0.25	-0.25
224	3227	43	4684	60	0	-0.54	-0.54
225	1043	44	2090	59	0	-1.00	-1.00
226	296	44	501	59	0	-0.76	-0.76
227	388	44	662	62	0	-0.77	-0.77
228	3595	47	7430	65	0	-1.05	-1.05
229	1408	48	1983	65	0	-0.49	-0.49
230	2678	44	5739	58	0	-1.10	-1.10
231	103	43	188	58	0	-0.87	-0.87
232	837	44	1534	59	0	-0.87	-0.87
233	2357	46	4179	60	0	-0.83	-0.83
234	141	46	232	62	0	-0.72	-0.72
235	23852	49	25673	65	0	-0.11	-0.11
236	11504	48	13918	64	0	-0.27	-0.27
237	545	47	760	64	0	-0.48	-0.48
238	146	46	216	63	0	-0.57	-0.57
239	491	46	755	63	0	-0.62	-0.62
240	249	47	497	62	0	-1.00	-1.00
241	821	46	732	61	0	0.17	0.17
242	80	46	138	60	0	-0.79	-0.79
243	1133	48	1798	66	0	-0.67	-0.67
244	242	43	424	60	0	-0.81	-0.81
245	4062	43	7454	59	0	-0.88	-0.88
246	1113	42	1982	59	0	-0.83	-0.83
247	279	42	432	59	0	-0.63	-0.63
248	641	44	1039	59	0	-0.70	-0.70
249	1473	44	2015	59	0	-0.45	-0.45
250	625	45	935	61	0	-0.58	-0.58
251	2434	45	4352	61	0	-0.84	-0.84
252	997	44	2120	57	0	-1.09	-1.09
253	924	43	2240	57	0	-1.28	-1.28
254	631	44	1359	59	0	-1.11	-1.11
255	234	46	458	59	0	-0.97	-0.97
256	214	46	299	61	0	-0.48	-0.48
257	4098	47	3635	63	0	0.17	0.17
258	897	47	1388	64	0	-0.63	-0.63
259	14214	47	16689	65	0	-0.23	-0.23
260	2872	48	3654	65	0	-0.35	-0.35
261	841	47	1280	63	0	-0.61	-0.61
262	1407	47	2203	63	0	-0.65	-0.65
263	306	47	412	62	0	-0.43	-0.43
264	1945	47	3531	61	0	-0.86	-0.86
265	197	46	339	65	0	-0.78	-0.78
266	581	45	855	60	0	-0.56	-0.56
267	602	44	968	60	0	-0.69	-0.69
268	259	43	387	62	0	-0.58	-0.58
269	2524	43	4476	60	0	-0.83	-0.83
270	414	43	793	58	0	-0.94	-0.94
271	486	44	636	59	0	-0.39	-0.39
272	1195	45	2275	60	0	-0.93	-0.93
273	686	45	819	59	0	-0.26	-0.26
274	182	43	254	58	0	-0.48	-0.48
275	79	43	140	59	0	-0.83	-0.83
276	512	44	900	60	0	-0.81	-0.81
277	82	45	135	59	0	-0.72	-0.72
278	318	45	419	60	0	-0.40	-0.40
279	526	46	844	63	0	-0.68	-0.68
280	490	47	747	63	0	-0.61	-0.61
281	562	46	849	63	0	-0.60	-0.60
282	9892	48	15075	64	0	-0.61	-0.61
283	95	48	139	62	0	-0.55	-0.55
284	334	48	407	63	0	-0.29	-0.29
285	624	46	1072	62	0	-0.78	-0.78
286	818	47	1060	63	0	-0.37	-0.37
287	1189	47	2586	66	0	-1.12	-1.12
288	2016	44	4001	60	0	-0.99	-0.99
289	406	43	618	60	0	-0.61	-0.61
290	3848	45	6357	62	0	-0.72	-0.72
291	259	44	302	60	0	-0.22	-0.22
292	2241	44	2822	59	0	-0.33	-0.33
293	754	45	652	60	0	0.21	0.21
294	3572	47	4871	61	0	-0.45	-0.45
295	1226	46	1330	61	0	-0.12	-0.12
296	785	44	824	59	0	-0.07	-0.07
297	378	43	357	57	0	0.08	0.08
298	1302	45	1270	60	0	0.04	0.04
299	775	46	991	61	0	-0.35	-0.35
300	422	46	426	61	0	-0.01	-0.01
301	669	47	796	63	0	-0.25	-0.25
302	2681	48	4438	64	0	-0.73	-0.73
303	217	47	290	63	0	-0.42	-0.42
304	115	48	171	62	0	-0.57	-0.57
305	321	48	353	63	0	-0.14	-0.14
306	3977	48	3088	62	0	0.37	0.37
307	617	46	632	62	0	-0.03	-0.03
308	134	48	178	63	0	-0.41	-0.41
309	596	46	615	64	0	-0.05	-0.05
310	2324	44	2871	60	0	-0.30	-0.30
311	2949	44	2820	60	0	0.06	0.06
312	3560	44	4637	60	0	-0.38	-0.38
313	369	43	388	60	0	-0.07	-0.07
314	4515	44	6579	59	0	-0.54	-0.54
315	785	45	756	60	0	0.05	0.05
316	20167	45	19082	59	0	0.08	0.08
317	273	45	300	60	0	-0.14	-0.14
318	754	44	904	58	0	-0.26	-0.26
319	607	44	679	56	0	-0.16	-0.16
320	132	45	176	58	0	-0.42	-0.42
321	1090	45	890	59	0	0.29	0.29
322	178	46	243	61	0	-0.45	-0.45
323	6313	47	5979	63	0	0.08	0.08
324	984	48	859	65	0	0.20	0.20
325	3117	47	3512	63	0	-0.17	-0.17
326	364	47	414	63	0	-0.19	-0.19
327	4032	47	4695	63	0	-0.22	-0.22
328	529	47	772	62	0	-0.55	-0.55
329	181	46	214	63	0	-0.24	-0.24
330	587	48	547	62	0	0.10	0.10
331	80	45	131	63	0	-0.71	-0.71
332	1734	43	1986	59	0	-0.20	-0.20
333	3265	44	4039	60	0	-0.31	-0.31
334	3455	44	3474	60	0	-0.01	-0.01
335	793	43	880	59	0	-0.15	-0.15
336	617	45	539	59	0	0.19	0.19
337	404	43	571	58	0	-0.50	-0.50
338	146	43	214	57	0	-0.55	-0.55
339	135	44	272	57	0	-1.01	-1.01
340	2487	43	5007	57	0	-1.01	-1.01
341	927	43	1301	58	0	-0.49	-0.49
342	619	45	1146	58	0	-0.89	-0.89
343	730	45	1365	59	0	-0.90	-0.90
344	388	47	727	62	0	-0.91	-0.91
345	11781	47	11717	63	0	0.01	0.01
346	601	47	1005	61	0	-0.74	-0.74
347	1194	47	1792	63	0	-0.59	-0.59
348	900	47	1456	62	0	-0.69	-0.69
349	618	46	871	62	0	-0.50	-0.50
350	832	47	1109	62	0	-0.41	-0.41
351	337	46	457	63	0	-0.44	-0.44
352	2525	48	2917	61	0	-0.21	-0.21
353	416	49	608	68	0	-0.55	-0.55
354	485	44	767	60	0	-0.66	-0.66
355	596	43	849	60	0	-0.51	-0.51
356	429	44	695	60	0	-0.70	-0.70
357	499	44	1008	59	0	-1.01	-1.01
358	420	45	760	61	0	-0.86	-0.86
359	822	44	759	58	0	0.12	0.12
360	1594	43	2237	57	0	-0.49	-0.49
361	570	43	941	56	0	-0.72	-0.72
362	307	44	521	57	0	-0.76	-0.76
363	548	44	963	59	0	-0.81	-0.81
364	608	45	1061	60	0	-0.80	-0.80
365	444	45	788	61	0	-0.83	-0.83
366	631	47	1002	61	0	-0.67	-0.67
367	252	46	400	62	0	-0.67	-0.67
368	1206	45	2030	59	0	-0.75	-0.75
369	924	45	1431	61	0	-0.63	-0.63
370	1343	46	2636	61	0	-0.97	-0.97
371	1128	46	1688	62	0	-0.58	-0.58
372	2473	47	3706	62	0	-0.58	-0.58
373	1713	47	3148	64	0	-0.88	-0.88
374	487	46	776	62	0	-0.67	-0.67
375	103	51	194	75	0	-0.91	-0.91
376	1040	46	2334	63	0	-1.17	-1.17
377	911	44	1715	61	0	-0.91	-0.91
378	437	44	682	60	0	-0.64	-0.64
379	550	43	926	59	0	-0.75	-0.75
380	2499	45	4695	60	0	-0.91	-0.91
381	653	45	1525	58	0	-1.22	-1.22
382	1358	44	2443	58	0	-0.85	-0.85
383	435	44	865	58	0	-0.99	-0.99
384	296	45	506	60	0	-0.77	-0.77
385	426	46	730	60	0	-0.78	-0.78
386	917	46	2180	61	0	-1.25	-1.25
387	393	45	806	61	0	-1.04	-1.04
388	499	45	639	61	0	-0.36	-0.36
389	1577	46	3342	62	0	-1.08	-1.08
390	219	45	342	61	0	-0.64	-0.64
391	171	45	269	61	0	-0.65	-0.65
392	282	46	470	62	0	-0.74	-0.74
393	2391	46	3554	62	0	-0.57	-0.57
394	224	47	301	62	0	-0.43	-0.43
395	710	47	713	62	0	-0.01	-0.01
396	423	46	883	63	0	-1.06	-1.06
397	1985	52	3540	77	0	-0.83	-0.83
398	519	49	896	70	0	-0.79	-0.79
399	97	45	174	63	0	-0.84	-0.84
400	518	44	847	61	0	-0.71	-0.71
401	3570	44	7420	60	0	-1.06	-1.06
402	417	43	889	60	0	-1.09	-1.09
403	474	44	703	60	0	-0.57	-0.57
404	246	44	453	58	0	-0.88	-0.88
405	644	44	1196	59	0	-0.89	-0.89
406	365	45	576	60	0	-0.66	-0.66
407	97	45	159	60	0	-0.71	-0.71
408	387	45	651	60	0	-0.75	-0.75
409	1186	44	1972	59	0	-0.73	-0.73
410	2047	46	3750	61	0	-0.87	-0.87
411	397	46	782	62	0	-0.98	-0.98
412	4592	46	4832	61	0	-0.07	-0.07
413	125	46	207	61	0	-0.73	-0.73
414	205	47	267	62	0	-0.38	-0.38
415	2465	47	3883	63	0	-0.66	-0.66
416	3564	47	5587	62	0	-0.65	-0.65
417	281	46	463	62	0	-0.72	-0.72
418	611	45	1166	62	0	-0.93	-0.93
419	571	53	891	77	0	-0.64	-0.64
420	1282	56	2645	80	0	-1.04	-1.04
421	3434	47	5817	66	0	-0.76	-0.76
422	783	45	1278	60	0	-0.71	-0.71
423	1819	43	3342	59	0	-0.88	-0.88
424	148	44	217	59	0	-0.55	-0.55
425	122	43	240	59	0	-0.98	-0.98
426	111	43	187	58	0	-0.75	-0.75
427	58	43	76	58	-75		-0.39
428	52	45	66	60	-75		-0.34
429	48	45	64	60	-75		-0.42
430	48	45	66	60	-75		-0.46
431	49	46	65	60	-75		-0.41
432	4691	47	7298	62	-75		-0.64
433	61	46	81	61	-75		-0.41
434	52	47	68	61	-75		-0.39
435	56	47	69	61	-75		-0.30
436	49	47	62	63	-75		-0.34
437	55	47	66	62	-75		-0.26
438	53	47	71	63	-75		-0.42
439	53	46	64	62	-75		-0.27
440	50	46	62	62	-75		-0.31
441	67	50	104	75	-75		-0.63
442	61	53	82	79	-75		-0.43
443	48	47	66	65	-75		-0.46
444	47	43	64	60	-75		-0.45
445	51	43	70	59	-75		-0.46
446	45	43	66	60	-75		-0.55
447	50	44	62	60	-75		-0.31
448	51	45	67	59	-75		-0.39
449	52	45	70	61	-75		-0.43
450	54	46	73	62	-75		-0.43
451	48	45	60	59	-75		-0.32
452	52	46	66	61	-75		-0.34
453	52	46	68	61	-75		-0.39
454	51	46	66	62	-75		-0.37
455	52	46	69	61	-75		-0.41
456	50	46	69	62	-75		-0.46
457	320	47	537	63	0	-0.75	-0.75
458	47	47	62	65	-50		-0.40
459	2593	48	4261	64	0	-0.72	-0.72
460	5268	48	7290	65	0	-0.47	-0.47
461	271	47	378	63	0	-0.48	-0.48
462	14276	47	19821	65	0	-0.47	-0.47
463	394	53	656	76	0	-0.74	-0.74
464	648	54	1552	81	0	-1.26	-1.26
465	2291	46	4370	65	0	-0.93	-0.93
466	13781	45	17570	62	0	-0.35	-0.35
467	303	44	469	61	0	-0.63	-0.63
468	14475	44	22296	62	0	-0.62	-0.62
469	342	44	613	61	0	-0.84	-0.84
470	44	45	64	61	-50		-0.54
471	2681	46	4279	63	0	-0.67	-0.67
472	11531	47	15633	63	0	-0.44	-0.44
473	323	47	509	63	0	-0.66	-0.66
474	13789	46	21283	63	0	-0.63	-0.63
475	343	46	559	63	0	-0.70	-0.70
476	471	47	1188	63	0	-1.33	-1.33
477	2402	47	4050	64	0	-0.75	-0.75
478	9980	47	12941	63	0	-0.37	-0.37
479	228	47	320	65	0	-0.49	-0.49
480	15225	48	20667	67	0	-0.44	-0.44
481	49	48	65	65	-50		-0.41
482	49	47	66	65	-50		-0.43
483	50	47	66	64	-50		-0.40
484	49	48	64	64	-50		-0.39
485	400	48	569	65	0	-0.51	-0.51
486	610	48	1382	66	0	-1.18	-1.18
487	3118	48	4238	65	0	-0.44	-0.44
488	16601	49	15367	64	0	0.11	0.11
489	397	48	495	63	0	-0.32	-0.32
490	17169	47	19589	65	0	-0.19	-0.19
491	470	47	700	62	0	-0.57	-0.57
492	473	47	1283	61	0	-1.44	-1.44
493	3144	48	3906	63	0	-0.31	-0.31
494	15452	47	15501	64	0	-0.00	-0.00
495	263	47	377	62	0	-0.52	-0.52
496	17869	48	20911	63	0	-0.23	-0.23
497	527	48	797	62	0	-0.60	-0.60
498	510	48	1382	62	0	-1.44	-1.44
499	2969	48	4063	63	0	-0.45	-0.45
500	15841	48	15411	64	0	0.04	0.04
501	338	49	366	65	0	-0.11	-0.11
502	10979	49	15275	64	0	-0.48	-0.48
503	454	50	668	64	0	-0.56	-0.56
504	666	49	1486	62	0	-1.16	-1.16
505	2320	49	4303	62	0	-0.89	-0.89
506	16325	51	14789	66	0	0.14	0.14
507	456	48	565	65	0	-0.31	-0.31
508	20709	48	23837	66	0	-0.20	-0.20
509	1649	48	2516	65	0	-0.61	-0.61
510	1574	47	2309	64	0	-0.55	-0.55
511	529	47	740	62	0	-0.48	-0.48
512	261	46	559	62	0	-1.10	-1.10
513	1824	46	2515	61	0	-0.46	-0.46
514	234	46	324	61	0	-0.47	-0.47
515	341	47	456	62	0	-0.42	-0.42
516	720	47	1427	62	0	-0.99	-0.99
