^SAMPLE = GSM182251
!Sample_title = Saccharomyces cerevisiae MA-A8 MA-A1
!Sample_geo_accession = GSM182251
!Sample_status = Public on Jun 01 2007
!Sample_submission_date = Apr 16 2007
!Sample_last_update_date = Jun 01 2007
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = Saccharomyces cerevisiae MA-A8
!Sample_organism_ch1 = Saccharomyces cerevisiae
!Sample_taxid_ch1 = 4932
!Sample_characteristics_ch1 = Saccharomyces cerevisiae MA-A8
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = Genisphere 3DNA System
!Sample_source_name_ch2 = Saccharomyces cerevisiae MA-A1
!Sample_organism_ch2 = Saccharomyces cerevisiae
!Sample_taxid_ch2 = 4932
!Sample_characteristics_ch2 = Saccharomyces cerevisiae MA-A1
!Sample_molecule_ch2 = total RNA
!Sample_extract_protocol_ch2 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = Genisphere 3DNA System
!Sample_hyb_protocol = Genisphere 3DNA System
!Sample_scan_protocol = Axon scnanner and Genepix
!Sample_description = see Landry et al.
!Sample_data_processing = Spots of bad quality were given negative flags
!Sample_platform_id = GPL5092
!Sample_contact_name = Christian,,Landry
!Sample_contact_email = clandry@post.harvard.edu
!Sample_contact_laboratory = Hartl Laboratory
!Sample_contact_department = OEB
!Sample_contact_institute = Harvard University
!Sample_contact_address = 16 Divinity avenue
!Sample_contact_city = Cambridge
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02138
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7537
!Sample_data_row_count = 7744
#ID_REF = Platform ID
#F635_Median = median spot intensity at 635
#B635_Median = median background intensity at 635
#F532_Median = median spot intensity at 532
#B532_Median = median background intensity at 532
#Flags = zero signififies pass, less than zero is a bad spot
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = log ratio of median F635 divided by F532
!sample_table_begin
ID_REF	F635_Median	B635_Median	F532_Median	B532_Median	Flags	VALUE	UNF_VALUE
323	5703	56	8493	88	0	-0.57	-0.57
324	1276	56	2256	88	0	-0.82	-0.82
325	3985	56	5978	91	0	-0.59	-0.59
326	463	56	821	90	0	-0.83	-0.83
327	5789	55	8259	87	0	-0.51	-0.51
328	804	55	1154	86	0	-0.52	-0.52
329	160	56	269	86	0	-0.75	-0.75
330	465	56	967	88	0	-1.06	-1.06
331	103	55	172	85	0	-0.74	-0.74
332	3076	54	5423	88	0	-0.82	-0.82
333	5430	54	7984	90	0	-0.56	-0.56
334	5319	53	8137	91	0	-0.61	-0.61
335	930	52	1657	88	0	-0.83	-0.83
336	585	54	1512	90	0	-1.37	-1.37
337	635	54	1308	87	0	-1.04	-1.04
338	250	54	465	86	0	-0.90	-0.90
339	288	55	481	86	0	-0.74	-0.74
340	7598	55	11493	86	0	-0.60	-0.60
341	1806	55	3503	87	0	-0.96	-0.96
342	795	54	1458	87	0	-0.87	-0.87
343	1482	55	2595	86	0	-0.81	-0.81
344	717	57	1701	87	0	-1.25	-1.25
345	16637	57	31151	89	0	-0.90	-0.90
346	1201	56	1856	87	0	-0.63	-0.63
347	1738	59	2883	89	0	-0.73	-0.73
348	1841	62	2810	100	0	-0.61	-0.61
349	1060	58	1584	88	0	-0.58	-0.58
350	1248	56	2408	86	0	-0.95	-0.95
351	369	56	783	85	0	-1.09	-1.09
352	3084	55	8169	86	0	-1.41	-1.41
353	691	54	1269	88	0	-0.88	-0.88
354	863	55	1494	88	0	-0.79	-0.79
355	1318	56	2018	90	0	-0.61	-0.61
356	802	56	1646	90	0	-1.04	-1.04
357	1360	55	2282	89	0	-0.75	-0.75
358	1070	54	2071	89	0	-0.95	-0.95
359	841	55	1609	88	0	-0.94	-0.94
360	2817	54	6597	89	0	-1.23	-1.23
361	1220	53	2264	86	0	-0.89	-0.89
362	681	54	1186	86	0	-0.80	-0.80
363	1503	56	2464	88	0	-0.71	-0.71
364	1330	55	2319	87	0	-0.80	-0.80
365	885	55	1829	85	0	-1.05	-1.05
366	1128	57	2444	87	0	-1.12	-1.12
367	495	56	884	89	0	-0.84	-0.84
368	2440	56	5886	90	0	-1.27	-1.27
369	1419	58	2485	88	0	-0.81	-0.81
370	4028	58	5687	95	0	-0.50	-0.50
371	1559	58	3038	89	0	-0.96	-0.96
372	4250	56	7321	88	0	-0.78	-0.78
373	3325	56	4860	89	0	-0.55	-0.55
374	744	57	1600	87	0	-1.10	-1.10
375	167	54	321	86	0	-0.94	-0.94
376	2923	54	5001	87	0	-0.77	-0.77
377	2128	54	3025	88	0	-0.51	-0.51
378	1109	54	1771	90	0	-0.68	-0.68
379	1463	55	2125	91	0	-0.54	-0.54
380	4193	56	5432	90	0	-0.37	-0.37
381	1703	56	3019	90	0	-0.83	-0.83
382	3007	54	6932	87	0	-1.20	-1.20
383	1017	54	1864	85	0	-0.87	-0.87
384	633	55	1334	86	0	-1.08	-1.08
385	1135	55	1963	88	0	-0.79	-0.79
386	3290	55	4965	88	0	-0.59	-0.59
387	846	56	1663	89	0	-0.98	-0.98
388	752	56	1828	89	0	-1.28	-1.28
389	5738	55	6847	92	0	-0.25	-0.25
390	368	56	634	89	0	-0.78	-0.78
391	290	57	562	87	0	-0.95	-0.95
392	501	54	933	88	0	-0.90	-0.90
393	3998	55	5525	87	0	-0.47	-0.47
394	355	56	773	88	0	-1.12	-1.12
395	1035	54	1748	88	0	-0.76	-0.76
396	1313	58	1684	87	0	-0.36	-0.36
397	4902	55	7747	86	0	-0.66	-0.66
398	1254	54	2031	87	0	-0.70	-0.70
399	159	53	267	89	0	-0.75	-0.75
400	1174	54	1793	91	0	-0.61	-0.61
401	11941	55	11576	92	0	0.04	0.04
402	1196	57	2092	91	0	-0.81	-0.81
403	939	56	1809	89	0	-0.95	-0.95
404	819	55	1115	85	0	-0.45	-0.45
405	1696	54	3550	85	0	-1.07	-1.07
406	875	55	1595	88	0	-0.87	-0.87
407	143	55	279	89	0	-0.96	-0.96
408	723	55	1362	88	0	-0.91	-0.91
409	3096	57	4531	90	0	-0.55	-0.55
410	6404	56	10184	88	0	-0.67	-0.67
411	1024	57	1849	89	0	-0.85	-0.85
412	6372	57	8378	87	0	-0.39	-0.39
413	189	57	358	87	0	-0.92	-0.92
414	259	56	520	90	0	-1.01	-1.01
415	4974	56	9062	89	0	-0.87	-0.87
416	7108	55	10683	89	0	-0.59	-0.59
417	779	56	1062	89	0	-0.45	-0.45
418	1359	56	3030	86	0	-1.16	-1.16
419	896	53	1763	88	0	-0.98	-0.98
420	2869	53	5149	88	0	-0.84	-0.84
421	7549	55	13813	91	0	-0.87	-0.87
422	1726	54	2891	90	0	-0.74	-0.74
423	4085	54	5807	89	0	-0.51	-0.51
424	216	55	361	90	0	-0.74	-0.74
425	372	54	549	90	0	-0.56	-0.56
426	228	54	380	90	0	-0.74	-0.74
427	83	53	129	85	-75		-0.64
428	62	53	107	84	-75		-0.79
429	67	54	103	84	-75		-0.62
430	60	53	103	83	-75		-0.78
431	68	55	104	86	-75		-0.61
432	8254	56	17507	85	-75		-1.08
433	84	55	161	87	-75		-0.94
434	73	56	109	87	-75		-0.58
435	76	57	136	91	-75		-0.84
436	100	59	145	97	-75		-0.54
437	94	58	135	91	-75		-0.52
438	79	56	122	89	-75		-0.63
439	73	57	110	88	-75		-0.59
440	78	57	110	88	-75		-0.50
441	75	53	125	86	-75		-0.74
442	69	54	112	86	-75		-0.70
443	62	54	108	88	-75		-0.80
444	63	52	106	87	-75		-0.75
445	75	52	109	86	-75		-0.54
446	64	53	101	86	-75		-0.66
447	59	54	96	88	-75		-0.70
448	71	54	103	86	-75		-0.54
449	63	54	98	85	-75		-0.64
450	69	53	110	81	-75		-0.67
451	66	55	106	84	-75		-0.68
452	68	54	116	85	-75		-0.77
453	65	55	114	86	-75		-0.81
454	66	55	90	85	-75		-0.45
455	80	55	115	87	-75		-0.52
456	65	55	96	87	-75		-0.56
457	653	55	1021	88	0	-0.64	-0.64
458	54	57	91	93	-50		-0.75
459	4398	56	5414	90	0	-0.30	-0.30
460	6836	60	14640	92	0	-1.10	-1.10
461	434	58	750	93	0	-0.79	-0.79
462	31689	58	28158	95	0	0.17	0.17
463	954	52	1572	90	0	-0.72	-0.72
464	1831	54	986	92	0	0.89	0.89
465	6631	56	6929	93	0	-0.06	-0.06
466	28096	57	44089	93	0	-0.65	-0.65
467	566	57	1033	92	0	-0.87	-0.87
468	36486	56	34840	89	0	0.07	0.07
469	696	56	1321	90	0	-0.92	-0.92
470	58	57	94	92	-50		-0.70
471	5005	56	6296	94	0	-0.33	-0.33
472	28182	56	39141	91	0	-0.47	-0.47
473	543	55	1193	90	0	-1.14	-1.14
474	32895	55	32730	88	0	0.01	0.01
475	770	56	1121	89	0	-0.54	-0.54
476	1165	56	644	89	0	0.86	0.86
477	6502	57	5414	87	0	0.26	0.26
478	19396	58	29301	89	0	-0.60	-0.60
479	328	57	622	90	0	-0.92	-0.92
480	34011	56	30106	90	0	0.18	0.18
481	59	56	95	91	-50		-0.69
482	61	60	104	96	-50		-0.77
483	60	61	94	101	-50		-0.65
484	60	60	96	96	-50		-0.68
485	1108	60	1974	101	0	-0.83	-0.83
486	2513	63	998	106	0	1.33	1.33
487	8306	64	7651	106	0	0.12	0.12
488	30098	65	36835	109	0	-0.29	-0.29
489	703	64	1342	105	0	-0.93	-0.93
490	35775	65	26451	109	0	0.44	0.44
491	1326	63	2165	101	0	-0.71	-0.71
492	2223	62	1271	100	0	0.81	0.81
493	9268	66	8085	106	0	0.20	0.20
494	29432	68	34046	112	0	-0.21	-0.21
495	779	68	1163	113	0	-0.58	-0.58
496	34606	68	26011	109	0	0.41	0.41
497	1523	61	2014	101	0	-0.40	-0.40
498	2086	69	980	112	0	1.09	1.09
499	8301	76	7837	125	0	0.08	0.08
500	27155	76	32658	117	0	-0.27	-0.27
501	526	69	905	111	0	-0.78	-0.78
502	26370	68	21787	112	0	0.28	0.28
503	1198	70	1510	114	0	-0.33	-0.33
504	2217	69	862	114	0	1.36	1.36
505	8468	70	6803	115	0	0.32	0.32
506	27748	71	30644	116	0	-0.14	-0.14
