^SAMPLE = GSM182246
!Sample_title = Saccharomyces cerevisiae MA-A1 MA-A0
!Sample_geo_accession = GSM182246
!Sample_status = Public on Jun 01 2007
!Sample_submission_date = Apr 16 2007
!Sample_last_update_date = Jun 01 2007
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = Saccharomyces cerevisiae MA-A1
!Sample_organism_ch1 = Saccharomyces cerevisiae
!Sample_taxid_ch1 = 4932
!Sample_characteristics_ch1 = Saccharomyces cerevisiae MA-A1
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = Genisphere 3DNA System
!Sample_source_name_ch2 = Saccharomyces cerevisiae MA-A0
!Sample_organism_ch2 = Saccharomyces cerevisiae
!Sample_taxid_ch2 = 4932
!Sample_characteristics_ch2 = Saccharomyces cerevisiae MA-A0
!Sample_molecule_ch2 = total RNA
!Sample_extract_protocol_ch2 = See Townsend, Cavalieri and Hartl 2003, PMID: 12716989: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=search&term=12716989
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = Genisphere 3DNA System
!Sample_hyb_protocol = Genisphere 3DNA System
!Sample_scan_protocol = Axon scnanner and Genepix
!Sample_description = see Landry et al.
!Sample_data_processing = Spots of bad quality were given negative flags
!Sample_platform_id = GPL5092
!Sample_contact_name = Christian,,Landry
!Sample_contact_email = clandry@post.harvard.edu
!Sample_contact_laboratory = Hartl Laboratory
!Sample_contact_department = OEB
!Sample_contact_institute = Harvard University
!Sample_contact_address = 16 Divinity avenue
!Sample_contact_city = Cambridge
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02138
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7537
!Sample_data_row_count = 7744
#ID_REF = Platform ID
#F635_Median = median spot intensity at 635
#B635_Median = median background intensity at 635
#F532_Median = median spot intensity at 532
#B532_Median = median background intensity at 532
#Flags = zero signififies pass, less than zero is a bad spot
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = log ratio of median F635 divided by F532
!sample_table_begin
ID_REF	F635_Median	B635_Median	F532_Median	B532_Median	Flags	VALUE	UNF_VALUE
55	487	53	855	59	0	-0.81	-0.81
56	2335	51	3032	59	0	-0.38	-0.38
57	273	52	606	59	0	-1.15	-1.15
58	633	52	1140	60	0	-0.85	-0.85
59	225	54	382	61	0	-0.76	-0.76
60	210	57	354	62	0	-0.75	-0.75
61	283	57	472	62	0	-0.74	-0.74
62	245	56	445	63	0	-0.86	-0.86
63	185	55	287	63	0	-0.63	-0.63
64	84	55	121	63	0	-0.53	-0.53
65	321	54	608	62	0	-0.92	-0.92
66	185	55	303	64	0	-0.71	-0.71
67	140	50	234	57	0	-0.74	-0.74
68	123	52	190	57	0	-0.63	-0.63
69	104	51	144	57	0	-0.47	-0.47
70	244	50	360	58	0	-0.56	-0.56
71	831	50	1896	59	0	-1.19	-1.19
72	328	51	669	61	0	-1.03	-1.03
73	12121	52	17355	62	0	-0.52	-0.52
74	1191	52	2304	59	0	-0.95	-0.95
75	26524	53	25070	62	0	0.08	0.08
76	730	52	1558	59	0	-1.09	-1.09
77	11318	53	15308	60	0	-0.44	-0.44
78	166	52	265	60	0	-0.67	-0.67
79	73	52	91	60	0	-0.32	-0.32
80	160	54	305	60	0	-0.93	-0.93
81	101	54	170	60	0	-0.75	-0.75
82	101	55	134	61	0	-0.41	-0.41
83	303	56	566	62	0	-0.90	-0.90
84	90	55	113	63	0	-0.33	-0.33
85	216	54	361	62	0	-0.74	-0.74
86	430	55	880	62	0	-1.03	-1.03
87	149	54	251	62	0	-0.75	-0.75
88	1238	56	1811	64	0	-0.55	-0.55
89	30092	53	28888	63	0	0.06	0.06
90	114	51	173	57	0	-0.60	-0.60
91	325	50	684	58	0	-1.07	-1.07
92	315	51	795	57	0	-1.34	-1.34
93	149	52	312	57	0	-1.07	-1.07
94	155	50	306	58	0	-0.98	-0.98
95	2567	52	4655	59	0	-0.86	-0.86
96	117	52	190	57	0	-0.70	-0.70
97	152	52	297	57	0	-0.97	-0.97
98	124	53	212	57	0	-0.77	-0.77
99	107	54	153	57	0	-0.52	-0.52
100	353	55	740	59	0	-1.07	-1.07
101	231	54	520	59	0	-1.17	-1.17
102	1451	54	2503	60	0	-0.79	-0.79
103	551	55	1159	60	0	-1.07	-1.07
104	102	55	147	61	0	-0.53	-0.53
105	4370	55	6810	63	0	-0.64	-0.64
106	86	57	111	62	0	-0.37	-0.37
107	361	55	689	61	0	-0.93	-0.93
108	150	56	231	63	0	-0.62	-0.62
109	402	55	813	63	0	-1.02	-1.02
110	848	54	1945	62	0	-1.20	-1.20
111	472	50	1070	57	0	-1.18	-1.18
112	496	50	1120	57	0	-1.18	-1.18
113	1709	51	3843	58	0	-1.17	-1.17
114	323	50	759	58	0	-1.23	-1.23
115	162	50	312	57	0	-0.95	-0.95
116	359	50	728	58	0	-1.02	-1.02
117	1084	51	2941	58	0	-1.44	-1.44
118	120	49	222	58	0	-0.89	-0.89
119	182	51	375	57	0	-1.04	-1.04
120	204	52	434	57	0	-1.09	-1.09
121	181	54	295	58	0	-0.70	-0.70
122	1894	54	3121	59	0	-0.72	-0.72
123	565	54	1192	59	0	-1.08	-1.08
124	376	55	700	59	0	-0.90	-0.90
125	801	56	1435	60	0	-0.84	-0.84
126	328	54	641	59	0	-0.97	-0.97
127	326	54	707	60	0	-1.12	-1.12
128	198	55	354	60	0	-0.84	-0.84
129	103	56	156	61	0	-0.60	-0.60
130	805	56	1604	62	0	-0.99	-0.99
131	149	54	236	61	0	-0.66	-0.66
132	1037	54	1854	60	0	-0.84	-0.84
133	2433	52	4373	54	0	-0.85	-0.85
134	77	51	103	57	0	-0.42	-0.42
135	208	50	374	58	0	-0.85	-0.85
136	834	51	1919	58	0	-1.20	-1.20
137	738	50	1556	57	0	-1.08	-1.08
138	171	50	333	57	0	-0.96	-0.96
139	1002	50	2368	58	0	-1.24	-1.24
140	97	52	160	58	0	-0.72	-0.72
141	110	52	181	57	0	-0.72	-0.72
142	211	53	408	58	0	-0.95	-0.95
143	729	56	1606	59	0	-1.14	-1.14
144	4717	54	8366	60	0	-0.83	-0.83
145	512	55	1094	60	0	-1.10	-1.10
146	132	53	220	60	0	-0.74	-0.74
147	273	55	505	59	0	-0.89	-0.89
148	213	53	406	60	0	-0.93	-0.93
149	236	55	475	61	0	-1.01	-1.01
150	176	52	319	60	0	-0.86	-0.86
151	290	53	573	60	0	-0.98	-0.98
152	66	57	77	61	-50		-0.22
153	221	54	359	60	0	-0.70	-0.70
154	197	55	340	61	0	-0.79	-0.79
155	99	53	192	55	0	-0.96	-0.96
156	447	50	1008	56	0	-1.17	-1.17
157	193	49	435	56	0	-1.17	-1.17
158	214	49	510	56	0	-1.25	-1.25
159	292	50	665	57	0	-1.19	-1.19
160	722	49	1638	57	0	-1.18	-1.18
161	415	48	935	58	0	-1.17	-1.17
162	247	52	704	57	0	-1.51	-1.51
163	401	53	871	57	0	-1.12	-1.12
164	155	53	280	58	0	-0.85	-0.85
165	185	54	386	59	0	-1.06	-1.06
166	149	54	382	61	0	-1.36	-1.36
167	9402	55	13216	63	0	-0.49	-0.49
168	150	54	205	62	0	-0.45	-0.45
169	215	54	412	61	0	-0.94	-0.94
170	447	54	880	61	0	-0.98	-0.98
171	82	55	117	61	0	-0.51	-0.51
172	1291	54	2455	61	0	-0.93	-0.93
173	427	53	822	61	0	-0.94	-0.94
174	737	56	1428	61	0	-0.95	-0.95
175	92	53	128	61	0	-0.48	-0.48
176	477	55	928	61	0	-0.96	-0.96
177	1767	52	3600	55	0	-1.03	-1.03
178	134	51	331	54	0	-1.30	-1.30
179	287	50	655	56	0	-1.19	-1.19
180	386	50	916	56	0	-1.25	-1.25
181	572	50	1236	57	0	-1.11	-1.11
182	299	50	789	57	0	-1.40	-1.40
183	1824	49	3928	58	0	-1.11	-1.11
184	415	51	945	58	0	-1.19	-1.19
185	918	53	2060	58	0	-1.17	-1.17
186	591	53	1361	57	0	-1.20	-1.20
187	77	52	89	59	0	-0.21	-0.21
188	74	53	101	59	0	-0.45	-0.45
189	82	59	91	65	-100		-0.15
190	264	56	547	62	0	-1.05	-1.05
191	443	55	1023	62	0	-1.21	-1.21
192	1397	53	2662	61	0	-0.93	-0.93
193	112	54	177	60	0	-0.66	-0.66
194	52	54	59	61	-50		-0.18
195	51	53	58	60	-50		-0.19
196	113	54	198	61	0	-0.81	-0.81
197	160	53	274	61	0	-0.78	-0.78
198	574	56	1215	60	0	-1.08	-1.08
199	141	51	267	57	0	-0.92	-0.92
200	279	52	436	55	0	-0.64	-0.64
201	208	51	454	58	0	-1.13	-1.13
202	1168	49	2155	59	0	-0.88	-0.88
203	102	49	198	58	0	-0.96	-0.96
204	97	50	145	57	0	-0.58	-0.58
205	54	50	58	58	-50		-0.10
206	50	51	57	58	-50		-0.19
207	54	53	55	58	-50		-0.03
208	55	52	56	58	-50		-0.03
209	285	52	482	57	0	-0.76	-0.76
210	125	52	250	58	0	-1.00	-1.00
211	54	53	58	59	-50		-0.10
212	52	54	60	60	-50		-0.21
213	361	55	658	61	0	-0.87	-0.87
214	78	54	99	61	0	-0.34	-0.34
215	727	54	1728	60	0	-1.25	-1.25
216	369	54	751	60	0	-1.03	-1.03
217	54	53	57	59	-50		-0.08
218	55	54	58	61	-50		-0.08
219	1060	53	2068	61	0	-0.96	-0.96
220	756	56	1571	60	0	-1.06	-1.06
221	318	51	724	57	0	-1.19	-1.19
222	117	53	229	54	0	-0.97	-0.97
223	310	53	680	58	0	-1.13	-1.13
224	1147	49	2645	59	0	-1.21	-1.21
225	522	49	1224	57	0	-1.23	-1.23
226	153	51	303	58	0	-0.99	-0.99
227	173	51	338	60	0	-0.97	-0.97
228	1606	53	3563	60	0	-1.15	-1.15
229	430	53	941	60	0	-1.13	-1.13
230	1227	54	2650	61	0	-1.11	-1.11
231	83	54	119	61	0	-0.52	-0.52
232	387	53	798	60	0	-1.04	-1.04
233	936	54	2000	61	0	-1.10	-1.10
234	93	56	125	62	0	-0.43	-0.43
235	14084	57	17897	64	0	-0.35	-0.35
236	6849	56	9852	66	0	-0.52	-0.52
237	219	54	386	61	0	-0.82	-0.82
238	83	53	103	60	0	-0.31	-0.31
239	191	53	372	60	0	-0.96	-0.96
240	123	54	204	61	0	-0.73	-0.73
241	224	55	585	60	0	-1.38	-1.38
242	65	57	66	60	-50		-0.02
243	430	51	931	57	0	-1.11	-1.11
244	135	51	216	56	0	-0.68	-0.68
245	1781	51	3557	56	0	-1.00	-1.00
246	485	50	945	56	0	-0.96	-0.96
247	111	50	219	56	0	-0.98	-0.98
248	305	50	555	55	0	-0.86	-0.86
249	568	50	1263	56	0	-1.15	-1.15
250	267	52	475	58	0	-0.83	-0.83
251	803	52	2106	59	0	-1.39	-1.39
252	507	53	979	60	0	-0.95	-0.95
253	492	54	1122	61	0	-1.19	-1.19
254	318	54	544	62	0	-0.77	-0.77
255	188	56	237	64	0	-0.33	-0.33
256	132	57	171	64	0	-0.37	-0.37
257	1378	56	2446	65	0	-0.83	-0.83
258	367	55	705	65	0	-0.94	-0.94
259	7932	55	10918	62	0	-0.46	-0.46
260	1291	54	2258	62	0	-0.81	-0.81
261	321	55	617	61	0	-0.94	-0.94
262	547	55	984	61	0	-0.85	-0.85
263	116	54	169	60	0	-0.54	-0.54
264	730	56	1398	60	0	-0.94	-0.94
265	128	51	190	55	0	-0.57	-0.57
266	276	50	493	57	0	-0.84	-0.84
267	359	51	570	54	0	-0.67	-0.67
268	141	50	245	55	0	-0.80	-0.80
269	1775	50	2425	56	0	-0.45	-0.45
270	255	51	366	57	0	-0.52	-0.52
271	243	51	392	57	0	-0.69	-0.69
272	573	51	1092	57	0	-0.93	-0.93
273	346	50	518	56	0	-0.58	-0.58
274	116	51	159	57	0	-0.45	-0.45
275	82	52	102	58	0	-0.31	-0.31
276	298	53	447	59	0	-0.58	-0.58
277	66	56	73	61	-50		-0.15
278	138	55	187	61	0	-0.44	-0.44
279	259	55	383	62	0	-0.56	-0.56
280	319	55	443	62	0	-0.47	-0.47
281	253	55	370	61	0	-0.55	-0.55
282	7377	54	8587	60	0	-0.22	-0.22
283	69	55	68	59	-50		0.02
284	134	57	200	61	0	-0.58	-0.58
285	305	55	409	60	0	-0.42	-0.42
286	278	55	483	59	0	-0.80	-0.80
287	616	51	1147	55	0	-0.90	-0.90
288	1230	51	1908	57	0	-0.63	-0.63
289	257	50	389	56	0	-0.60	-0.60
290	1821	51	3291	55	0	-0.85	-0.85
291	104	50	174	55	0	-0.74	-0.74
292	610	52	1667	56	0	-1.45	-1.45
293	190	51	377	56	0	-0.99	-0.99
294	1390	52	2737	58	0	-0.98	-0.98
295	367	52	725	58	0	-0.98	-0.98
296	245	53	523	58	0	-1.09	-1.09
297	120	52	183	57	0	-0.61	-0.61
298	284	53	671	58	0	-1.24	-1.24
299	253	53	595	58	0	-1.23	-1.23
300	147	52	273	58	0	-0.89	-0.89
301	161	53	325	59	0	-1.01	-1.01
302	1349	55	2580	59	0	-0.94	-0.94
303	88	54	136	60	0	-0.63	-0.63
304	83	54	90	58	0	-0.12	-0.12
305	108	54	188	59	0	-0.80	-0.80
306	643	54	1640	60	0	-1.35	-1.35
307	182	54	321	59	0	-0.82	-0.82
308	68	54	72	60	-50		-0.08
309	177	50	348	55	0	-0.98	-0.98
310	526	51	1389	56	0	-1.40	-1.40
311	610	50	1453	55	0	-1.25	-1.25
312	1117	51	1869	55	0	-0.74	-0.74
313	119	51	224	56	0	-0.91	-0.91
314	1470	52	3307	56	0	-1.17	-1.17
315	193	51	452	57	0	-1.23	-1.23
316	11066	52	14976	59	0	-0.44	-0.44
317	112	53	202	57	0	-0.85	-0.85
318	257	52	513	58	0	-1.00	-1.00
319	202	51	390	57	0	-0.95	-0.95
320	84	52	92	57	0	-0.13	-0.13
321	234	53	531	58	0	-1.18	-1.18
322	82	52	125	59	0	-0.61	-0.61
323	1011	53	2965	59	0	-1.55	-1.55
324	286	53	483	59	0	-0.76	-0.76
325	666	53	1528	59	0	-1.20	-1.20
326	121	56	230	59	0	-0.93	-0.93
327	1030	55	2131	60	0	-1.05	-1.05
328	151	55	307	60	0	-1.02	-1.02
329	78	55	99	60	0	-0.34	-0.34
330	138	53	281	59	0	-1.03	-1.03
331	85	52	78	57	0	0.12	0.12
332	608	50	1378	56	0	-1.18	-1.18
333	1004	50	2686	56	0	-1.42	-1.42
334	894	50	2218	56	0	-1.31	-1.31
335	193	53	436	55	0	-1.18	-1.18
336	208	51	424	55	0	-1.03	-1.03
337	149	50	302	56	0	-1.02	-1.02
338	86	51	128	57	0	-0.57	-0.57
339	98	52	161	57	0	-0.72	-0.72
340	1246	51	2262	57	0	-0.86	-0.86
341	393	52	958	57	0	-1.29	-1.29
342	403	53	797	57	0	-0.98	-0.98
343	296	52	628	58	0	-1.09	-1.09
344	206	52	404	59	0	-0.97	-0.97
345	6642	54	10346	60	0	-0.64	-0.64
346	210	53	436	60	0	-1.05	-1.05
347	355	54	723	60	0	-1.03	-1.03
348	347	56	741	60	0	-1.09	-1.09
349	182	54	347	59	0	-0.93	-0.93
350	254	53	595	60	0	-1.23	-1.23
351	118	54	194	60	0	-0.72	-0.72
352	854	54	1778	59	0	-1.06	-1.06
353	183	50	364	57	0	-0.99	-0.99
354	265	50	476	57	0	-0.84	-0.84
355	231	51	487	56	0	-1.08	-1.08
356	172	50	443	56	0	-1.36	-1.36
357	229	53	459	56	0	-1.00	-1.00
358	207	51	446	56	0	-1.11	-1.11
359	199	51	499	57	0	-1.33	-1.33
360	836	51	1877	57	0	-1.17	-1.17
361	242	51	531	57	0	-1.13	-1.13
362	157	51	325	57	0	-1.05	-1.05
363	299	54	719	58	0	-1.27	-1.27
364	263	57	642	58	0	-1.29	-1.29
365	232	54	461	58	0	-0.99	-0.99
366	303	52	590	59	0	-0.96	-0.96
367	129	54	236	58	0	-0.87	-0.87
368	624	53	1284	58	0	-1.04	-1.04
369	249	54	589	59	0	-1.24	-1.24
370	665	55	1533	59	0	-1.20	-1.20
371	337	55	765	59	0	-1.18	-1.18
372	821	55	1821	59	0	-1.15	-1.15
373	548	53	1103	58	0	-1.01	-1.01
374	207	54	399	58	0	-0.95	-0.95
375	82	49	112	58	0	-0.45	-0.45
376	485	50	1393	57	0	-1.52	-1.52
377	339	51	911	57	0	-1.43	-1.43
378	210	50	444	57	0	-1.08	-1.08
379	211	53	528	57	0	-1.32	-1.32
380	1255	53	2578	56	0	-1.04	-1.04
381	377	51	1006	58	0	-1.42	-1.42
382	794	52	1719	57	0	-1.11	-1.11
383	202	52	460	58	0	-1.19	-1.19
384	168	51	323	58	0	-0.94	-0.94
385	215	52	422	58	0	-0.97	-0.97
386	420	54	1035	59	0	-1.30	-1.30
387	191	53	418	58	0	-1.13	-1.13
388	239	54	478	59	0	-1.00	-1.00
389	759	54	1778	58	0	-1.23	-1.23
390	112	55	204	59	0	-0.87	-0.87
391	110	54	181	60	0	-0.72	-0.72
392	125	54	221	59	0	-0.82	-0.82
393	647	55	1668	59	0	-1.37	-1.37
394	108	55	159	59	0	-0.56	-0.56
395	192	54	350	59	0	-0.87	-0.87
396	180	54	359	59	0	-1.00	-1.00
397	951	52	2300	59	0	-1.27	-1.27
398	224	53	521	59	0	-1.22	-1.22
399	79	52	107	60	0	-0.44	-0.44
400	194	52	448	59	0	-1.21	-1.21
401	2070	53	3292	60	0	-0.67	-0.67
402	249	53	493	59	0	-0.99	-0.99
403	215	51	465	59	0	-1.11	-1.11
404	134	53	266	59	0	-0.99	-0.99
405	446	54	797	60	0	-0.84	-0.84
406	181	53	369	60	0	-1.03	-1.03
407	74	52	96	59	0	-0.38	-0.38
408	179	53	406	60	0	-1.18	-1.18
409	522	54	1017	60	0	-0.96	-0.96
410	1644	54	2862	61	0	-0.80	-0.80
411	219	55	518	61	0	-1.24	-1.24
412	1160	57	2879	61	0	-1.31	-1.31
413	87	54	118	60	0	-0.44	-0.44
414	95	55	159	60	0	-0.74	-0.74
415	1123	56	2319	61	0	-1.05	-1.05
416	1278	54	2975	60	0	-1.22	-1.22
417	139	54	232	60	0	-0.74	-0.74
418	293	55	580	61	0	-0.99	-0.99
419	238	53	504	59	0	-1.08	-1.08
420	621	52	1293	60	0	-1.06	-1.06
421	1863	52	4074	60	0	-1.13	-1.13
422	297	54	707	61	0	-1.25	-1.25
423	633	54	1988	62	0	-1.65	-1.65
424	80	53	114	61	0	-0.51	-0.51
425	67	53	64	59	-100		0.07
426	84	52	115	62	0	-0.45	-0.45
427	59	53	74	62	-75		-0.33
428	67	54	82	61	-75		-0.29
429	68	54	76	61	-75		-0.16
430	66	54	79	62	-75		-0.26
431	64	54	79	62	-75		-0.30
432	4381	56	6661	65	-75		-0.60
433	71	57	80	63	-75		-0.17
434	67	57	79	63	-75		-0.24
435	64	55	72	63	-75		-0.17
436	64	57	72	62	-75		-0.17
437	59	57	68	62	-75		-0.20
438	63	55	67	62	-75		-0.09
439	62	55	73	61	-75		-0.24
440	64	55	75	62	-75		-0.23
441	56	52	65	60	-75		-0.22
442	66	51	76	60	-75		-0.20
443	64	53	69	59	-75		-0.11
444	68	53	81	60	-75		-0.25
445	61	54	66	61	-75		-0.11
446	62	53	71	61	-75		-0.20
447	56	54	65	59	-75		-0.22
448	59	54	65	61	-75		-0.14
449	65	54	74	62	-75		-0.19
450	62	54	72	63	-75		-0.22
451	64	55	71	63	-75		-0.15
452	69	56	74	65	-75		-0.10
453	66	54	73	65	-75		-0.15
454	74	58	84	66	-75		-0.18
455	61	59	68	65	-75		-0.16
456	67	57	74	65	-75		-0.14
457	116	56	207	65	0	-0.84	-0.84
458	51	56	59	63	-50		-0.21
459	971	57	2001	63	0	-1.04	-1.04
460	1938	57	3748	64	0	-0.95	-0.95
461	136	55	237	64	0	-0.80	-0.80
462	8076	55	12129	63	0	-0.59	-0.59
463	160	53	325	63	0	-1.02	-1.02
464	116	52	208	63	0	-0.84	-0.84
465	1415	55	2858	65	0	-1.01	-1.01
466	8919	55	11873	63	0	-0.41	-0.41
467	151	56	287	63	0	-0.93	-0.93
468	9347	53	13376	65	0	-0.52	-0.52
469	146	53	288	64	0	-0.98	-0.98
470	61	56	63	62	-50		-0.05
471	1325	55	2726	63	0	-1.04	-1.04
472	6049	54	11443	63	0	-0.92	-0.92
473	185	57	359	66	0	-0.96	-0.96
474	9227	57	14721	70	0	-0.67	-0.67
475	130	57	247	68	0	-0.93	-0.93
476	96	57	163	66	0	-0.76	-0.76
477	954	56	1973	66	0	-1.05	-1.05
478	4218	55	7737	65	0	-0.88	-0.88
479	111	58	168	66	0	-0.60	-0.60
480	8020	57	11619	64	0	-0.53	-0.53
481	60	57	67	64	-50		-0.16
482	59	58	68	64	-50		-0.20
483	58	56	63	63	-50		-0.12
484	53	58	62	61	-50		-0.23
485	280	54	542	66	0	-0.95	-0.95
486	254	56	471	67	0	-0.89	-0.89
487	2320	57	3715	65	0	-0.68	-0.68
488	8489	55	10516	65	0	-0.31	-0.31
489	238	56	393	65	0	-0.72	-0.72
490	9571	57	11428	66	0	-0.26	-0.26
491	288	54	545	64	0	-0.92	-0.92
492	160	55	306	64	0	-0.94	-0.94
493	2442	55	3993	64	0	-0.71	-0.71
494	7703	56	9240	64	0	-0.26	-0.26
495	183	55	323	63	0	-0.82	-0.82
496	8683	56	10688	64	0	-0.30	-0.30
497	282	57	525	64	0	-0.90	-0.90
498	139	55	278	63	0	-1.00	-1.00
499	2400	55	4110	64	0	-0.78	-0.78
500	8713	57	11109	65	0	-0.35	-0.35
501	142	54	244	65	0	-0.78	-0.78
502	10361	56	13374	66	0	-0.37	-0.37
503	249	58	457	66	0	-0.88	-0.88
504	165	58	310	66	0	-0.91	-0.91
505	2461	57	3885	68	0	-0.66	-0.66
506	9612	59	10357	68	0	-0.11	-0.11
507	241	55	430	65	0	-0.84	-0.84
508	9646	56	12317	66	0	-0.35	-0.35
509	554	56	1150	64	0	-1.05	-1.05
510	428	55	986	64	0	-1.20	-1.20
511	190	55	322	64	0	-0.76	-0.76
512	188	57	348	64	0	-0.89	-0.89
513	433	56	895	62	0	-1.05	-1.05
514	108	55	177	64	0	-0.71	-0.71
515	121	55	211	63	0	-0.80	-0.80
516	352	54	690	63	0	-0.97	-0.97
517	111	55	205	61	0	-0.89	-0.89
518	132	55	252	62	0	-0.93	-0.93
519	154	59	280	62	0	-0.86	-0.86
520	346	57	723	63	0	-1.06	-1.06
521	3898	55	5380	64	0	-0.46	-0.46
522	185	54	323	64	0	-0.80	-0.80
523	231	54	435	65	0	-0.91	-0.91
