Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0016282~eukaryotic 43S preinitiation complex	3	2.0408163265306123	0.006617417769300527	5727925, 5718721, 5728767	92	8	5706	23.25815217391304	0.3548039512977197	0.18524527191027623	0.18524527191027623
UP_KEYWORDS	Protein biosynthesis	5	3.4013605442176873	0.006714013062691916	5728754, 5727925, 5722614, 5718721, 5728767	147	74	14416	6.626218054789484	0.4397388116225196	0.0721756404239381	0.06630087899408267
INTERPRO	IPR019956:Ubiquitin subgroup	3	2.0408163265306123	0.00733322304192935	5721788, 5726407, 5725863	121	10	9041	22.41570247933884	0.8892757880892272	1.0	1.0
GOTERM_CC_DIRECT	GO:0022625~cytosolic large ribosomal subunit	5	3.4013605442176873	0.00796932492180056	5716607, 5715904, 5720364, 5725206, 5725358	92	50	5706	6.202173913043478	0.41026528651115846	0.18524527191027623	0.18524527191027623
GOTERM_CC_DIRECT	GO:0033290~eukaryotic 48S preinitiation complex	3	2.0408163265306123	0.008420239632285283	5727925, 5718721, 5728767	92	9	5706	20.67391304347826	0.4276981674985335	0.18524527191027623	0.18524527191027623
GOTERM_BP_DIRECT	GO:0006446~regulation of translational initiation	3	2.0408163265306123	0.00933567452074198	5727925, 5718721, 5728767	69	10	4507	19.595652173913045	0.5278044152613331	0.24895132055311947	0.24895132055311947
GOTERM_BP_DIRECT	GO:0001731~formation of translation preinitiation complex	3	2.0408163265306123	0.00933567452074198	5727925, 5718721, 5728767	69	10	4507	19.595652173913045	0.5278044152613331	0.24895132055311947	0.24895132055311947
GOTERM_CC_DIRECT	GO:0005852~eukaryotic translation initiation factor 3 complex	3	2.0408163265306123	0.012600390424082925	5727925, 5718721, 5728767	92	11	5706	16.915019762845848	0.5669532569550976	0.20790644199736824	0.20790644199736824
UP_KEYWORDS	Cytoskeleton	4	2.7210884353741496	0.01648101614219713	5719519, 5715835, 5716475, 5719644	147	53	14416	7.401360544217687	0.7604940821809849	0.15748526535877258	0.14466669724817482
UP_KEYWORDS	Pentose shunt	2	1.3605442176870748	0.020153398370871975	5715406, 5722476	147	2	14416	98.06802721088435	0.8263815793520325	0.17331922598949898	0.15921184712988862
GOTERM_CC_DIRECT	GO:0005840~ribosome	5	3.4013605442176873	0.021627532876360545	5726079, 5721788, 5722614, 5725863, 5726205	92	67	5706	4.628487994808566	0.7638006571934856	0.28548343396795917	0.28548343396795917
INTERPRO	IPR013838:Beta tubulin, autoregulation binding site	2	1.3605442176870748	0.026371015814537227	5719519, 5719644	121	2	9041	74.71900826446281	0.9996614251349432	1.0	1.0
INTERPRO	IPR002453:Beta tubulin	2	1.3605442176870748	0.026371015814537227	5719519, 5719644	121	2	9041	74.71900826446281	0.9996614251349432	1.0	1.0
GOTERM_MF_DIRECT	GO:0003743~translation initiation factor activity	4	2.7210884353741496	0.02739567590666094	5726058, 5727925, 5718721, 5728767	90	45	6102	6.026666666666667	0.9473695864398495	1.0	1.0
GOTERM_MF_DIRECT	GO:0004801~sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity	2	1.3605442176870748	0.028960386106580884	5715406, 5718356	90	2	6102	67.8	0.9556272412159033	1.0	1.0
SMART	SM00213:UBQ	3	2.0408163265306123	0.030433227102233347	5721788, 5726407, 5725863	37	23	2990	10.54054054054054	0.6393674814607346	0.6531004899889343	0.6531004899889343
INTERPRO	IPR019775:WD40 repeat, conserved site	5	3.4013605442176873	0.03376306710910419	5728678, 5721692, 5715193, 5723548, 5718721	121	92	9041	4.060815666546892	0.9999653257980559	1.0	1.0
UP_KEYWORDS	Transferase	13	8.843537414965986	0.0362135308239544	5722736, 5715406, 5723766, 5723548, 5720572, 5722233, 5728446, 5724751, 5722298, 5728696, 5719165, 5724070, 5718356	147	661	14416	1.9287206561898587	0.9580867887054573	0.28029301830424985	0.2574784703027411
UP_KEYWORDS	Iron-sulfur	3	2.0408163265306123	0.03911065371687207	5715766, 5718949, 5719098	147	31	14416	9.490454246214613	0.9676473001801904	0.28029301830424985	0.2574784703027411
INTERPRO	IPR018222:Nuclear transport factor 2, Eukaryote	2	1.3605442176870748	0.039296724201210984	5726351, 5722233	121	3	9041	49.81267217630854	0.9999937742425649	1.0	1.0
INTERPRO	IPR001585:Transaldolase	2	1.3605442176870748	0.039296724201210984	5715406, 5718356	121	3	9041	49.81267217630854	0.9999937742425649	1.0	1.0
INTERPRO	IPR002075:Nuclear transport factor 2	2	1.3605442176870748	0.039296724201210984	5726351, 5722233	121	3	9041	49.81267217630854	0.9999937742425649	1.0	1.0
SMART	SM00320:WD40	6	4.081632653061225	0.039581847878117235	5728678, 5721692, 5715193, 5723548, 5716475, 5718721	37	159	2990	3.049464558898521	0.7362503627488415	0.6531004899889343	0.6531004899889343
KEGG_PATHWAY	cre00190:Oxidative phosphorylation	6	4.081632653061225	0.040867701388904096	5715766, 5729050, 5721538, 5725193, 5716231, 5721547	47	81	1930	3.041765169424744	0.8857956007975418	0.723075355540973	0.723075355540973
KEGG_PATHWAY	cre01200:Carbon metabolism	8	5.442176870748299	0.0417158858965946	5722298, 5724070, 5721467, 5728718, 5718356, 5722404, 5720572, 5722476	47	138	1930	2.3805118717237126	0.8909305775825183	0.723075355540973	0.723075355540973
GOTERM_BP_DIRECT	GO:0006098~pentose-phosphate shunt	2	1.3605442176870748	0.04459319370011356	5715406, 5722476	69	3	4507	43.54589371980676	0.973994424498795	0.8918638740022712	0.8918638740022712
INTERPRO	IPR013785:Aldolase-type TIM barrel	4	2.7210884353741496	0.048999072213363	5715406, 5722804, 5722618, 5718356	121	62	9041	4.820581178352439	0.9999997007037685	1.0	1.0
INTERPRO	IPR021131:Ribosomal protein L18e/L15P	2	1.3605442176870748	0.052052244570174364	5716607, 5725206	121	4	9041	37.35950413223141	0.9999998855709294	1.0	1.0
UP_KEYWORDS	Initiation factor	3	2.0408163265306123	0.06187499189445833	5727925, 5718721, 5728767	147	40	14416	7.355102040816326	0.9958845119288202	0.3653978665539437	0.33565617974141343
UP_KEYWORDS	Coiled coil	19	12.925170068027212	0.06313831644949428	5716216, 5719519, 5729096, 5721857, 5729143, 5715904, 5729132, 5726837, 5722614, 5726407, 5721760, 5725368, 5720431, 5726024, 5724070, 5719720, 5718565, 5716475, 5719644	147	1209	14416	1.5411848775904076	0.996334856010448	0.3653978665539437	0.33565617974141343
KEGG_PATHWAY	cre01130:Biosynthesis of antibiotics	10	6.802721088435375	0.06542642186747674	5722298, 5722736, 5724070, 5723766, 5728718, 5718356, 5722404, 5720572, 5723630, 5722476	47	217	1930	1.8923423865084812	0.9703583803020477	0.8505434842771976	0.8505434842771976
UP_KEYWORDS	Cell division	2	1.3605442176870748	0.0687893769565895	5721857, 5725094	147	7	14416	28.019436345966955	0.9978216820835675	0.3653978665539437	0.33565617974141343
UP_KEYWORDS	Cell cycle	2	1.3605442176870748	0.0687893769565895	5721857, 5725094	147	7	14416	28.019436345966955	0.9978216820835675	0.3653978665539437	0.33565617974141343
INTERPRO	IPR001680:WD40 repeat	6	4.081632653061225	0.06974340571922111	5728678, 5721692, 5715193, 5723548, 5716475, 5718721	121	166	9041	2.700687045703475	0.9999999995905278	1.0	1.0
GOTERM_MF_DIRECT	GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	2	1.3605442176870748	0.0708529271506309	5729132, 5728718	90	5	6102	27.12	0.9995860450472256	1.0	1.0
UP_SEQ_FEATURE	chain:Tubulin beta-1/beta-2 chain	2	1.3605442176870748	0.07418524871354124	5719519, 5719644	11	2	265	24.09090909090909	0.9009800078837846	0.8055561009836405	0.8055561009836405
INTERPRO	IPR023123:Tubulin, C-terminal	2	1.3605442176870748	0.07706158135679776	5719519, 5719644	121	6	9041	24.90633608815427	0.9999999999613949	1.0	1.0
UP_KEYWORDS	Microtubule	3	2.0408163265306123	0.0819614453787718	5719519, 5716475, 5719644	147	47	14416	6.259661311333043	0.9993602074687661	0.3653978665539437	0.33565617974141343
UP_KEYWORDS	Transport	6	4.081632653061225	0.08221194600516214	5715766, 5718837, 5729050, 5724266, 5725193, 5728910	147	228	14416	2.580737558181167	0.9993750483052803	0.3653978665539437	0.33565617974141343
INTERPRO	IPR017986:WD40-repeat-containing domain	6	4.081632653061225	0.08314042005768163	5728678, 5721692, 5715193, 5723548, 5716475, 5718721	121	175	9041	2.5617945690672963	0.9999999999946476	1.0	1.0
UP_KEYWORDS	Heme	3	2.0408163265306123	0.08497624803580087	5728176, 5718002, 5722404	147	48	14416	6.129251700680272	0.9995178484058578	0.3653978665539437	0.33565617974141343
UP_KEYWORDS	Mitochondrion	3	2.0408163265306123	0.08497624803580087	5715766, 5719098, 5726837	147	48	14416	6.129251700680272	0.9995178484058578	0.3653978665539437	0.33565617974141343
INTERPRO	IPR000626:Ubiquitin	3	2.0408163265306123	0.08616061281027014	5721788, 5726407, 5725863	121	37	9041	6.058297967388876	0.9999999999980043	1.0	1.0
GOTERM_BP_DIRECT	GO:0042542~response to hydrogen peroxide	2	1.3605442176870748	0.08722578786179085	5720083, 5722404	69	6	4507	21.77294685990338	0.9993253648807034	1.0	1.0
INTERPRO	IPR011008:Dimeric alpha-beta barrel	2	1.3605442176870748	0.08931975625965324	5722617, 5726501	121	7	9041	21.348288075560802	0.9999999999992913	1.0	1.0
SMART	SM00865:SM00865	2	1.3605442176870748	0.09246209326355044	5719519, 5719644	37	8	2990	20.202702702702705	0.959305328880531	0.9425281832053483	0.9425281832053483
GOTERM_CC_DIRECT	GO:0009941~chloroplast envelope	6	4.081632653061225	0.09455977863705876	5728920, 5726079, 5720868, 5722614, 5723630, 5722300	92	152	5706	2.4482265446224254	0.9985785039321209	1.0	1.0
GOTERM_MF_DIRECT	GO:0050897~cobalt ion binding	2	1.3605442176870748	0.09778329163516565	5721547, 5719426	90	7	6102	19.37142857142857	0.9999816788910355	1.0	1.0
