Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Transit peptide	11	3.353658536585366	1.3831904328645102E-6	5715019, 5719098, 5724296, 5726208, 5722943, 5715870, 5716179, 5717357, 5722300, 5722796, 5719722	328	63	14416	7.6740224545102595	1.7841577125410346E-4	3.5686313167904366E-5	2.9600275263300517E-5
UP_KEYWORDS	Cytoskeleton	9	2.7439024390243905	2.343532633964116E-5	5719519, 5728641, 5718481, 5727165, 5718906, 5717531, 5728480, 5716475, 5719644	328	53	14416	7.463414634146342	0.0030186272778854883	5.038595163022849E-4	4.1792998639026736E-4
SMART	SM00865:SM00865	5	1.524390243902439	4.690291050099126E-5	5726059, 5719519, 5728641, 5717531, 5719644	90	8	2990	20.76388888888889	0.0031843917476408468	0.0031893979140674056	0.0031893979140674056
INTERPRO	IPR017975:Tubulin, conserved site	5	1.524390243902439	5.875093006472841E-5	5726059, 5719519, 5728641, 5717531, 5719644	283	8	9041	19.966872791519435	0.03452405142096626	0.017566528089353793	0.017478401694256702
INTERPRO	IPR018316:Tubulin/FtsZ, 2-layer sandwich domain	5	1.524390243902439	5.875093006472841E-5	5726059, 5719519, 5728641, 5717531, 5719644	283	8	9041	19.966872791519435	0.03452405142096626	0.017566528089353793	0.017478401694256702
UP_KEYWORDS	Metal-binding	21	6.402439024390244	5.897717837386554E-5	5715766, 5724629, 5718949, 5721979, 5729230, 5720157, 5722217, 5724549, 5723630, 5720015, 5722285, 5719098, 5728069, 5727122, 5724296, 5728176, 5718002, 5725094, 5726062, 5728094, 5719625	328	327	14416	2.822555381517118	0.007579410667458264	0.001086865144318379	9.015082980005162E-4
GOTERM_BP_DIRECT	GO:0007017~microtubule-based process	6	1.8292682926829267	7.09472075610101E-5	5726059, 5719519, 5728641, 5717531, 5728480, 5719644	187	12	4507	12.050802139037433	0.013039932690511291	0.004375077799595622	0.004375077799595622
UP_KEYWORDS	Iron	11	3.353658536585366	8.199987626404667E-5	5715766, 5722285, 5718949, 5719098, 5721979, 5724296, 5728176, 5718002, 5726062, 5720157, 5720015	328	99	14416	4.883468834688347	0.010522663069306049	0.0011976227933641875	9.93377045658667E-4
UP_KEYWORDS	Microtubule	8	2.4390243902439024	8.355507860680377E-5	5719519, 5728641, 5718481, 5727165, 5717531, 5728480, 5716475, 5719644	328	47	14416	7.4810586403736385	0.010721169622167515	0.0011976227933641875	9.93377045658667E-4
UP_KEYWORDS	Transferase	32	9.75609756097561	1.042944937367371E-4	5718408, 5719736, 5716209, 5728909, 5720923, 5727616, 5722422, 5721272, 5728446, 5726122, 5715692, 5718069, 5715407, 5723766, 5728959, 5722217, 5723548, 5720572, 5722233, 5721289, 5722796, 5720432, 5724199, 5727204, 5727222, 5728696, 5716096, 5719165, 5718356, 5716210, 5719647, 5719722	328	661	14416	2.127744363676617	0.013364581555740274	0.0013453989692039086	0.0011159510829830868
SMART	SM00864:SM00864	5	1.524390243902439	1.343928491136702E-4	5726059, 5719519, 5728641, 5717531, 5719644	90	10	2990	16.61111111111111	0.009097691166974564	0.004569356869864786	0.004569356869864786
INTERPRO	IPR008280:Tubulin/FtsZ, C-terminal	5	1.524390243902439	1.6772135554536077E-4	5726059, 5719519, 5728641, 5717531, 5719644	283	10	9041	15.973498233215548	0.09543922316989217	0.03343245687204192	0.03326473551649656
INTERPRO	IPR003008:Tubulin/FtsZ, GTPase domain	5	1.524390243902439	2.571138276520844E-4	5726059, 5719519, 5728641, 5717531, 5719644	283	11	9041	14.521362030195954	0.1425340751134676	0.03843851723398662	0.03824568186324755
GOTERM_BP_DIRECT	GO:0000027~ribosomal large subunit assembly	7	2.1341463414634148	4.1855914372131056E-4	5720945, 5728341, 5715904, 5720023, 5715022, 5722438, 5715302	187	25	4507	6.748449197860962	0.07452638042834703	0.019358360397110613	0.019358360397110613
INTERPRO	IPR023123:Tubulin, C-terminal	4	1.2195121951219512	5.599702904543324E-4	5719519, 5728641, 5717531, 5719644	283	6	9041	21.297997644287396	0.2846304560764902	0.06697244673833815	0.06663646456406555
UP_KEYWORDS	Kinase	18	5.487804878048781	5.708040460711346E-4	5719736, 5716209, 5715407, 5720923, 5723766, 5723548, 5727616, 5722233, 5722422, 5720432, 5727204, 5727222, 5726122, 5719165, 5716210, 5718069, 5719647, 5719722	328	303	14416	2.610963535377928	0.07100762240309577	0.006693974722106942	0.005552366629964673
UP_KEYWORDS	GTP-binding	7	2.1341463414634148	7.154118341915161E-4	5716623, 5726059, 5719519, 5728641, 5717073, 5717531, 5719644	328	48	14416	6.409552845528456	0.0881877299799586	0.0070990866623619675	0.005888389712191709
UP_KEYWORDS	Mitochondrion	7	2.1341463414634148	7.154118341915161E-4	5715766, 5720839, 5719098, 5721979, 5726837, 5722009, 5717357	328	48	14416	6.409552845528456	0.0881877299799586	0.0070990866623619675	0.005888389712191709
GOTERM_CC_DIRECT	GO:0005874~microtubule	9	2.7439024390243905	7.926251217855904E-4	5726059, 5719519, 5728641, 5718481, 5727165, 5717531, 5728480, 5716475, 5719644	223	52	5706	4.42859606760952	0.07256191777774479	0.025099795523210365	0.025099795523210365
INTERPRO	IPR001451:Bacterial transferase hexapeptide repeat	4	1.2195121951219512	9.57362184239294E-4	5724199, 5722372, 5727109, 5728758	283	7	9041	18.255426552246337	0.43604273823717576	0.09541709769584963	0.09493841660373
INTERPRO	IPR000217:Tubulin	4	1.2195121951219512	0.0014965289367474145	5719519, 5728641, 5717531, 5719644	283	8	9041	15.973498233215548	0.5916352925595171	0.12784632916785055	0.12720495962353023
UP_KEYWORDS	Nucleotide-binding	23	7.01219512195122	0.001956147295180545	5716623, 5719519, 5729050, 5719736, 5716209, 5722943, 5722217, 5722233, 5728659, 5726059, 5727345, 5716082, 5727222, 5728641, 5717073, 5726122, 5727165, 5717531, 5717357, 5719647, 5717777, 5719644, 5719722	328	492	14416	2.054630180448146	0.22321380473989505	0.018024500077020736	0.014950554327451309
GOTERM_MF_DIRECT	GO:0070180~large ribosomal subunit rRNA binding	4	1.2195121951219512	0.002414513728365146	5724241, 5722589, 5720458, 5725138	226	8	6102	13.5	0.363684035626744	0.22575703360214117	0.22575703360214117
INTERPRO	IPR011004:Trimeric LpxA-like	4	1.2195121951219512	0.00306128198502876	5724199, 5722372, 5727109, 5728758	283	10	9041	12.778798586572437	0.8401396123067186	0.2288308283808998	0.227682847636514
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	41	12.5	0.0034392941752864393	5719519, 5718408, 5716209, 5720923, 5718906, 5729288, 5724549, 5721217, 5721991, 5725238, 5722422, 5720083, 5721297, 5727255, 5728641, 5718481, 5717232, 5717531, 5717970, 5728480, 5720558, 5723008, 5720875, 5720275, 5722233, 5722377, 5721289, 5720015, 5724199, 5727204, 5726059, 5727345, 5728211, 5727165, 5716210, 5716211, 5716475, 5716894, 5719723, 5719647, 5719644	223	671	5706	1.5634652783811058	0.2791297408752367	0.07916369512185427	0.07916369512185427
UP_KEYWORDS	Cell projection	17	5.182926829268292	0.003650005060148005	5729096, 5728909, 5727929, 5718906, 5723766, 5727738, 5720513, 5720431, 5724198, 5718481, 5727165, 5719752, 5718565, 5718069, 5716475, 5728480, 5718302	328	330	14416	2.2641537324464154	0.37606685333530276	0.03139004351727284	0.026036702762389105
GOTERM_CC_DIRECT	GO:0005840~ribosome	9	2.7439024390243905	0.004166510269571278	5726079, 5721802, 5722105, 5721788, 5722438, 5725863, 5715302, 5725138, 5726205	223	67	5706	3.4371193360551504	0.3274274983058859	0.07916369512185427	0.07916369512185427
GOTERM_MF_DIRECT	GO:0005200~structural constituent of cytoskeleton	4	1.2195121951219512	0.0048979957182946066	5719519, 5728641, 5717531, 5719644	226	10	6102	10.8	0.6007532569714553	0.30530839977369717	0.30530839977369717
UP_KEYWORDS	WD repeat	6	1.8292682926829267	0.004905089895880285	5721692, 5718481, 5715193, 5723548, 5716475, 5718721	328	49	14416	5.381781981085116	0.4697006146992022	0.03826901440325643	0.03174251582285611
UP_KEYWORDS	Iron-sulfur	5	1.524390243902439	0.005043203448491158	5715766, 5718949, 5719098, 5721979, 5724296	328	31	14416	7.088906372934696	0.4791114980766391	0.03826901440325643	0.03174251582285611
UP_KEYWORDS	Transport	13	3.9634146341463414	0.005949278263883983	5717878, 5715766, 5729050, 5720839, 5720157, 5722943, 5722009, 5728614, 5722100, 5724296, 5715870, 5717357, 5719116	328	228	14416	2.505990586221652	0.5368706537607951	0.040053439404832934	0.033222620281528094
UP_KEYWORDS	rRNA-binding	4	1.2195121951219512	0.006209835566640765	5716844, 5721802, 5728094, 5715302	328	17	14416	10.341463414634147	0.5522706622593729	0.040053439404832934	0.033222620281528094
UP_KEYWORDS	Mitochondrion inner membrane	4	1.2195121951219512	0.006209835566640765	5720839, 5721979, 5722009, 5717357	328	17	14416	10.341463414634147	0.5522706622593729	0.040053439404832934	0.033222620281528094
INTERPRO	IPR014722:Ribosomal protein L2 domain 2	4	1.2195121951219512	0.006806833824820852	5717290, 5715546, 5715022, 5717299	283	13	9041	9.829845066594183	0.9831668206494382	0.4522762919158744	0.4500073473076008
UP_KEYWORDS	2Fe-2S	4	1.2195121951219512	0.007328133734706628	5715766, 5719098, 5721979, 5724296	328	18	14416	9.766937669376693	0.6127984872921022	0.045015678656055	0.037338586172076624
UP_KEYWORDS	Flagellum	15	4.573170731707317	0.011114282001487735	5729096, 5727929, 5723766, 5727738, 5720513, 5720431, 5724198, 5718481, 5727165, 5719752, 5718565, 5718069, 5716475, 5728480, 5718302	328	309	14416	2.13355434525219	0.7634910950490772	0.06517010809963263	0.05405582609814489
UP_KEYWORDS	Chloroplast	10	3.048780487804878	0.011669861307660866	5715019, 5729230, 5724296, 5726208, 5722943, 5716179, 5722300, 5719625, 5722796, 5719722	328	162	14416	2.713038241493526	0.7800302025182259	0.06545270037775007	0.054290224344335336
INTERPRO	IPR008991:Translation protein SH3-like domain	4	1.2195121951219512	0.012438551085109188	5717290, 5715546, 5715022, 5717299	283	16	9041	7.986749116607774	0.9994385014248558	0.7438253548895294	0.7400937895639966
UP_KEYWORDS	Plastid	10	3.048780487804878	0.01257096529317849	5715019, 5729230, 5724296, 5726208, 5722943, 5716179, 5722300, 5719625, 5722796, 5719722	328	164	14416	2.6799524092801903	0.8044489172128393	0.06675564615291525	0.055370962312883194
GOTERM_MF_DIRECT	GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	3	0.9146341463414633	0.012575014190705789	5715019, 5729132, 5728718	226	5	6102	16.2	0.9061857045579812	0.5162195280591904	0.5162195280591904
UP_KEYWORDS	Hydrogen ion transport	4	1.2195121951219512	0.012937140727309157	5729050, 5722100, 5722943, 5717357	328	22	14416	7.991130820399113	0.8135851129476537	0.06675564615291525	0.055370962312883194
KEGG_PATHWAY	cre04145:Phagosome	7	2.1341463414634148	0.013958135034018061	5728930, 5719519, 5722100, 5728641, 5719720, 5717531, 5719644	138	29	1930	3.375812093953024	0.6100681170372655	0.46759752363960505	0.46759752363960505
GOTERM_CC_DIRECT	GO:0009941~chloroplast envelope	13	3.9634146341463414	0.014865611594442345	5715602, 5720868, 5729230, 5722943, 5722300, 5723630, 5727029, 5728920, 5726079, 5724296, 5718551, 5719625, 5719722	223	152	5706	2.188399811187161	0.7589703099280047	0.20367836412922274	0.20367836412922274
GOTERM_CC_DIRECT	GO:0005743~mitochondrial inner membrane	6	1.8292682926829267	0.015007879462153255	5715766, 5720839, 5721979, 5715870, 5717357, 5728659	223	38	5706	4.040122728345528	0.7622547467654529	0.20367836412922274	0.20367836412922274
UP_KEYWORDS	Cilium	15	4.573170731707317	0.015120659944740369	5729096, 5727929, 5723766, 5727738, 5720513, 5720431, 5724198, 5718481, 5727165, 5719752, 5718565, 5718069, 5716475, 5728480, 5718302	328	321	14416	2.053795304308183	0.8599089079963032	0.07502173587967337	0.0622273313110469
GOTERM_MF_DIRECT	GO:0005525~GTP binding	11	3.353658536585366	0.015779182543987996	5716623, 5726059, 5719519, 5727345, 5728641, 5717073, 5722711, 5717531, 5719644, 5721993, 5727887	226	124	6102	2.3951612903225805	0.9489134913786581	0.5162195280591904	0.5162195280591904
GOTERM_MF_DIRECT	GO:0019843~rRNA binding	6	1.8292682926829267	0.01656319341366386	5726114, 5716844, 5721802, 5722438, 5728094, 5715302	226	41	6102	3.951219512195122	0.9559863164870767	0.5162195280591904	0.5162195280591904
UP_SEQ_FEATURE	nucleotide phosphate-binding region:GTP	4	1.2195121951219512	0.03018390665360218	5719519, 5728641, 5717531, 5719644	23	9	265	5.120772946859903	0.8636013316754922	1.0	1.0
GOTERM_BP_DIRECT	GO:0006006~glucose metabolic process	3	0.9146341463414633	0.031023174174561637	5715019, 5728718, 5723630	187	7	4507	10.329258976317801	0.9970625042397219	1.0	1.0
GOTERM_MF_DIRECT	GO:0046872~metal ion binding	16	4.878048780487805	0.03212306004397955	5715766, 5729050, 5724629, 5718949, 5721979, 5729230, 5729132, 5720157, 5721116, 5722217, 5724549, 5722285, 5727122, 5724296, 5728094, 5719625	226	241	6102	1.79253112033195	0.997769682491642	0.8509583521818357	0.8509583521818357
INTERPRO	IPR016040:NAD(P)-binding domain	12	3.6585365853658534	0.03216057947573754	5728920, 5715997, 5715602, 5715019, 5726058, 5728069, 5728718, 5727901, 5722476, 5728966, 5715687, 5720883	283	187	9041	2.0500746395570757	0.9999999967612482	1.0	0.9966499162479062
UP_KEYWORDS	Electron transport	5	1.524390243902439	0.03587087880187667	5715766, 5724296, 5720157, 5715870, 5722009	328	55	14416	3.9955654101995566	0.991016596633786	0.1713830876089663	0.1421549641407705
GOTERM_MF_DIRECT	GO:0003723~RNA binding	12	3.6585365853658534	0.03640463538745821	5726114, 5721581, 5726079, 5723486, 5721802, 5716607, 5718254, 5728959, 5728094, 5721178, 5728280, 5725358	226	162	6102	2.0	0.9990265597434683	0.8509583521818357	0.8509583521818357
INTERPRO	IPR011332:Ribosomal protein, zinc-binding domain	3	0.9146341463414633	0.03697794622085472	5722105, 5721788, 5728094	283	10	9041	9.584098939929328	0.9999999998361422	1.0	0.9966499162479062
UP_KEYWORDS	ATP-binding	16	4.878048780487805	0.03763157019462005	5729050, 5719736, 5716209, 5722943, 5722217, 5722233, 5728659, 5727345, 5716082, 5727222, 5726122, 5727165, 5717357, 5719647, 5717777, 5719722	328	397	14416	1.771333783866806	0.992903627085939	0.17156409806098197	0.1423051045932176
UP_KEYWORDS	Dynein	3	0.9146341463414633	0.03899735516161926	5718481, 5728480, 5716475	328	14	14416	9.418118466898953	0.9940915822150069	0.17156409806098197	0.1423051045932176
GOTERM_BP_DIRECT	GO:0000028~ribosomal small subunit assembly	4	1.2195121951219512	0.04117933138922209	5721581, 5725519, 5727924, 5722288	187	19	4507	5.074021953278919	0.9995817685968242	1.0	1.0
UP_KEYWORDS	Motor protein	4	1.2195121951219512	0.041228581704577064	5718481, 5727165, 5728480, 5716475	328	34	14416	5.170731707317073	0.9956223082408737	0.17156409806098197	0.1423051045932176
UP_KEYWORDS	RNA-binding	4	1.2195121951219512	0.041228581704577064	5716844, 5721802, 5728094, 5715302	328	34	14416	5.170731707317073	0.9956223082408737	0.17156409806098197	0.1423051045932176
UP_KEYWORDS	Thylakoid	6	1.8292682926829267	0.043903948806511967	5729230, 5724296, 5722943, 5716179, 5722300, 5719625	328	85	14416	3.1024390243902435	0.9969472118955489	0.17698779362625136	0.1468038288217744
UP_KEYWORDS	Photosystem I	4	1.2195121951219512	0.04760795268890462	5729230, 5716179, 5722300, 5719625	328	36	14416	4.883468834688347	0.9981497386476373	0.18610381505662715	0.15436517993069074
GOTERM_MF_DIRECT	GO:0003924~GTPase activity	7	2.1341463414634148	0.05443091412926444	5726059, 5719519, 5728641, 5717531, 5719644, 5721993, 5727887	226	74	6102	2.554054054054054	0.9999715134030348	1.0	1.0
UP_KEYWORDS	Elongation factor	3	0.9146341463414633	0.05575560578965712	5717777, 5721993, 5727887	328	17	14416	7.7560975609756095	0.9993892133174316	0.21154332784899318	0.17546617116156799
KEGG_PATHWAY	cre00190:Oxidative phosphorylation	11	3.353658536585366	0.056589372478457585	5715766, 5729050, 5722100, 5721979, 5716231, 5722943, 5715870, 5721547, 5722009, 5723213, 5717357	138	81	1930	1.8992664161746287	0.9798186039290979	1.0	1.0
INTERPRO	IPR013838:Beta tubulin, autoregulation binding site	2	0.6097560975609756	0.0614129291046597	5719519, 5719644	283	2	9041	31.946996466431095	1.0	1.0	0.9966499162479062
INTERPRO	IPR006424:Glyceraldehyde-3-phosphate dehydrogenase, type I	2	0.6097560975609756	0.0614129291046597	5715019, 5728718	283	2	9041	31.946996466431095	1.0	1.0	0.9966499162479062
INTERPRO	IPR011331:Ribosomal protein L37ae/L37e	2	0.6097560975609756	0.0614129291046597	5722105, 5728094	283	2	9041	31.946996466431095	1.0	1.0	0.9966499162479062
INTERPRO	IPR002453:Beta tubulin	2	0.6097560975609756	0.0614129291046597	5719519, 5719644	283	2	9041	31.946996466431095	1.0	1.0	0.9966499162479062
INTERPRO	IPR027534:Ribosomal protein L12 family	2	0.6097560975609756	0.0614129291046597	5720458, 5725138	283	2	9041	31.946996466431095	1.0	1.0	0.9966499162479062
INTERPRO	IPR002452:Alpha tubulin	2	0.6097560975609756	0.0614129291046597	5728641, 5717531	283	2	9041	31.946996466431095	1.0	1.0	0.9966499162479062
UP_KEYWORDS	Isomerase	6	1.8292682926829267	0.06486723462652996	5722618, 5719445, 5725922, 5723630, 5728866, 5716930	328	95	14416	2.7758664955070604	0.9998251553424037	0.23908209333778185	0.19830840300110586
INTERPRO	IPR009000:Translation elongation/initiation factor/Ribosomal, beta-barrel	4	1.2195121951219512	0.06563236041592696	5724135, 5728341, 5721993, 5727887	283	30	9041	4.259599528857479	1.0	1.0	0.9966499162479062
GOTERM_CC_DIRECT	GO:0030687~preribosome, large subunit precursor	4	1.2195121951219512	0.07122970653085031	5722589, 5720458, 5725138, 5720498	223	25	5706	4.093991031390135	0.9991060977458174	0.7518691244923088	0.7518691244923088
GOTERM_CC_DIRECT	GO:0030286~dynein complex	4	1.2195121951219512	0.07122970653085031	5718481, 5719586, 5728480, 5716475	223	25	5706	4.093991031390135	0.9991060977458174	0.7518691244923088	0.7518691244923088
GOTERM_MF_DIRECT	GO:0008177~succinate dehydrogenase (ubiquinone) activity	2	0.6097560975609756	0.07239250396198102	5721979, 5715870	226	2	6102	27.0	0.9999992109315794	1.0	1.0
GOTERM_MF_DIRECT	GO:0051287~NAD binding	5	1.524390243902439	0.07250423714048701	5728920, 5715019, 5716804, 5728718, 5723213	226	43	6102	3.13953488372093	0.9999992285074982	1.0	1.0
GOTERM_BP_DIRECT	GO:0009060~aerobic respiration	3	0.9146341463414633	0.07293649767686566	5716804, 5721979, 5722009	187	11	4507	6.573164803111328	0.9999991772754255	1.0	1.0
UP_KEYWORDS	Respiratory chain	3	0.9146341463414633	0.08118767871622333	5715766, 5720157, 5722009	328	21	14416	6.2787456445993035	0.9999819590854779	0.2871597483347174	0.23818676799856406
UP_KEYWORDS	Serine/threonine-protein kinase	7	2.1341463414634148	0.082363648747167	5727204, 5727222, 5716209, 5726122, 5720923, 5722233, 5719647	328	133	14416	2.313222079589217	0.9999847064393456	0.2871597483347174	0.23818676799856406
UP_SEQ_FEATURE	transit peptide:Chloroplast	6	1.8292682926829267	0.08613250104543188	5715019, 5724296, 5722943, 5716179, 5722300, 5719722	23	30	265	2.3043478260869565	0.9971331161718863	1.0	1.0
SMART	SM00846:SM00846	2	0.6097560975609756	0.086694137160662	5715019, 5728718	90	3	2990	22.148148148148152	0.9979015206622719	1.0	1.0
UP_KEYWORDS	Calvin cycle	2	0.6097560975609756	0.08770060673470044	5715019, 5719722	328	4	14416	21.975609756097562	0.9999927935264318	0.29772048075727253	0.24694644527928808
KEGG_PATHWAY	cre00480:Glutathione metabolism	6	1.8292682926829267	0.08824767936672169	5726125, 5722693, 5728696, 5723008, 5716542, 5722476	138	34	1930	2.4680306905370846	0.9979500145245523	1.0	1.0
INTERPRO	IPR020828:Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain	2	0.6097560975609756	0.09069510124861245	5715019, 5728718	283	3	9041	21.297997644287396	1.0	1.0	0.9966499162479062
INTERPRO	IPR020831:Glyceraldehyde/Erythrose phosphate dehydrogenase family	2	0.6097560975609756	0.09069510124861245	5715019, 5728718	283	3	9041	21.297997644287396	1.0	1.0	0.9966499162479062
INTERPRO	IPR020830:Glyceraldehyde 3-phosphate dehydrogenase, active site	2	0.6097560975609756	0.09069510124861245	5715019, 5728718	283	3	9041	21.297997644287396	1.0	1.0	0.9966499162479062
INTERPRO	IPR002075:Nuclear transport factor 2	2	0.6097560975609756	0.09069510124861245	5726351, 5722233	283	3	9041	21.297997644287396	1.0	1.0	0.9966499162479062
INTERPRO	IPR020829:Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain	2	0.6097560975609756	0.09069510124861245	5715019, 5728718	283	3	9041	21.297997644287396	1.0	1.0	0.9966499162479062
INTERPRO	IPR014349:Rieske iron-sulphur protein	2	0.6097560975609756	0.09069510124861245	5715766, 5724296	283	3	9041	21.297997644287396	1.0	1.0	0.9966499162479062
INTERPRO	IPR018222:Nuclear transport factor 2, Eukaryote	2	0.6097560975609756	0.09069510124861245	5726351, 5722233	283	3	9041	21.297997644287396	1.0	1.0	0.9966499162479062
INTERPRO	IPR005805:Rieske iron-sulphur protein, C-terminal	2	0.6097560975609756	0.09069510124861245	5715766, 5724296	283	3	9041	21.297997644287396	1.0	1.0	0.9966499162479062
UP_KEYWORDS	Heme	4	1.2195121951219512	0.09491968936665927	5722285, 5728176, 5718002, 5726062	328	48	14416	3.6626016260162606	0.9999974139428194	0.3139651263666422	0.2604206862110908
COG_ONTOLOGY	Cell envelope biogenesis, outer membrane / Carbohydrate transport and metabolism	3	0.9146341463414633	0.09744644316471218	5715997, 5727901, 5728966	27	18	873	5.388888888888888	0.7851700978411406	1.0	1.0
